@name,enabled,type,nameUi,order,cost,weight,costMod,crew,model,scale,group,mountPoints,countries,param,stats,caliber,#caliberInch,barrels,hullWeightRatio,sectionsMin,sectionsMax,tonnageMin,tonnageMax,maxAllowedCaliber,beamMin,beamMax,draughtMin,draughtMax,beamCoef,draughtCoef,minMainTurrets,minMainBarrels,speedLimiter,#comment,#comment2,#cost_base,#cost_base_mod
modern_BB_funnel_long_Iowa_2_modernization,,funnel,Modernization Mega Funnel II,,2250000,680,,55,iowa_funnel_b,1,,funnel,,"need(BB_French_Advanced;BB_French_Early;BB_Danton;BC_Britain;BC_Britain_Medium;BC_BritainSuper;BB_British_Advanced;BC_Hood;Courageous_Class;BC;BC_Small), needunlock(late_BB_funnels_level_3)","funnel(1), fcap(85), smoke(57), size(13.9)",,,,,,,,,,,,,,,,,,,,,,
modern_BB_funnel_long_Iowa_1_modernization,,funnel,Modernization Mega Funnel I,,2100000,640,,55,iowa_funnel_a,1,,funnel,,"need(BB_French_Advanced;BB_French_Early;BB_Danton;BC_Britain;BC_Britain_Medium;BC_BritainSuper;BB_British_Advanced;BC_Hood;Courageous_Class;BC;BC_Small), needunlock(late_BB_funnels_level_3)","funnel(1), fcap(80), smoke(55), size(13.4)",,,,,,,,,,,,,,,,,,,,,,
modern_BB_funnel_1_richelieu_small_modernization_ca,,funnel,Rebuild Angled Funnel Complex I,,2175000,540,,72,richelieu_funnel_a,1,,funnel,,"need(CA_Large_France2), needunlock(late_BB_funnels_level_3)","funnel(1),aim(9), fcap(81), smoke(38), size(14.5)",,,,,,,,,,,,,,,,,,,,,,
modern_BB_funnel_2_richelieu_small_modernization_ca,,funnel,Rebuild Angled Funnel Complex II,,2415000,567,,80,richelieu_funnel_b,1,,funnel,,"need(CA_Large_France2), needunlock(late_BB_funnels_level_3)","funnel(1),aim(10.5), fcap(84), smoke(42), size(15.5)",,,,,,,,,,,,,,,,,,,,,,
modern_BB_funnel_long_Iowa_2_modernization_ca,,funnel,Modernization Mega Funnel II,,2250000,510,,55,iowa_funnel_b,1,,funnel,,"need(CA_Large_France2), needunlock(late_BB_funnels_level_3)","funnel(1), fcap(85), smoke(57), size(13.9)",,,,,,,,,,,,,,,,,,,,,,
modern_BB_funnel_long_Iowa_1_modernization_ca,,funnel,Modernization Mega Funnel I,,2100000,480,,55,iowa_funnel_a,1,,funnel,,"need(CA_Large_France2), needunlock(late_BB_funnels_level_3)","funnel(1), fcap(80), smoke(55), size(13.4)",,,,,,,,,,,,,,,,,,,,,,
modern_BB_funnel_1_richelieu_small_modernization_cl,,funnel,Rebuild Angled Funnel Complex I,,2175000,450,,72,richelieu_funnel_a,1,,funnel,,"need(CL_Armor_Exp_var3), needunlock(late_BB_funnels_level_3)","funnel(1),aim(9), fcap(81), smoke(38), size(14.5)",,,,,,,,,,,,,,,,,,,,,,
modern_BB_funnel_2_richelieu_small_modernization_cl,,funnel,Rebuild Angled Funnel Complex II,,2415000,472.5,,80,richelieu_funnel_b,1,,funnel,,"need(CL_Armor_Exp_var3), needunlock(late_BB_funnels_level_3)","funnel(1),aim(10.5), fcap(84), smoke(42), size(15.5)",,,,,,,,,,,,,,,,,,,,,,
modern_BB_funnel_long_Iowa_2_modernization_cl,,funnel,Modernization Mega Funnel II,,2250000,425,,55,iowa_funnel_b,1,,funnel,,"need(CL_Armor_Exp_var3), needunlock(late_BB_funnels_level_3)","funnel(1), fcap(85), smoke(57), size(13.9)",,,,,,,,,,,,,,,,,,,,,,
modern_BB_funnel_long_Iowa_1_modernization_cl,,funnel,Modernization Mega Funnel I,,2100000,400,,55,iowa_funnel_a,1,,funnel,,"need(CL_Armor_Exp_var3), needunlock(late_BB_funnels_level_3)","funnel(1), fcap(80), smoke(55), size(13.4)",,,,,,,,,,,,,,,,,,,,,,
modern_BB_funnel_2_bismarck_caversion_modernization,,funnel,Rebuild Uber Funnel II,,2505000,520,,50,bismarck_funnel_a,0.9,,funnel,,"need(BC_Derfflinger;BB_Helgoland;BB_Nassau_Large;BB_Nassau;BC_VonderTann_Large;BC_VonderTann), needunlock(biglatefunnels_level_4)","funnel(1), fcap(65), smoke(52), size(13)",,,,,,,,,,,,,,,,,,,,,,
modern_BB_funnel_1_bismarck_modernization,,funnel,Rebuild Uber Funnel I,,2370000,496,,50,bismarck_funnel_a,0.8,,funnel,,"need(BC_Derfflinger;BB_Helgoland;BB_Nassau_Large;BB_Nassau;BC_VonderTann_Large;BC_VonderTann), needunlock(biglatefunnels_level_4)","funnel(1), fcap(62), smoke(48), size(12.7)",,,,,,,,,,,,,,,,,,,,,,
modern_BB_funnel_1_bismarck_caversion_small_narrow3_modernization,,funnel,Rebuild Narrow Uber Funnel II,,3330000,496,,50,bismarck_funnel_a_narrow,0.82,,funnel,,"need(BC_Derfflinger;BB_Helgoland;BB_Nassau_Large;BB_Nassau;BC_VonderTann_Large;BC_VonderTann), needunlock(biglatefunnels_level_4)","funnel(1), fcap(62), smoke(42), size(13)",,,,,,,,,,,,,,,,,,,,,,
modern_BB_funnel_1_bismarck_caversion_small_narrow2_modernization,,funnel,Rebuild Narrow Uber Funnel I,,2530000,464,,45,bismarck_funnel_a_narrow,0.77,,funnel,,"need(BC_Derfflinger;BB_Helgoland;BB_Nassau_Large;BB_Nassau;BC_VonderTann_Large;BC_VonderTann), needunlock(biglatefunnels_level_4)","funnel(1), fcap(58), smoke(40), size(12)",,,,,,,,,,,,,,,,,,,,,,
modern_BB_funnel_1_bismarck_caversion_small_narrow3_modernization_ca,,funnel,Rebuild Narrow Uber Funnel II,,3330000,372,,50,bismarck_funnel_a_narrow,0.87,,funnel,,"need(CA_Blucher;CA_Ersatz), needunlock(biglatefunnels_level_4)","funnel(1), fcap(62), smoke(42), size(13)",,,,,,,,,,,,,,,,,,,,,,
modern_BB_funnel_1_bismarck_caversion_small_narrow2_modernization_ca,,funnel,Rebuild Narrow Uber Funnel I,,2530000,348,,45,bismarck_funnel_a_narrow,0.82,,funnel,,"need(CA_Blucher;CA_Ersatz), needunlock(biglatefunnels_level_4)","funnel(1), fcap(58), smoke(40), size(12)",,,,,,,,,,,,,,,,,,,,,,
modern_BB_funnel_3_newyork_modernization_usa,,funnel,Rebuild Ultra Funnel III,,2640000,712,,65,new_york_funnel_e,1.12,,funnel,,"need(BB_USA2;BB_Super;BB_USA_NewYork_big;BB_USA_NewYork_addon;BB_USA_NewYork_gen2;BB_USA_NewYork ;BB_USA;BC_BritainSuper;BC_Britain_Medium;BC_Britain), needunlock(biglatefunnels_level_4)","funnel(1), fcap(89), smoke(63), size(14.2)",,,,,,,,,,,,,,,,,,,,,,
modern_BB_funnel_2_newyork_modernization_usa,,funnel,Rebuild Ultra Funnel II,,2400000,680,,60,new_york_funnel_e,1.05,,funnel,,"need(BB_USA2;BB_Super;BB_USA_NewYork_big;BB_USA_NewYork_addon;BB_USA_NewYork_gen2;BB_USA_NewYork ;BB_USA;BC_BritainSuper;BC_Britain_Medium;BC_Britain), needunlock(biglatefunnels_level_4)","funnel(1), fcap(85), smoke(57.5), size(13.5)",,,,,,,,,,,,,,,,,,,,,,
modern_BB_funnel_1_newyork_clone_modernization_usa,,funnel,Rebuild Ultra Funnel I,,2250000,640,,55,new_york_funnel_e,1,,funnel,,"need(BB_USA2;BB_Super;BB_USA_NewYork_big;BB_USA_NewYork_addon;BB_USA_NewYork_gen2;BB_USA_NewYork ;BB_USA;BC_BritainSuper;BC_Britain_Medium;BC_Britain), needunlock(biglatefunnels_level_4)","funnel(1), fcap(80), smoke(55), size(13)",,,,,,,,,,,,,,,,,,,,,,
modern_BB_funnel_long_Iowa_3_modernization_usa,,funnel,Modernization Mega Long Funnel III,,2400000,720,,55,iowa_funnel_b,1.1,,funnel,,"need(BB_USA2;BB_Super;BB_USA_NewYork_big;BB_USA_NewYork_addon;BB_USA_NewYork_gen2;BB_USA_NewYork ;BB_USA;BC_BritainSuper;BC_Britain_Medium;BC_Britain), needunlock(biglatefunnels_level_3)","funnel(1), fcap(90), smoke(59), size(14.4)",,,,,,,,,,,,,,,,,,,,,,
modern_BB_funnel_long_Iowa_2_modernization_usa,,funnel,Modernization Mega Long Funnel II,,2250000,680,,55,iowa_funnel_b,1.05,,funnel,,"need(BB_USA2;BB_Super;BB_USA_NewYork_big;BB_USA_NewYork_addon;BB_USA_NewYork_gen2;BB_USA_NewYork ;BB_USA;BC_BritainSuper;BC_Britain_Medium;BC_Britain), needunlock(biglatefunnels_level_3)","funnel(1), fcap(85), smoke(57), size(13.9)",,,,,,,,,,,,,,,,,,,,,,
modern_BB_funnel_long_Iowa_1_modernization_usa,,funnel,Modernization Mega Long Funnel I,,2100000,640,,55,iowa_funnel_b,1,,funnel,,"need(BB_USA2;BB_Super;BB_USA_NewYork_big;BB_USA_NewYork_addon;BB_USA_NewYork_gen2;BB_USA_NewYork ;BB_USA;BC_BritainSuper;BC_Britain_Medium;BC_Britain), needunlock(biglatefunnels_level_3)","funnel(1), fcap(80), smoke(55), size(13.4)",,,,,,,,,,,,,,,,,,,,,,
modern_BB_funnel_1_Iowa_caversion_modernization_usa,,funnel,Modernization Mega Funnel III,,1950000,600,,50,iowa_funnel_a,0.68,,funnel,,"need(BB_USA2;BB_Super;BB_USA_NewYork_big;BB_USA_NewYork_addon;BB_USA_NewYork_gen2;BB_USA_NewYork ;BB_USA;BC_BritainSuper;BC_Britain_Medium;BC_Britain), needunlock(biglatefunnels_level_3)","funnel(1), fcap(75), smoke(52), size(12)",,,,,,,,,,,,,,,,,,,,,,
modern_BB_funnel_long_Iowa_2_modernization_rus,,funnel,Rebuild Mega Funnel II,,2250000,680,,55,iowa_funnel_b,1,,funnel,,"need(BB_Super;BB_Italy_Old;BB_Flat;BC_Hybrid;BB_USA_NewYork_big;BB_USA_NewYork_addon;BB_USA_NewYork_gen2;BB_Italy_Dante;BB_Japan_Early_Semi), needunlock(late_BB_funnels_level_4)","funnel(1), fcap(85), smoke(57), size(13.9)",,,,,,,,,,,,,,,,,,,,,,
modern_BB_funnel_long_Iowa_1_modernization_rus,,funnel,Rebuild Mega Funnel I,,2100000,640,,55,iowa_funnel_a,1,,funnel,,"need(BB_Super;BB_Italy_Old;BB_Flat;BC_Hybrid;BB_USA_NewYork_big;BB_USA_NewYork_addon;BB_USA_NewYork_gen2;BB_Italy_Dante;BB_Japan_Early_Semi), needunlock(late_BB_funnels_level_4)","funnel(1), fcap(80), smoke(55), size(13.4)",,,,,,,,,,,,,,,,,,,,,,
modern_BB_funnel_long_Iowa_4_modernization_rus,,funnel,Rebuild Mega Funnel IV,,2550000,760,,60,iowa_funnel_b,1.08,,funnel,,"need(BB_Super;BB_Italy_Old;BB_Flat;BC_Hybrid;BB_USA_NewYork_big;BB_USA_NewYork_addon;BB_USA_NewYork_gen2;BB_Italy_Dante;BB_Japan_Early_Semi), needunlock(late_BB_funnels_level_4)","funnel(1), fcap(95), smoke(61), size(14.9)",,,,,,,,,,,,,,,,,,,,,,
modern_BB_funnel_long_Iowa_3_modernization_rus,,funnel,Rebuild Mega Funnel III,,2400000,720,,60,iowa_funnel_a,1.08,,funnel,,"need(BB_Super;BB_Italy_Old;BB_Flat;BC_Hybrid;BB_USA_NewYork_big;BB_USA_NewYork_addon;BB_USA_NewYork_gen2;BB_Italy_Dante;BB_Japan_Early_Semi), needunlock(late_BB_funnels_level_4)","funnel(1), fcap(90), smoke(59), size(14.4)",,,,,,,,,,,,,,,,,,,,,,
fuso_funnel_complex_4_modernization,,funnel,Modernization Mega Funnel Complex II,,3150000,540,,70,fuso_funnel_a,1,,funnel,,"need(BB_Super;BB_Italy_Old;BB_Flat;BC_Hybrid;BB_USA_NewYork_big;BB_USA_NewYork_addon;BB_USA_NewYork_gen2;BB_Italy_Dante;BB_Japan_Early_Semi), needunlock(late_BB_funnels_level_3)","funnel(1), fcap(67.5), torpedo_detect(8), smoke(78), size(21)",,,,,,,,,,,,,,,,,,,,,,
fuso_funnel_complex_3_modernization,,funnel,Modernization Mega Funnel Complex I,,2850000,504,,66,fuso_funnel_a,0.9,,funnel,,"need(BB_Super;BB_Italy_Old;BB_Flat;BC_Hybrid;BB_USA_NewYork_big;BB_USA_NewYork_addon;BB_USA_NewYork_gen2;BB_Italy_Dante;BB_Japan_Early_Semi), needunlock(late_BB_funnels_level_3)","funnel(1), fcap(63), smoke(74), torpedo_detect(8), size(20.5)",,,,,,,,,,,,,,,,,,,,,,
fuso_funnel_varthick_1_modernization,,funnel,Modernization Single Thick Funnel,,2600000,400,,72,fuso_funnel_c,0.92,,funnel,,"need(BB_Super;BB_Italy_Old;BB_Flat;BC_Hybrid;BB_USA_NewYork_big;BB_USA_NewYork_addon;BB_USA_NewYork_gen2;BB_Italy_Dante;BB_Japan_Early_Semi), needunlock(late_BB_funnels_level_3)","funnel(1), fcap(50), smoke(60), size(16.6)",,,,,,,,,,,,,,,,,,,,,,
mogami_funnel_1_xxlarge_modernization_rus,,funnel,Modernization Super Angled Funnel II,,3315000,680,,35,moga_funnel_b,1.325,,funnel,,"need(BB_Super;BB_Italy_Old;BB_Flat;BC_Hybrid;BB_USA_NewYork_big;BB_USA_NewYork_addon;BB_USA_NewYork_gen2;BB_Italy_Dante;BB_Japan_Early_Semi), needunlock(late_BB_funnels_level_3)","funnel(1), fcap(85), smoke(60), size(13.5)",,,,,,,,,,,,,,,,,,,,,,
mogami_funnel_2_xlarge_modernization_rus,,funnel,Modernization Super Dual Funnel I,,3150000,816,,32,moga_funnel_a,1.325,,funnel,,"need(BB_Super;BB_Italy_Old;BB_Flat;BC_Hybrid;BB_USA_NewYork_big;BB_USA_NewYork_addon;BB_USA_NewYork_gen2;BB_Italy_Dante;BB_Japan_Early_Semi), needunlock(late_BB_funnels_level_3)","funnel(2), fcap(102), smoke(69), size(12.5)",,,,,,,,,,,,,,,,,,,,,,
mogami_funnel_1_xlarge_modernization_rus,,funnel,Modernization Super Angled Funnel I,,2655000,624,,25,moga_funnel_b,1.225,,funnel,,"need(BB_Super;BB_Italy_Old;BB_Flat;BC_Hybrid;BB_USA_NewYork_big;BB_USA_NewYork_addon;BB_USA_NewYork_gen2;BB_Italy_Dante;BB_Japan_Early_Semi), needunlock(late_BB_funnels_level_3)","funnel(1), fcap(78), smoke(53), size(10.5)",,,,,,,,,,,,,,,,,,,,,,
modern_BB_funnel_italy_2_medium_modernization,,funnel,Modernization Thick Funnel VI,,2385000,640,,43,trento_funnel_a,1.29,,funnel,,"need(BB_Italy_Dante;BB_Italy_Old;BB_Super;BC_Small;BC_BritainSuper;BB_Flat;Espanha;BB_Fuso_Old;BC;Espanha;BB_Japan_Early_Semi;BC_Hybrid), needunlock(late_BB_funnels_level_3)","funnel(1), fcap(80), smoke(56), size(12.5)",,,,,,,,,,,,,,,,,,,,,,
modern_BB_funnel_italy_1_modernization,,funnel,Modernization Thick Funnel V,,2175000,608,,40,trento_funnel_a,1.24,,funnel,,"need(BB_Italy_Dante;BB_Italy_Old;BB_Super;BC_Small;BC_BritainSuper;BB_Flat;Espanha;BB_Fuso_Old;BC;Espanha;BB_Japan_Early_Semi;BC_Hybrid), needunlock(late_BB_funnels_level_3)","funnel(1), fcap(76), smoke(50), size(10.5)",,,,,,,,,,,,,,,,,,,,,,
monte_funnel_2_big_modernization,,funnel,Modernization Turbine Funnel with Barbette III,,1890000,424,,46,monte_funnel_e,1.05,,funnel,,"need(BB_Italy_Dante;BB_Italy_Old;BB_Super;BC_Small;BC_BritainSuper;BB_Flat;Espanha;BB_Fuso_Old;BC;Espanha;BB_Japan_Early_Semi;BC_Hybrid), needunlock(late_BB_funnels_level_3)","funnel(1), fcap(53), smoke(40), size(13)",,,,,,,,,,,,,,,,,,,,,,
monte_funnel_1_big_modernization,,funnel,Modernization Turbine Funnel III,,1600000,424,,45,monte_funnel_f,1.05,,funnel,,"need(BB_Italy_Dante;BB_Italy_Old;BB_Super;BC_Small;BC_BritainSuper;BB_Flat;Espanha;BB_Fuso_Old;BC;Espanha;BB_Japan_Early_Semi;BC_Hybrid), needunlock(late_BB_funnels_level_3)","funnel(1), fcap(53), smoke(40), size(11)",,,,,,,,,,,,,,,,,,,,,,
monte_funnel_2_modernization,,funnel,Modernization Turbine Funnel with Barbette II,,1410000,400,,44,monte_funnel_e,1,,funnel,,"need(BB_Italy_Dante;BB_Italy_Old;BB_Super;BC_Small;BC_BritainSuper;BB_Flat;Espanha;BB_Fuso_Old;BC;Espanha;BB_Japan_Early_Semi;BC_Hybrid), needunlock(late_BB_funnels_level_3)","funnel(1), fcap(50), smoke(37.5), size(12)",,,,,,,,,,,,,,,,,,,,,,
monte_funnel_1_modernization,,funnel,Modernization Turbine Funnel II,,1220000,400,,40,monte_funnel_f,1,,funnel,,"need(BB_Italy_Dante;BB_Italy_Old;BB_Super;BC_Small;BC_BritainSuper;BB_Flat;Espanha;BB_Fuso_Old;BC;Espanha;BB_Japan_Early_Semi;BC_Hybrid), needunlock(late_BB_funnels_level_3)","funnel(1), fcap(50), smoke(37.5), size(10)",,,,,,,,,,,,,,,,,,,,,,
monte_funnel_1_small_modernization,,funnel,Modernization Turbine Funnel I,,1020000,360,,37,monte_funnel_f,0.95,,funnel,,"need(BB_Italy_Dante;BB_Italy_Old;BB_Super;BC_Small;BC_BritainSuper;BB_Flat;Espanha;BB_Fuso_Old;BC;Espanha;BB_Japan_Early_Semi;BC_Hybrid), needunlock(late_BB_funnels_level_3)","funnel(1), fcap(45), smoke(33), size(9)",,,,,,,,,,,,,,,,,,,,,,
monte_funnel_4_big_modernization,,funnel,Modernization Enhanced Turbine Funnel IV,,2950000,512,,55,monte_funnel_d,1.05,,funnel,,"need(BB_Italy_Dante;BB_Italy_Old;BB_Super;BC_Small;BC_BritainSuper;BB_Flat;Espanha;BB_Fuso_Old;BC;Espanha;BB_Japan_Early_Semi;BC_Hybrid), needunlock(late_BB_funnels_level_3)","funnel(1), fcap(64), smoke(48), size(15)",,,,,,,,,,,,,,,,,,,,,,
monte_funnel_4_modernization,,funnel,Modernization Enhanced Turbine Funnel III,,2620000,488,,52,monte_funnel_d,1,,funnel,,"need(BB_Italy_Dante;BB_Italy_Old;BB_Super;BC_Small;BC_BritainSuper;BB_Flat;Espanha;BB_Fuso_Old;BC;Espanha;BB_Japan_Early_Semi;BC_Hybrid), needunlock(late_BB_funnels_level_3)","funnel(1), fcap(61), smoke(46), size(13.5)",,,,,,,,,,,,,,,,,,,,,,
monte_funnel_3_big_modernization,,funnel,Modernization Enhanced Turbine Funnel II,,2250000,464,,50,monte_funnel_c,1.05,,funnel,,"need(BB_Italy_Dante;BB_Italy_Old;BB_Super;BC_Small;BC_BritainSuper;BB_Flat;Espanha;BB_Fuso_Old;BC;Espanha;BB_Japan_Early_Semi;BC_Hybrid), needunlock(late_BB_funnels_level_3)","funnel(1), fcap(58), smoke(44), size(12.5)",,,,,,,,,,,,,,,,,,,,,,
monte_funnel_3_modernization,,funnel,Modernization Enhanced Turbine Funnel I,,2020000,448,,48,monte_funnel_c,1,,funnel,,"need(BB_Italy_Dante;BB_Italy_Old;BB_Super;BC_Small;BC_BritainSuper;BB_Flat;Espanha;BB_Fuso_Old;BC;Espanha;BB_Japan_Early_Semi;BC_Hybrid), needunlock(late_BB_funnels_level_3)","funnel(1), fcap(56), smoke(42), size(12)",,,,,,,,,,,,,,,,,,,,,,
monte_funnel_6_big_modernization,,funnel,Modernization Turbine Funnel Complex II,,4350000,612,,75,monte_funnel_b,1.05,,funnel,,"need(BB_Italy_Dante;BB_Italy_Old;BB_Super;BC_Small;BC_BritainSuper;BB_Flat;Espanha;BB_Fuso_Old;BC;Espanha;BB_Japan_Early_Semi;BC_Hybrid), needunlock(late_BB_funnels_level_3)","funnel(1), fcap(72), smoke(54), aim(4.5), size(21.5)",,,,,,,,,,,,,,,,,,,,,,
monte_funnel_6_modernization,,funnel,Modernization Turbine Funnel Complex I,,4050000,588,,72,monte_funnel_b,1,,funnel,,"need(BB_Italy_Dante;BB_Italy_Old;BB_Super;BC_Small;BC_BritainSuper;BB_Flat;Espanha;BB_Fuso_Old;BC;Espanha;BB_Japan_Early_Semi;BC_Hybrid), needunlock(late_BB_funnels_level_3)","funnel(1), fcap(70), smoke(53), aim(3.5), size(20)",,,,,,,,,,,,,,,,,,,,,,
monte_funnel_5_big_modernization,,funnel,Modernization Ultra Turbine Funnel II,,3550000,544,,64,monte_funnel_a,1.05,,funnel,,"need(BB_Italy_Dante;BB_Italy_Old;BB_Super;BC_Small;BC_BritainSuper;BB_Flat;Espanha;BB_Fuso_Old;BC;Espanha;BB_Japan_Early_Semi;BC_Hybrid), needunlock(late_BB_funnels_level_3)","funnel(1), fcap(68), smoke(52), size(17.5)",,,,,,,,,,,,,,,,,,,,,,
monte_funnel_5_modernization,,funnel,Modernization Ultra Turbine Funnel I,,3350000,528,,60,monte_funnel_a,1,,funnel,,"need(BB_Italy_Dante;BB_Italy_Old;BB_Super;BC_Small;BC_BritainSuper;BB_Flat;Espanha;BB_Fuso_Old;BC;Espanha;BB_Japan_Early_Semi;BC_Hybrid), needunlock(late_BB_funnels_level_3)","funnel(1), fcap(66), smoke(50), size(16.5)",,,,,,,,,,,,,,,,,,,,,,
modern_BB_funnel_6_littorio_modernization,,funnel,Rebuild Medium Angled Funnel III,,2100000,640,,61,littorio_funnel_b,1.2,,funnel,,"need(BB_Italy_Dante;BB_Italy_Old;BB_Super;BC_Small;BC_BritainSuper;BB_Flat;Espanha;BB_Fuso_Old;BC;Espanha;BB_Japan_Early_Semi;BC_Hybrid), needunlock(late_BB_funnels_level_4)","funnel(1), fcap(80), smoke(49), size(13)",,,,,,,,,,,,,,,,,,,,,,
modern_BB_funnel_5_littorio_modernization,,funnel,Rebuild Medium Angled Funnel II,,1950000,620,,58,littorio_funnel_b,1.1,,funnel,,"need(BB_Italy_Dante;BB_Italy_Old;BB_Super;BC_Small;BC_BritainSuper;BB_Flat;Espanha;BB_Fuso_Old;BC;Espanha;BB_Japan_Early_Semi;BC_Hybrid), needunlock(late_BB_funnels_level_4)","funnel(1), fcap(77.5), smoke(47), size(12)",,,,,,,,,,,,,,,,,,,,,,
modern_BB_funnel_4_littorio_modernization,,funnel,Rebuild Medium Angled Funnel I,,1800000,600,,55,littorio_funnel_b,1,,funnel,,"need(BB_Italy_Dante;BB_Italy_Old;BB_Super;BC_Small;BC_BritainSuper;BB_Flat;Espanha;BB_Fuso_Old;BC;Espanha;BB_Japan_Early_Semi;BC_Hybrid), needunlock(late_BB_funnels_level_4)","funnel(1), fcap(75), smoke(45), size(11.5)",,,,,,,,,,,,,,,,,,,,,,
modern_BB_funnel_3_littorio_modernization,,funnel,Rebuild Compact Angled Funnel III,,1710000,552,,53,littorio_funnel_a,1.2,,funnel,,"need(BB_Italy_Dante;BB_Italy_Old;BB_Super;BC_Small;BC_BritainSuper;BB_Flat;Espanha;BB_Fuso_Old;BC;Espanha;BB_Japan_Early_Semi;BC_Hybrid), needunlock(late_BB_funnels_level_4)","funnel(1), fcap(69), smoke(44), size(11)",,,,,,,,,,,,,,,,,,,,,,
modern_BB_funnel_2_littorio_modernization,,funnel,Rebuild Compact Angled Funnel II,,1575000,536,,50,littorio_funnel_a,1.1,,funnel,,"need(BB_Italy_Dante;BB_Italy_Old;BB_Super;BC_Small;BC_BritainSuper;BB_Flat;Espanha;BB_Fuso_Old;BC;Espanha;BB_Japan_Early_Semi;BC_Hybrid), needunlock(late_BB_funnels_level_4)","funnel(1), fcap(67), smoke(42), size(10.5)",,,,,,,,,,,,,,,,,,,,,,
modern_BB_funnel_1_littorio_modernization,,funnel,Rebuild Compact Angled Funnel I,,1470000,520,,47,littorio_funnel_a,1,,funnel,,"need(BB_Italy_Dante;BB_Italy_Old;BB_Super;BC_Small;BC_BritainSuper;BB_Flat;Espanha;BB_Fuso_Old;BC;Espanha;BB_Japan_Early_Semi;BC_Hybrid), needunlock(late_BB_funnels_level_4)","funnel(1), fcap(65), smoke(40), size(10)",,,,,,,,,,,,,,,,,,,,,,
modern_BB_funnel_italy_2_medium_modernization_ca,,funnel,Modernization Thick Funnel VI,,2385000,480,,43,trento_funnel_a,1.29,,funnel,,"need(CA_Italy_StGeorgio;CA_Warrior), needunlock(late_BB_funnels_level_3)","funnel(1), fcap(80), smoke(56), size(12.5)",,,,,,,,,,,,,,,,,,,,,,
modern_BB_funnel_italy_1_modernization_ca,,funnel,Modernization Thick Funnel V,,2175000,456,,40,trento_funnel_a,1.24,,funnel,,"need(CA_Italy_StGeorgio;CA_Warrior), needunlock(late_BB_funnels_level_3)","funnel(1), fcap(76), smoke(50), size(10.5)",,,,,,,,,,,,,,,,,,,,,,
monte_funnel_2_big_modernization_ca,,funnel,Modernization Turbine Funnel with Barbette III,,1890000,318,,46,monte_funnel_e,1.05,,funnel,,"need(CA_Italy_StGeorgio;CA_Warrior), needunlock(late_BB_funnels_level_3)","funnel(1), fcap(53), smoke(40), size(13)",,,,,,,,,,,,,,,,,,,,,,
monte_funnel_1_big_modernization_ca,,funnel,Modernization Turbine Funnel III,,1600000,318,,45,monte_funnel_f,1.05,,funnel,,"need(CA_Italy_StGeorgio;CA_Warrior), needunlock(late_BB_funnels_level_3)","funnel(1), fcap(53), smoke(40), size(11)",,,,,,,,,,,,,,,,,,,,,,
monte_funnel_2_modernization_ca,,funnel,Modernization Turbine Funnel with Barbette II,,1410000,300,,44,monte_funnel_e,1,,funnel,,"need(CA_Italy_StGeorgio;CA_Warrior), needunlock(late_BB_funnels_level_3)","funnel(1), fcap(50), smoke(37.5), size(12)",,,,,,,,,,,,,,,,,,,,,,
monte_funnel_1_modernization_ca,,funnel,Modernization Turbine Funnel II,,1220000,300,,40,monte_funnel_f,1,,funnel,,"need(CA_Italy_StGeorgio;CA_Warrior), needunlock(late_BB_funnels_level_3)","funnel(1), fcap(50), smoke(37.5), size(10)",,,,,,,,,,,,,,,,,,,,,,
monte_funnel_1_small_modernization_ca,,funnel,Modernization Turbine Funnel I,,1020000,270,,37,monte_funnel_f,0.95,,funnel,,"need(CA_Italy_StGeorgio;CA_Warrior), needunlock(late_BB_funnels_level_3)","funnel(1), fcap(45), smoke(33), size(9)",,,,,,,,,,,,,,,,,,,,,,
monte_funnel_4_big_modernization_ca,,funnel,Modernization Enhanced Turbine Funnel IV,,2950000,384,,55,monte_funnel_d,1.05,,funnel,,"need(CA_Italy_StGeorgio;CA_Warrior), needunlock(late_BB_funnels_level_3)","funnel(1), fcap(64), smoke(48), size(15)",,,,,,,,,,,,,,,,,,,,,,
monte_funnel_4_modernization_ca,,funnel,Modernization Enhanced Turbine Funnel III,,2620000,366,,52,monte_funnel_d,1,,funnel,,"need(CA_Italy_StGeorgio;CA_Warrior), needunlock(late_BB_funnels_level_3)","funnel(1), fcap(61), smoke(46), size(13.5)",,,,,,,,,,,,,,,,,,,,,,
monte_funnel_3_big_modernization_ca,,funnel,Modernization Enhanced Turbine Funnel II,,2250000,348,,50,monte_funnel_c,1.05,,funnel,,"need(CA_Italy_StGeorgio;CA_Warrior), needunlock(late_BB_funnels_level_3)","funnel(1), fcap(58), smoke(44), size(12.5)",,,,,,,,,,,,,,,,,,,,,,
monte_funnel_3_modernization_ca,,funnel,Modernization Enhanced Turbine Funnel I,,2020000,336,,48,monte_funnel_c,1,,funnel,,"need(CA_Italy_StGeorgio;CA_Warrior), needunlock(late_BB_funnels_level_3)","funnel(1), fcap(56), smoke(42), size(12)",,,,,,,,,,,,,,,,,,,,,,
