name,technology type,"image for ui, if any",name for ui,historical year,"max year randomization, plus-minus",difficulty of reseach modifier,effect: please see table TechEffects,,effect to add,effect description,old effect description,,comment
torpedo_size_2,torpedo_size,,$technology_name_torpedo_size_2,1890,1,85,"start, torpedo_damage(21), torpedo_stealth(-2), weight(torpedo;-18), detonation(-2.5), cost(torpedo;-5), torpedo_speed_mod(3), torpedo_range_mod(5), torpedo_reload(-2.5), torpedo_rotation(-2.5), torpedo_dud(-2.5)",torpedo_diameter_1,,$technology_desc_torpedo_size_2,,,
torpedo_size_3,torpedo_size,,$technology_name_torpedo_size_3,1894,1,85,"torpedo_damage(46), torpedo_stealth(-4), weight(torpedo;-37), detonation(-5), cost(torpedo;-10), torpedo_speed_mod(6),  torpedo_range_mod(8), torpedo_reload(-5), torpedo_rotation(-5), torpedo_dud(-3.5)",torpedo_diameter_2,,$technology_desc_torpedo_size_3,,,
torpedo_size_4,torpedo_size,,$technology_name_torpedo_size_4,1899,1,85,"torpedo_damage(68), torpedo_stealth(-6), weight(torpedo;-58), detonation(-7.5), cost(torpedo;-15), torpedo_speed_mod(10),  torpedo_range_mod(11), torpedo_reload(-7.5), torpedo_rotation(-7.5), torpedo_dud(-4.5)",torpedo_diameter_3,,$technology_desc_torpedo_size_4,"The new standard 18-inch torpedo warhead inflicts more damage. *Torpedoes damage +12.5%, Reload Speed -10%, Torpedo Weight +15%*",,
torpedo_size_5,torpedo_size,,$technology_name_torpedo_size_5,1904,1,85,"torpedo_damage(98), torpedo_stealth(-8), weight(torpedo;-81), detonation(-10), cost(torpedo;-20), torpedo_speed_mod(13),  torpedo_range_mod(15), torpedo_reload(-10), torpedo_rotation(-10), torpedo_dud(-5.5)",torpedo_diameter_4,,$technology_desc_torpedo_size_5,"The new standard 19-inch torpedo warhead inflicts more damage. *Torpedoes damage +12.5%, Reload Speed -10%, Torpedo Weight +15%.*",,
torpedo_size_6,torpedo_size,,$technology_name_torpedo_size_6,1909,1,85,"torpedo_damage(133), torpedo_stealth(-10), weight(torpedo;-105), detonation(-12.5), cost(torpedo;-25), torpedo_speed_mod(15),  torpedo_range_mod(19), torpedo_reload(-12.5), torpedo_rotation(-12.5), torpedo_dud(-6.5)",torpedo_diameter_5,,$technology_desc_torpedo_size_6,"The new standard 20-inch torpedo warhead inflicts more damage. *Torpedoes damage +12.5%, Reload Speed -10%, Torpedo Weight +15%.*",,
torpedo_size_7,torpedo_size,,$technology_name_torpedo_size_7,1915,1,85,"torpedo_damage(167), torpedo_stealth(-12), weight(torpedo;-132), detonation(-15), cost(torpedo;-30), torpedo_speed_mod(18),  torpedo_range_mod(23), torpedo_reload(-15), torpedo_rotation(-15), torpedo_dud(-7.5)",torpedo_diameter_6,,$technology_desc_torpedo_size_7,"The new standard 21-inch torpedo warhead inflicts more damage. *Torpedoes damage +12.5%, Reload Speed -10%, Torpedo Weight +15%.*",,
torpedo_size_8,torpedo_size,,$technology_name_torpedo_size_8,1921,1,85,"torpedo_damage(208), torpedo_stealth(-14), weight(torpedo;-161), detonation(-17.5), cost(torpedo;-35), torpedo_speed_mod(21),  torpedo_range_mod(26), torpedo_reload(-17.5), torpedo_rotation(-17.5), torpedo_dud(-8.5)",torpedo_diameter_7,,$technology_desc_torpedo_size_8,,,
torpedo_size_9,torpedo_size,,$technology_name_torpedo_size_9,1926,1,85,"torpedo_damage(239), torpedo_stealth(-16), weight(torpedo;-191), detonation(-20), cost(torpedo;-40), torpedo_speed_mod(24),  torpedo_range_mod(30), torpedo_reload(-20), torpedo_rotation(-20), torpedo_dud(-9.5)",torpedo_diameter_8,,$technology_desc_torpedo_size_9,,,
torpedo_size_10,torpedo_size,,$technology_name_torpedo_size_10,1932,1,85,"torpedo_damage(270), torpedo_stealth(-18), weight(torpedo;-224), detonation(-22.5), cost(torpedo;-45), torpedo_speed_mod(27),  torpedo_range_mod(33), torpedo_reload(-22.5), torpedo_rotation(-22.5), torpedo_dud(-10.5)",torpedo_diameter_9,,$technology_desc_torpedo_size_10,,,
torpedo_size_11,torpedo_size,,$technology_name_torpedo_size_11,1939,1,95,"torpedo_damage(265), torpedo_stealth(-5), weight(torpedo;-289), detonation(-15), cost(torpedo;-75), torpedo_speed_mod(27),  torpedo_range_mod(35), torpedo_reload(-16), torpedo_rotation(-15), torpedo_dud(-10.5)",torpedo_diameter_6_2,,$technology_desc_torpedo_size_11,"The new standard 21-inch torpedo warhead inflicts more damage. *Torpedoes damage +12.5%, Reload Speed -10%, Torpedo Weight +15%.*",,
torpedo_size_12,torpedo_size,,$technology_name_torpedo_size_12,1944,1,85,"torpedo_damage(201), torpedo_stealth(9), weight(torpedo;-214), detonation(-7.5), cost(torpedo;-65), torpedo_speed_mod(38),  torpedo_range_mod(38), torpedo_reload(-7.5), torpedo_rotation(-7.5), torpedo_dud(-13.5)",torpedo_diameter_3_2,,$technology_desc_torpedo_size_12,"The new standard 18-inch torpedo warhead inflicts more damage. *Torpedoes damage +12.5%, Reload Speed -10%, Torpedo Weight +15%*",,
torpedo_size_13,torpedo_size,,$technology_name_torpedo_size_13,1948,1,95,"torpedo_damage(317), torpedo_stealth(-21), weight(torpedo;-335), detonation(-22.5), cost(torpedo;-95), torpedo_speed_mod(30),  torpedo_range_mod(30), torpedo_reload(-27.5), torpedo_rotation(-27.5), torpedo_dud(-8.5)",torpedo_diameter_9_2,,$technology_desc_torpedo_size_13,,,
torpedo_size_14,torpedo_size,,$technology_name_torpedo_size_14,1953,1,115,"torpedo_damage(296), torpedo_stealth(-7), weight(torpedo;-282), detonation(-10), cost(torpedo;-85), torpedo_speed_mod(33),  torpedo_range_mod(38), torpedo_reload(-16), torpedo_rotation(-15), torpedo_dud(-13)",torpedo_diameter_6_3,,$technology_desc_torpedo_size_14,"The new standard 21-inch torpedo warhead inflicts more damage. *Torpedoes damage +12.5%, Reload Speed -10%, Torpedo Weight +15%.*",,
torpedo_size_15,torpedo_size,,$technology_name_torpedo_size_15,1959,1,115,"torpedo_damage(247), torpedo_stealth(-7), weight(torpedo;-201), detonation(-4.5), cost(torpedo;-70), torpedo_speed_mod(40),  torpedo_range_mod(43), torpedo_reload(-4), torpedo_rotation(-4), torpedo_dud(-17)",torpedo_diameter_3_3,,$technology_desc_torpedo_size_15,"The new standard 18-inch torpedo warhead inflicts more damage. *Torpedoes damage +12.5%, Reload Speed -10%, Torpedo Weight +15%*",,
torpedo_size_16,torpedo_size,,$technology_name_torpedo_size_16,1965,1,115,"torpedo_damage(383), torpedo_stealth(-31), weight(torpedo;-385), detonation(-21.5), cost(torpedo;-130), torpedo_speed_mod(35.5),  torpedo_range_mod(31), torpedo_reload(-33.5), torpedo_rotation(-33.5), torpedo_dud(-10)",torpedo_diameter_9_3,,$technology_desc_torpedo_size_16,,,
torpedo_size_end,torpedo_size,,$technology_name_torpedo_size_end,1970,1,140,"end, torpedo_damage(10), weight(torpedo;-1), cost(torpedo;-5), torpedo_speed_mod(0.5),  torpedo_range_mod(1), torpedo_dud(-0.25)",,,$technology_desc_torpedo_size_end,,,
# $compTypes_name_torpedo_prop,torpedo_prop,,,,,,,,,,,,
torpedo_prop_1,torpedo_prop,,$technology_name_torpedo_prop_1,1890,,64,start,torpedo_prop_normal,,$technology_desc_torpedo_prop_1,,,
torpedo_prop_16,torpedo_prop,,$technology_name_torpedo_prop_16,1890,,64,"start, torpedo_speed_mod(-40), torpedo_stealth(30), torpedo_damage(25), torpedo_accuracy(-45), torpedo_range_mod(50), torpedo_reload(-10), torpedo_dud(-15)",torpedo_prop_slow,,$technology_desc_torpedo_prop_16,"Fuel saving motors fit to torpedoes make them slower and longer ranged, but detectable and rather easy to dodge.",,
torpedo_prop_2,torpedo_prop,,$technology_name_torpedo_prop_2,1894,,34,"torpedo_speed_mod(50), torpedo_stealth(-85), torpedo_damage(75), torpedo_accuracy(-32.5), torpedo_range_mod(-65), torpedo_reload(47.5), torpedo_dud(-15)",torpedo_prop_fast,,$technology_desc_torpedo_prop_2,"Fuel intensive motors fit to torpedoes make them quick, but detectable and rather short ranged.",,
torpedo_prop_17,torpedo_prop,,$technology_name_torpedo_prop_17,1927,,64,"torpedo_speed_mod(15), torpedo_stealth(-65), torpedo_damage(-25), torpedo_accuracy(-30), torpedo_range_mod(50), torpedo_reload(-10), torpedo_dud(5)",torpedo_prop_longlance,,$technology_desc_torpedo_prop_17,"Long Lance Technology gives increased range and speed, which is a miracle, but it also makes them easier to see and just slightly less effective.",,
torpedo_prop_18,torpedo_prop,,$technology_name_torpedo_prop_18,1934,,64,"torpedo_speed_mod(-20), torpedo_stealth(-90), torpedo_damage(-50), torpedo_accuracy(-85), torpedo_range_mod(12.5), cost(torpedo;-125), hull(-0.75), torpedo_reload(55), torpedo_dud(-25)",torpedo_prop_swarm,,$technology_desc_torpedo_prop_18,"Swarm Throwers are fit with a semi automatic reload system on shortened throwers which gives massively increased reload and range, but several massive drawbacks like massively reduced Accuracy.",,
torpedo_prop_3,torpedo_prop,,$technology_name_torpedo_prop_3,1936,1,64,"torpedo_stealth(77.5), torpedo_range_mod(-25), torpedo_damage(-60), torpedo_accuracy(50), torpedo_speed_mod(-15), cost(torpedo;-75), torpedo_reload(-10), torpedo_dud(15)",torpedo_prop_electric,,$technology_desc_torpedo_prop_3,Electrical motors can finally fit to torpedoes making them almost undetectable for ships without sonar equipment. ,,
torpedo_prop_19,torpedo_prop,,$technology_name_torpedo_prop_19,1949,,64,"torpedo_speed_mod(75), torpedo_stealth(-125), torpedo_damage(60), torpedo_accuracy(-25), torpedo_range_mod(-55), cost(torpedo;-135), hull(-0.25),torpedo_reload(32.5), torpedo_dud(-5)",torpedo_prop_fastoxygen,,$technology_desc_torpedo_prop_19,"Improved Version of the Fast torpedo, with slightly increased range and speed while staying less visible. Very effective when given the opportunity.",,
torpedo_prop_4,torpedo_prop,,$technology_name_torpedo_prop_4,1963,1,84,"torpedo_stealth(40), torpedo_speed_mod(10),torpedo_range_mod(-10), torpedo_damage(10), cost(torpedo;-180), hull(-0.75), detonation(-30), torpedo_reload(-20), torpedo_dud(25)",torpedo_prop_oxygen,,$technology_desc_torpedo_prop_4,"The usage of pure oxygen versus compressed air is more stable, increasing a lot the torpedo engine performance.",,
torpedo_prop_20,torpedo_prop,,$technology_name_torpedo_prop_20,1975,,84,"torpedo_speed_mod(25), torpedo_stealth(-55), torpedo_damage(-25), torpedo_accuracy(-15), torpedo_range_mod(65), cost(torpedo;-150), hull(-1.00),torpedo_reload(5), torpedo_dud(10)",torpedo_prop_hyperlance,,$technology_desc_torpedo_prop_20,"Super Long Lance Technology gives even more increased range and speed, which and counters some of their drawbacks like Visbility and Accuracy. Still they stay just slightly less effective in destructability than normal Torpedoes.",,
torpedo_prop_5,torpedo_prop,,$technology_name_torpedo_prop_5,1890,,64,"start, torpedo_range(950), torpedo_speed(25), torpedo_accuracy(1), torpedo_dud(1)",,,$technology_desc_torpedo_prop_5,The torpedo motor converts compressed air energy to mechanical work that generates propulsion.,,
torpedo_prop_6,torpedo_prop,,$technology_name_torpedo_prop_6,1892,1,44,"torpedo_range(1400), torpedo_speed(26), torpedo_damage(3), torpedo_accuracy(2), torpedo_dud(1)",,,$technology_desc_torpedo_prop_6,An improved torpedo engine which still uses compressed air as fuel but has one extra cylinder providing more speed and range.,,
torpedo_prop_7,torpedo_prop,,$technology_name_torpedo_prop_7,1897,1,44,"torpedo_range(1900), torpedo_speed(26.3), torpedo_damage(5), torpedo_accuracy(2), torpedo_dud(1)",,,$technology_desc_torpedo_prop_7,The successor of the two-bladed contra rotating propeller provides more range and speed for the torpedo.,,
torpedo_prop_8,torpedo_prop,,$technology_name_torpedo_prop_8,1902,1,54,"torpedo_range(2600), torpedo_speed(26.5), torpedo_damage(7), torpedo_accuracy(15), torpedo_dud(1)",,,$technology_desc_torpedo_prop_8,"The gyroscope gives to the torpedo the ability to keep on straight course automatically, no longer depending on manual steering presets.",,
torpedo_prop_9,torpedo_prop,,$technology_name_torpedo_prop_9,1906,1,44,"torpedo_range(3200), torpedo_speed(27), torpedo_damage(9), torpedo_accuracy(5), torpedo_dud(2.5)",,,$technology_desc_torpedo_prop_9,The introduction of the new spiral pneumatic engine boosts torpedo range and speed significantly. ,,
torpedo_prop_10,torpedo_prop,,$technology_name_torpedo_prop_10,1910,1,64,"torpedo_range(3800), torpedo_speed(27.5), torpedo_damage(10), torpedo_accuracy(5), torpedo_dud(2)",,,$technology_desc_torpedo_prop_10,The latest design of torpedo propellers further enhance their range and speed.,,
torpedo_prop_11,torpedo_prop,,$technology_name_torpedo_prop_11,1916,1,64,"torpedo_range(4300), torpedo_speed(28), torpedo_damage(11), torpedo_accuracy(25), torpedo_dud(1)",,,$technology_desc_torpedo_prop_11,"The new propulsion system uses liquid fuel, such as kerosene, as extra fuel which is ignited by the compressed air supply of the engine. The production of heat generates extra steam propulsion, enhancing the torpedo speed performance.",,
torpedo_prop_12,torpedo_prop,,$technology_name_torpedo_prop_12,1921,1,64,"torpedo_range(4800), torpedo_speed(28.5), torpedo_damage(12), torpedo_accuracy(5), torpedo_dud(2.5)",,,$technology_desc_torpedo_prop_12,"The wet-heat torpedoes or ""Wet Heaters"" use water to cool down the combustion chamber of the torpedo fuel. This makes fuel burning more efficient but also generates additional power by feeding the resulting steam to augment the engine's air pressure.",,
torpedo_prop_13,torpedo_prop,,$technology_name_torpedo_prop_13,1925,1,64,"torpedo_range(5500), torpedo_speed(29), torpedo_damage(13), torpedo_accuracy(15), torpedo_dud(1)",,,$technology_desc_torpedo_prop_13,Torpedoes equipped with steam-gas turbine engines excel in performance over previous models.,,
torpedo_prop_14,torpedo_prop,,$technology_name_torpedo_prop_14,1932,1,64,"torpedo_range(6200), torpedo_speed(30), torpedo_damage(15), torpedo_accuracy(5), torpedo_dud(2)",,,$technology_desc_torpedo_prop_14,"Replacing the older gyroscopes, the new model uses air pressure to steer the torpedoes more accurately to the target. ",,
torpedo_prop_15,torpedo_prop,,$technology_name_torpedo_prop_15,1938,1,64,"torpedo_range(7000), torpedo_speed(30.5), torpedo_damage(16), torpedo_accuracy(5), torpedo_dud(5)",,,$technology_desc_torpedo_prop_15,Electric torpedoes gain more propulsion power by using the latest electric batteries.,,
torpedo_prop_21,torpedo_prop,,$technology_name_torpedo_prop_21,1943,1,104,"torpedo_range(7800), torpedo_speed(31), torpedo_damage(18), torpedo_accuracy(5)",,,$technology_desc_torpedo_prop_21,Turbine-driven torpedoes convert hot gas flow into higher rotational efficiency.,,
torpedo_prop_22,torpedo_prop,,$technology_name_torpedo_prop_22,1947,1,104,"torpedo_range(8500), torpedo_speed(31.5), torpedo_damage(21), torpedo_accuracy(5)",,,$technology_desc_torpedo_prop_22,Better seals and bearings reduce internal losses at higher operating pressures.,,
torpedo_prop_23,torpedo_prop,,$technology_name_torpedo_prop_23,1951,1,104,"torpedo_range(9200), torpedo_speed(32), torpedo_damage(23)",,,$technology_desc_torpedo_prop_23,Oxygen-enriched propulsion increases energy density while reducing exhaust bubbles.,,
torpedo_prop_24,torpedo_prop,,$technology_name_torpedo_prop_24,1956,1,104,"torpedo_range(9900), torpedo_speed(32.5), torpedo_damage(25)",,,$technology_desc_torpedo_prop_24,Alcohol injection is introduced to reheat expanding air inside the engine.,,
torpedo_prop_25,torpedo_prop,,$technology_name_torpedo_prop_25,1961,1,104,"torpedo_range(10600), torpedo_speed(33), torpedo_damage(28)",,,$technology_desc_torpedo_prop_25,"Electric torpedoes improvement, further improving peak speed, stealth and reliability.",,
torpedo_prop_26,torpedo_prop,,$technology_name_torpedo_prop_26,1965,1,104,"torpedo_range(11200), torpedo_speed(34), torpedo_dud(4)",,,$technology_desc_torpedo_prop_26,Battery chemistry advances allow electric propulsion to rival thermal systems.,,
torpedo_prop_27,torpedo_prop,,$technology_name_torpedo_prop_27,1971,1,194,"torpedo_range(12800), torpedo_speed(35), torpedo_dud(6)",,,$technology_desc_torpedo_prop_27,"By 1970, propulsion design balances speed, range, noise, and detectability as a unified system.",,
torpedo_prop_end,torpedo_prop,,$technology_name_torpedo_prop_end,1980,1,120,"end, torpedo_range_mod(1.75), torpedo_speed_mod(1.5), torpedo_accuracy(0.5), torpedo_stealth(1.5), torpedo_dud(0.25)",,,$technology_desc_torpedo_prop_end,Electric torpedoes gain more propulsion power by using the latest electric batteries. *Electric Torpedo range: +10%,,
# $techType_name_projectile_shell,projectile_shell,,,,,,,,,,,,
projectile_shell_1,projectile_shell,,$technology_name_projectile_shell_1,1890,,40,"start, ap_ratio_main(-50)",shell_ratio_main_4,,$technology_desc_projectile_shell_1,,,
projectile_shell_2,projectile_shell,,$technology_name_projectile_shell_2,1890,,40,"start, ap_ratio_main(-25)",shell_ratio_main_3,,$technology_desc_projectile_shell_2,,,
projectile_shell_3,projectile_shell,,$technology_name_projectile_shell_3,1890,,40,"start, default_component",shell_ratio_main_0,,$technology_desc_projectile_shell_3,,,
projectile_shell_4,projectile_shell,,$technology_name_projectile_shell_5,1890,,40,"start, ap_ratio_main(50)",shell_ratio_main_2,,$technology_desc_projectile_shell_5,,,
projectile_shell_5,projectile_shell,,$technology_name_projectile_shell_4,1890,,40,"start, ap_ratio_main(25)",shell_ratio_main_1,,$technology_desc_projectile_shell_4,,,
projectile_shell_6,projectile_shell,,$technology_name_projectile_shell_6,1890,,40,"start, ap_ratio_sec(-50)",shell_ratio_sec_4,,$technology_desc_projectile_shell_6,,,
projectile_shell_7,projectile_shell,,$technology_name_projectile_shell_7,1890,,40,"start, ap_ratio_sec(-25)",shell_ratio_sec_3,,$technology_desc_projectile_shell_7,,,
projectile_shell_8,projectile_shell,,$technology_name_projectile_shell_8,1890,,40,"start, default_component",shell_ratio_sec_0,,$technology_desc_projectile_shell_8,,,
projectile_shell_9,projectile_shell,,$technology_name_projectile_shell_10,1890,,40,"start, ap_ratio_sec(50)",shell_ratio_sec_2,,$technology_desc_projectile_shell_10,,,
projectile_shell_10,projectile_shell,,$technology_name_projectile_shell_9,1890,,40,"start, ap_ratio_sec(25)",shell_ratio_sec_1,,$technology_desc_projectile_shell_9,,,
projectile_shell_11,projectile_shell,,$technology_name_projectile_shell_11,1890,,40,"start, shell_damage(-10), he_damage(-10), he_fire(-15), penetration(-5), range(-5), reload(7.5), shell_weight(30), detonation(15), flash(10), flash_explosion(10), flash_spread(15), shell_velocity(12.5), accuracy(5), ap_ricochet_angle_min(5), ap_ricochet_angle_max(5), ap_ricochet_chance(-5), multi_targeting_self(10), cost(gun;15)",shell_light,,$technology_desc_projectile_shell_11,,,
projectile_shell_12,projectile_shell,,$technology_name_projectile_shell_12,1890,,40,"start, default_component",shell_normal,,$technology_desc_projectile_shell_12,,,
projectile_shell_13,projectile_shell,,$technology_name_projectile_shell_13,1890,,40,"start, shell_damage(10), he_damage(10), he_fire(15), penetration(7.5), range(2.5), reload(-5), shell_weight(-30), detonation(-25), flash(-20), flash_explosion(-10), flash_spread(-15), shell_velocity(-7.5), accuracy(-5), accuracy_long(-5), ap_ricochet_angle_min(-5), ap_ricochet_angle_max(-5), ap_ricochet_chance(7.5), multi_targeting_self(-10), cost(gun;-20)",shell_heavy,,$technology_desc_projectile_shell_13,,,
projectile_shell_11_1,projectile_shell,,$technology_name_projectile_shell_11_1,1965,,60,"shell_damage(-45), he_damage(-63), he_fire(-80), penetration(35), range(15), reload(-15), shell_weight(45), detonation(15), flash(20), flash_explosion(10), flash_spread(15), shell_velocity(35), accuracy(5), accuracy_long(15), ap_ricochet_angle_min(37.5), ap_ricochet_angle_max(50), ap_ricochet_chance(-50), cost(gun;-50)",shell_S.light,,$technology_desc_projectile_shell_11_1,,,
projectile_shell_14,projectile_shell,,$technology_name_projectile_shell_14,1943,,60,"shell_damage(20), he_damage(20), he_fire(22.5), penetration(12.5), range(3.5), reload(-7.5), shell_weight(-45), detonation(-35), flash(-30), flash_explosion(-20), flash_spread(-25), shell_velocity(-10), accuracy(-10), accuracy_long(-10), ap_ricochet_angle_min(-7.5), ap_ricochet_angle_max(-10), ap_ricochet_chance(15), multi_targeting_self(-20), cost(gun;-33)",shell_S.heavy,,$technology_desc_projectile_shell_14,,,
projectile_shell_15,projectile_shell,,$technology_name_projectile_shell_15,1921,1,60,"range(2.5), penetration(4)",,,$technology_desc_projectile_shell_15,,,
projectile_shell_16,projectile_shell,,$technology_name_projectile_shell_16,1960,1,60,"range(2.5), penetration(6)",,,$technology_desc_projectile_shell_16,,,
projectile_shell_17,projectile_shell,,$technology_name_projectile_shell_17,1914,1,60,"he_damage(5), he_fire(10)",,,$technology_desc_projectile_shell_17,,,
projectile_shell_18,projectile_shell,,$technology_name_projectile_shell_18,1943,1,60,"penetration(6), detonation(8)",,,$technology_desc_projectile_shell_18,,,
projectile_shell_19,projectile_shell,,$technology_name_projectile_shell_19,1956,1,60,he_fire(25),,,$technology_desc_projectile_shell_19,,,
projectile_shell_20,projectile_shell,,$technology_name_projectile_shell_20,1949,1,60,"he_fire(150), he_damage(137), he_penetration(-85), he_weight(17.5), he_cost(-50), he_range(-5), fuze(-10)",he_5,,$technology_desc_projectile_shell_20,,,
projectile_shell_22_1,projectile_shell,,$technology_name_projectile_shell_22_1,1890,,60,"start,he_fire(102), he_damage(31), he_penetration(-77.5), he_weight(-10), he_cost(-25), he_range(-4), fuze(-10)",he_1_1,,$technology_desc_projectile_shell_22_1,,,
projectile_shell_21,projectile_shell,,$technology_name_projectile_shell_21,1939,1,60,"he_fire(75), he_damage(137), he_penetration(-50), he_weight(15), he_cost(-30), fuze(-8)",he_4,,$technology_desc_projectile_shell_21,,,
projectile_shell_22,projectile_shell,,$technology_name_projectile_shell_22,1897,,60,"he_fire(35), he_damage(59), he_penetration(-50), he_weight(10), he_cost(-15), shell_velocity_he(5), he_range(-2), fuze(-6)",he_1,,$technology_desc_projectile_shell_22,,,
projectile_shell_23,projectile_shell,,$technology_name_projectile_shell_23,1890,,40,"start, default_component, shell_velocity_he(7.5), he_range(-1), fuze(-4)",he_0,,$technology_desc_projectile_shell_23,,,
projectile_shell_24,projectile_shell,,$technology_name_projectile_shell_24,1898,1,60,"he_fire(-10), he_damage(-10), he_penetration(51), he_weight(-10), he_cost(-25), shell_velocity_he(10), he_range(2), fuze(-2)",he_2,,$technology_desc_projectile_shell_24,,,
projectile_shell_23_1,projectile_shell,,$technology_name_projectile_shell_23_1,1933,1,60,"he_fire(5), he_damage(5), he_penetration(67), he_weight(15), he_cost(-85), shell_velocity_he(-7.5), he_range(5), fuze(-10)",he_3_1,,$technology_desc_projectile_shell_23_1,,,
projectile_shell_25,projectile_shell,,$technology_name_projectile_shell_25,1916,1,60,"he_fire(-15), he_damage(-30), he_penetration(127), he_weight(-15), he_cost(-45), shell_velocity_he(12.5), he_range(4), fuze(-1)",he_3,,$technology_desc_projectile_shell_25,,,
projectile_shell_26,projectile_shell,,$technology_name_projectile_shell_26,1890,1,60,"start, ap_fire(18), ap_damage(72), ap_penetration(-44.5), ap_ricochet_chance(10), fuze(-0.5)",ap_3,,$technology_desc_projectile_shell_26,,,
projectile_shell_26_1,projectile_shell,,$technology_name_projectile_shell_26_1,1903,1,60,"ap_fire(14), ap_damage(52), ap_penetration(-34.5), ap_weight(-5), ap_cost(-15), shell_velocity_ap(-1.5), ap_range(-2.5), ap_ricochet_angle_min(5), ap_ricochet_angle_max(5), ap_ricochet_chance(3), fuze(-0.4)",ap_3_1,,$technology_desc_projectile_shell_26_1,,,
projectile_shell_27,projectile_shell,,$technology_name_projectile_shell_27,1926,1,60,"ap_fire(10), ap_damage(37.5), ap_penetration(-15.5), ap_weight(-15), ap_cost(-25), shell_velocity_ap(1.5), ap_range(2.5), ap_ricochet_angle_min(15), ap_ricochet_angle_max(40), ap_ricochet_chance(-10), fuze(-0.25)",ap_4,,$technology_desc_projectile_shell_27,,,
projectile_shell_28,projectile_shell,,$technology_name_projectile_shell_28,1890,,40,"start, default_component",ap_0,,$technology_desc_projectile_shell_28,,,
projectile_shell_28_1,projectile_shell,,$technology_name_projectile_shell_28_1,1932,1,60,"ap_fire(3),ap_damage(12.5),  ap_penetration(13.5), ap_weight(-6), ap_cost(-28), shell_velocity_ap(1.5), ap_range(2.5), ap_ricochet_chance(-12.5), fuze(0.25)",ap_0_1,,$technology_desc_projectile_shell_28_1,,,
projectile_shell_29,projectile_shell,,$technology_name_projectile_shell_29,1910,1,60,"ap_fire(-5), ap_penetration(25), ap_weight(-15), ap_cost(-15), shell_velocity_ap(1.5), ap_ricochet_angle_min(15), ap_ricochet_angle_max(40), ap_ricochet_chance(-10), fuze(0.25)",ap_1,,$technology_desc_projectile_shell_29,,,
projectile_shell_30,projectile_shell,,$technology_name_projectile_shell_30,1924,1,60,"ap_fire(-10), ap_penetration(31.5), ap_weight(-16), ap_cost(-25), shell_velocity_ap(2.5), ap_range(5), ap_ricochet_angle_min(35), ap_ricochet_angle_max(60), ap_ricochet_chance(-15), fuze(4)",ap_2,,$technology_desc_projectile_shell_30,,,
projectile_shell_31,projectile_shell,,$technology_name_projectile_shell_31,1941,1,60,"ap_fire(-15), ap_penetration(36), ap_weight(-17.5), ap_cost(-35), shell_velocity_ap(3.5), ap_range(7.5), ap_ricochet_angle_min(50), ap_ricochet_angle_max(80), ap_ricochet_chance(-20), fuze(6)",ap_5,,$technology_desc_projectile_shell_31,,,
projectile_shell_32,projectile_shell,,$technology_name_projectile_shell_32,1969,1,150,"end, ap_fire(1.5), he_fire(3.5), penetration(0.35), shell_damage(0.5), range(0.4), shell_cost(-3), shell_weight(-0.3)",,,$technology_desc_projectile_shell_32,,,
# $techType_name_projectile_explosive,projectile_explosive,,,,,,,,,,,,
projectile_explosive_1,projectile_explosive,,$technology_name_projectile_explosive_1,1890,,26,"start, ammo_amount(-35), flash_explosion(10), flash_spread(20)",ammo_shell_less,,$technology_desc_projectile_explosive_1,,,
projectile_explosive_2,projectile_explosive,,$technology_name_projectile_explosive_2,1890,,26,"start, default_component, detonation(-12.5)",ammo_shell_normal,,$technology_desc_projectile_explosive_2,,,
projectile_explosive_3,projectile_explosive,,$technology_name_projectile_explosive_3,1890,,26,"start, ammo_amount(35), detonation(-25), flash_explosion(-10), flash_spread(-20)",ammo_shell_more,,$technology_desc_projectile_explosive_3,,,
projectile_explosive_4,projectile_explosive,,$technology_name_projectile_explosive_4,1890,,26,"start, torpedo_amount(-50), weight(torpedo;35), cost(torpedo;25)",ammo_torp_less,,$technology_desc_projectile_explosive_4,,,
projectile_explosive_5,projectile_explosive,,$technology_name_projectile_explosive_5,1890,,26,"start, default_component, detonation(-12.5)",ammo_torp_normal,,$technology_desc_projectile_explosive_5,,,
projectile_explosive_6,projectile_explosive,,$technology_name_projectile_explosive_6,1890,,26,"start, torpedo_amount(50), weight(torpedo;-70), cost(torpedo;-35), detonation(-30)",ammo_torp_more,,$technology_desc_projectile_explosive_6,,,
projectile_explosive_7,projectile_explosive,,$component_name_short_explosive_0,1890,,26,"start, shell_damage(-50), shell_weight(-7.5), hull(-2), shell_cost(25)",explosive_0,,$technology_desc_projectile_explosive_7,,,
projectile_explosive_7_1,projectile_explosive,,$technology_name_projectile_explosive_7_1,1890,,26,"start, shell_damage(-33),he_damage(10), he_fire(15), ap_fire(5),  shell_weight(-5), hull(-2), shell_cost(5), detonation(-25), flash_explosion(-15), flash_spread(-25), anti_fire(-20)",explosive_0_1,,$technology_desc_projectile_explosive_7_1,,,
