#HalfBakedOne Ship Names List       Version 1.00        Feb 22 2026         DIP EXTENDED,,,,,,,,,,
#Huge shoutout to Discord user MDHansen for their help debugging this file!,,,,,,,,,,
#id,enabled / disabled,"ship's ui name ($ - class, % - number, & - year)",country name,ship's type name,use this name till year,,,,,
@name,enabled,nameUi,country,shipType,tillYear,#suggested,#problems,#infoLink,#textBackup,#nameBackup
4207,,Reina Cristina,spain,cl,,,,,,
4208,,Reina de Castilla,spain,cl,,,,,,
4209,,Reina Mercedes,spain,cl,,,,,,
4210,,Reina Regente,spain,cl,,,,,,
4211,,Resolución,spain,cl,,,,,,
4212,,Rio de la Plata,spain,cl,,,,,,
4213,,Santa Filomena,spain,cl,,,,,,
4214,,Santa Lucía,spain,cl,,,,,,
4215,,Santa Rosalía,spain,cl,,,,,,
4216,,Santa Teresa,spain,cl,,,,,,
4217,,Satélite,spain,cl,,,,,,
4218,,Sirena,spain,cl,,,,,,
4219,,Tornado,spain,cl,,,,,,
4220,,Triunfo,spain,cl,,,,,,
4221,,Valiente,spain,cl,,,,,,
4222,,Vasco Nuñes de Balboa,spain,cl,,,,,,
4223,,Velasco,spain,cl,,,,,,
4224,,Vencedora,spain,cl,,,,,,
4225,,Victoria de las Tunas,spain,cl,,,,,,
4226,,Vigilante,spain,cl,,,,,,
4227,,Villa de Madrid,spain,cl,,,,,,
4228,,Vulcano,spain,cl,,,,,,
4229,,Destructor,spain,dd,,,,,,
4230,,Furor,spain,dd,,,,,,
4231,,Pluton,spain,dd,,,,,,
4232,,Terror,spain,dd,,,,,,
4233,,Audaz,spain,dd,,,,,,
4234,,Osado,spain,dd,,,,,,
4235,,Proserpina,spain,dd,,,,,,
4236,,Bustamante,spain,dd,,,,,,
4237,,Villamil,spain,dd,,,,,,
4238,,Cadarso,spain,dd,,,,,,
4239,,Alsedo,spain,dd,,,,,,
4240,,Velasco,spain,dd,,,,,,
4241,,Lazaga,spain,dd,,,,,,
4242,,Churruca,spain,dd,,,,,,
4243,,Sanchez Barcáiztegui,spain,dd,,,,,,
4244,,José Luis Díez,spain,dd,,,,,,
4245,,Almirante Ferrándiz,spain,dd,,,,,,
4246,,Alcalá Galiano,spain,dd,,,,,,
4247,,Almirante Valdés,spain,dd,,,,,,
4248,,Almirante Antequera,spain,dd,,,,,,
4249,,Almirante Miranda,spain,dd,,,,,,
4250,,Ciscar,spain,dd,,,,,,
4251,,Escaño,spain,dd,,,,,,
4252,,Gravina,spain,dd,,,,,,
4253,,Jorge Juan,spain,dd,,,,,,
4254,,Ulloa,spain,dd,,,,,,
4255,,Liniers,spain,dd,,,,,,
4256,,Álava,spain,dd,,,,,,
4257,,Alessandro Poerio,spain,dd,,,,,,
4258,,Huesca,spain,dd,,,,,,
4259,,Teruel,spain,dd,,,,,,
4260,,Aquila,spain,dd,,,,,,
4261,,Mărăşti,spain,dd,,,,,,
4262,,Ceuta,spain,dd,,,,,,
4263,,Melilla,spain,dd,,,,,,
4264,,Meteoro,spain,dd,,,,,,
4265,,Rayo,spain,dd,,,,,,
4266,,Ariete,spain,dd,,,,,,
4267,,Temerario,spain,dd,,,,,,
4268,,Intrépido,spain,dd,,,,,,
4269,,Relámpago,spain,dd,,,,,,
4270,,Fletcher,spain,dd,,,,,,
4271,,Lepanto,spain,dd,,,,,,
4272,,Converse,spain,dd,,,,,,
4273,,Oquendo,spain,dd,,,,,,
4274,,Roger de Lauria,spain,dd,,,,,,
4275,,Marqués de la Ensenada,spain,dd,,,,,,
4276,,Gearing,spain,dd,,,,,,
4277,,Méndez Núñez,spain,dd,,,,,,
4278,,Lángara,spain,dd,,,,,,
4279,,Blas de Lezo,spain,dd,,,,,,
4280,,Pronta,spain,dd,,,,,,
4281,,Zaragoza,spain,dd,,,,,,
4282,,Viva,spain,dd,,,,,,
4283,,Ligera,spain,dd,,,,,,
4284,,Manatí,spain,dd,,,,,,
4285,,Diligente,spain,dd,,,,,,
4286,,Atrevida,spain,dd,,,,,,
4287,,Tarifa,spain,dd,,,,,,
4288,,Caridad,spain,dd,,,,,,
4289,,Lealtad,spain,dd,,,,,,
4290,,Lista,spain,dd,,,,,,
4291,,Otálora,spain,dd,,,,,,
4292,,Basco,spain,dd,,,,,,
4293,,Gardoqui,spain,dd,,,,,,
4294,,Urdaneta,spain,dd,,,,,,
4295,,Lince,spain,dd,,,,,,
4296,,Cóndor,spain,dd,,,,,,
4297,,Cuervo,spain,dd,,,,,,
4298,,Águila,spain,dd,,,,,,
4299,,Perla,spain,dd,,,,,,
4300,,Rubí,spain,dd,,,,,,
4301,,Diamante,spain,dd,,,,,,
4302,,Estrella,spain,dd,,,,,,
4303,,Flecha,spain,dd,,,,,,
4304,,Satélite,spain,dd,,,,,,
4305,,Vigía,spain,dd,,,,,,
4306,,Alerta,spain,dd,,,,,,
4307,,Ardilla,spain,dd,,,,,,
4308,,Cometa,spain,dd,,,,,,
4309,,Fradera,spain,dd,,,,,,
4310,,Gaviota,spain,dd,,,,,,
4311,,Golondrina,spain,dd,,,,,,
4312,,Almendares,spain,dd,,,,,,
4313,,Baracoa,spain,dd,,,,,,
4314,,Cauto,spain,dd,,,,,,
4315,,Guantánamo,spain,dd,,,,,,
4316,,Yumurí,spain,dd,,,,,,
4317,,Mayarí,spain,dd,,,,,,
4318,,Lanao,spain,dd,,,,,,
4319,,General Blanco,spain,dd,,,,,,
4320,,Corcuera,spain,dd,,,,,,
4321,,Almonte,spain,dd,,,,,,
4322,,Oceanía,spain,dd,,,,,,
4323,,Bidasoa,spain,dd,,,,,,
4324,,Nervión,spain,dd,,,,,,
4325,,Lérez,spain,dd,,,,,,
4326,,Tambre,spain,dd,,,,,,
4327,,Guadalete,spain,dd,,,,,,
4328,,Segura,spain,dd,,,,,,
4329,,Ter,spain,dd,,,,,,
4330,,Guadiaro,spain,dd,,,,,,
4331,,Tinto,spain,dd,,,,,,
4332,,Eume,spain,dd,,,,,,
4333,,Almanzora,spain,dd,,,,,,
4334,,Navia,spain,dd,,,,,,
4335,,Eo,spain,dd,,,,,,
4336,,Guadalhorce,spain,dd,,,,,,
4337,,Nalón,spain,dd,,,,,,
4338,,Llobregat,spain,dd,,,,,,
4339,,Júcar,spain,dd,,,,,,
4340,,Ulla,spain,dd,,,,,,
4341,,Miño,spain,dd,,,,,,
4342,,Ebro,spain,dd,,,,,,
4343,,Turia,spain,dd,,,,,,
4344,,Duero,spain,dd,,,,,,
4345,,Sil,spain,dd,,,,,,
4346,,Tajo,spain,dd,,,,,,
4347,,Genil,spain,dd,,,,,,
4348,,Odiel,spain,dd,,,,,,
4349,,Aggressive,spain,dd,,,,,,
4350,,Guadalmedina,spain,dd,,,,,,
4351,,Guadalquivir,spain,dd,,,,,,
4352,,Guadiana,spain,dd,,,,,,
4353,,Peral,spain,ss,,,,,,
4354,,Narciso Monturiol,spain,ss,,,,,,
4355,,Cosme García,spain,ss,,,,,,
4356,,General Mola,spain,ss,,,,,,
4357,,Foca,spain,ss,,,,,,
4358,,Tiburón,spain,ss,,,,,,
4359,,Balao,spain,ss,,,,,,
4360,,Tonina,spain,ss,,,,,,
4361,,Marsopa,spain,ss,,,,,,
4362,,Narval,spain,ss,,,,,,
4363,,Galerna,spain,ss,,,,,,
4364,,Siroco,spain,ss,,,,,,
4365,,Mistral,spain,ss,,,,,,
4366,,Tramontana,spain,ss,,,,,,
4367,,Temerario,spain,tb,,,,,,
4368,,Nueva España,spain,tb,,,,,,
4369,,Martín Alonso Pinzón,spain,tb,,,,,,
4370,,Galicia,spain,tb,,,,,,
4371,,Marqués de Molins,spain,tb,,,,,,
4372,,Vicente Yañez Pinzón,spain,tb,,,,,,
4373,,Filipinas,spain,tb,,,,,,
4374,,Cástor,spain,tb,,,,,,
4375,,Pólux,spain,tb,,,,,,
4376,,Rigel,spain,tb,,,,,,
4377,,Julian Ordoñez,spain,tb,,,,,,
4378,,Acevedo,spain,tb,,,,,,
4379,,Retamosa,spain,tb,,,,,,
4380,,Orión,spain,tb,,,,,,
4381,,Barceló,spain,tb,,,,,,
4382,,Habana,spain,tb,,,,,,
4383,,Azor,spain,tb,,,,,,
4384,,Halcón,spain,tb,,,,,,
4385,,Ariete,spain,tb,,,,,,
4386,,Rayo,spain,tb,,,,,,
4387,,Ejército,spain,tb,,,,,,
4388,,Badajoz,spain,tb,,,,,,
4389,,Falange,spain,tb,,,,,,
4390,,Oviedo,spain,tb,,,,,,
4391,,Requeté,spain,tb,,,,,,
4392,,Toledo,spain,tb,,,,,,
4393,,Sicilia,spain,tb,,,,,,
4394,,Nápoles,spain,tb,,,,,,
4395,,Cándido Pérez,spain,tb,,,,,,
4396,,Javier Quiroga,spain,tb,,,,,,
4397,,Delfín,spain,tb,,,,,,
4398,,Dorado,spain,tb,,,,,,
4399,,Gaviota,spain,tb,,,,,,
4400,,Castle,spain,tb,,,,,,
4401,,Kert,spain,tb,,,,,,
4402,,Lucus,spain,tb,,,,,,
4403,,Martin,spain,tb,,,,,,
4404,,Muluya,spain,tb,,,,,,
4405,,Ras,spain,tb,,,,,,
4406,,Targa,spain,tb,,,,,,
4407,,Arcíla,spain,tb,,,,,,
4408,,Xauen,spain,tb,,,,,,
4409,,Brisquard,spain,tb,,,,,,
4410,,Alcázar,spain,tb,,,,,,
4411,,Larache,spain,tb,,,,,,
4412,,Tetuán,spain,tb,,,,,,
4413,,Suboficiales,spain,tb,,,,,,
4414,,Condestable Zaragoza,spain,tb,,,,,,
4415,,Contramaestre Castelló,spain,tb,,,,,,
4416,,Maquinista Macias,spain,tb,,,,,,
4417,,Torpedista Hernández,spain,tb,,,,,,
4418,,Marinero Cante,spain,tb,,,,,,
4419,,Fogonero Bañobre,spain,tb,,,,,,
4420,,Marinero Jarana,spain,tb,,,,,,
4421,,Pegaso,spain,tb,,,,,,
4422,,Procyon,spain,tb,,,,,,
4423,,Cies,spain,tb,,,,,,
4424,,Salvora,spain,tb,,,,,,
4425,,Centinela,spain,tb,,,,,,
4426,,Serviola,spain,tb,,,,,,
4427,,Lazaga,spain,tb,,,,,,
4428,,Alsedo,spain,tb,,,,,,
4429,,Cadarso,spain,tb,,,,,,
4430,,Villaamil,spain,tb,,,,,,
4431,,Bonifaz,spain,tb,,,,,,
4432,,Recalde,spain,tb,,,,,,
4433,,Laya,spain,tb,,,,,,
4434,,Ordóñez,spain,tb,,,,,,
4435,,Candido Perez,spain,tb,,,,,,
4436,,Anaga,spain,tb,,,,,,
4437,,Marola,spain,tb,,,,,,
4438,,Mouro,spain,tb,,,,,,
4439,,Izaro,spain,tb,,,,,,
4440,,Deva,spain,tb,,,,,,
4441,,Bergantín,spain,tb,,,,,,
4442,,Grosa,spain,tb,,,,,,
4443,,Conejera,spain,tb,,,,,,
4444,,Dragonera,spain,tb,,,,,,
4445,,Espalmador,spain,tb,,,,,,
4446,,Alcanada,spain,tb,,,,,,
4447,,Cormorán,spain,tb,,,,,,
4448,,Chilreu,spain,tb,,,,,,
4449,,Marte,spain,tb,,,,,,
4450,,Neptuno,spain,tb,,,,,,
4451,,Júpiter,spain,tb,,,,,,
4452,,Vulcano,spain,tb,,,,,,
4453,,Eolo,spain,tb,,,,,,
4454,,Tritón,spain,tb,,,,,,
4455,,A,spain,ss,,,,,,
4456,,B,spain,ss,,,,,,
4458,,C,spain,ss,,,,,,
4459,,D,spain,ss,,,,,,
##,,,###,,,,,,,
4460,,Alabama,usa,bb,,,,,,
4461,,Arizona,usa,bb,,,,,,
4462,,Arkansas,usa,bb,,,,,,
4463,,Bainbridge,usa,bb,,,,,,
4464,,Belknap,usa,bb,,,,,,
4465,,California,usa,bb,,,,,,
4466,,Colorado,usa,bb,,,,,,
4467,,Connecticut,usa,bb,,,,,,
4468,,Delaware,usa,bb,,,,,,
4469,,Florida,usa,bb,,,,,,
4470,,Georgia,usa,bb,,,,,,
4471,,Idaho,usa,bb,,,,,,
4472,,Illinois,usa,bb,,,,,,
4473,,Indiana,usa,bb,,,,,,
4474,,Iowa,usa,bb,,,,,,
4475,,Kansas,usa,bb,,,,,,
4476,,Kearsarge,usa,bb,,,,,,
4477,,Kentucky,usa,bb,,,,,,
4478,,Long Beach,usa,bb,,,,,,
4479,,Louisiana,usa,bb,,,,,,
4480,,Maine,usa,bb,,,,,,
4481,,Maryland,usa,bb,,,,,,
4482,,Massachusetts,usa,bb,,,,,,
4483,,Michigan,usa,bb,,,,,,
4484,,Minnesota,usa,bb,,,,,,
4485,,Mississippi,usa,bb,,,,,,
4486,,Missouri,usa,bb,,,,,,
4487,,Montana,usa,bb,,,,,,
4488,,Nebraska,usa,bb,,,,,,
4489,,Nevada,usa,bb,,,,,,
4490,,New Hampshire,usa,bb,,,,,,
4491,,New Jersey,usa,bb,,,,,,
4492,,New Mexico,usa,bb,,,,,,
4493,,New York,usa,bb,,,,,,
4494,,North Carolina,usa,bb,,,,,,
4495,,North Dakota,usa,bb,,,,,,
4496,,Ohio,usa,bb,,,,,,
4497,,Oklahoma,usa,bb,,,,,,
4498,,Oregon,usa,bb,,,,,,
4499,,Pennsylvania,usa,bb,,,,,,
4500,,Rhode Island,usa,bb,,,,,,
4501,,South Carolina,usa,bb,,,,,,
4502,,South Dakota,usa,bb,,,,,,
4503,,Tennessee,usa,bb,,,,,,
4504,,Texas,usa,bb,,,,,,
4505,,Truxtun,usa,bb,,,,,,
4506,,Utah,usa,bb,,,,,,
4507,,Vermont,usa,bb,,,,,,
4508,,Virginia,usa,bb,,,,,,
4509,,Washington,usa,bb,,,,,,
4510,,West Virginia,usa,bb,,,,,,
4511,,Wisconsin,usa,bb,,,,,,
4512,,Wyoming,usa,bb,,,,,,
4513,,Alaska,usa,bc,,,,,,
4514,,America,usa,bc,,,,,,
4515,,Chesapeake,usa,bc,,,,,,
4516,,Chippewa,usa,bc,,,,,,
4517,,Alaska,usa,bc,,,,,,
4518,,Mariana Islands,usa,bc,,,,,,
4519,,Constellation,usa,bc,,,,,,
4520,,Constitution,usa,bc,,,,,,
4521,,Famous,usa,bc,,,,,,
4522,,Franklin,usa,bc,,,,,,
4523,,Guam,usa,bc,,,,,,
4524,,Hawaii,usa,bc,,,,,,
4525,,Virgin Islands,usa,bc,,,,,,
4526,,Independence,usa,bc,,,,,,
4527,,Legend,usa,bc,,,,,,
4528,,Lexington,usa,bc,,,,,,
4529,,President,usa,bc,,,,,,
4530,,Philippines,usa,bc,,,,,,
4531,,Puerto Rico,usa,bc,,,,,,
4532,,Ranger,usa,bc,,,,,,
4533,,Reliance,usa,bc,,,,,,
4534,,Samoa,usa,bc,,,,,,
4535,,Saratoga,usa,bc,,,,,,
4536,,Sentinel,usa,bc,,,,,,
4537,,United States,usa,bc,,,,,,
4538,,Rizal,usa,bc,,,,,,
4539,,Hornet,usa,bc,,,,,,
4540,,Congress,usa,bc,,,,,,
4541,,Allegheny,usa,bc,,,,,,
4542,,Alliance,usa,bc,,,,,,
4543,,Carondelet,usa,bc,,,,,,
4544,,Essex,usa,bc,,,,,,
4545,,Guerriere,usa,bc,,,,,,
4546,,Java,usa,bc,,,,,,
4547,,Brandywine,usa,bc,,,,,,
4548,,Columbia,usa,bc,,,,,,
4549,,Cumberland,usa,bc,,,,,,
4550,,Potomac,usa,bc,,,,,,
4551,,Raritan,usa,bc,,,,,,
4552,,Sabine,usa,bc,,,,,,
4553,,Santee,usa,bc,,,,,,
4554,,Savannah,usa,bc,,,,,,
4555,,St. Lawrence,usa,bc,,,,,,
4556,,St. Lawrence,usa,bc,,,,,,
4557,,Yorktown,usa,bc,,,,,,
4558,,Wasp,usa,bc,,,,,,
4559,,Intrepid,usa,bc,,,,,,
4560,,Ticonderoga,usa,bc,,,,,,
4561,,Bunker Hill,usa,bc,,,,,,
4562,,Bonhomme Richard,usa,bc,,,,,,
4563,,Albany,usa,ca,,,,,,
4564,,Baltimore,usa,ca,,,,,,
4565,,Boston,usa,ca,,,,,,
4566,,Bremerton,usa,ca,,,,,,
4567,,Bridgeport,usa,ca,,,,,,
4568,,Brooklyn,usa,ca,,,,,,
4569,,Cambridge,usa,ca,,,,,,
4570,,Canberra,usa,ca,,,,,,
4571,,Charleston,usa,ca,,,,,,
4572,,Charlotte,usa,ca,,,,,,
4573,,Chicago,usa,ca,,,,,,
4574,,Columbus,usa,ca,,,,,,
4575,,Dallas,usa,ca,,,,,,
4576,,Des Moines,usa,ca,,,,,,
4577,,Fall River,usa,ca,,,,,,
4578,,Frederick,usa,ca,,,,,,
4579,,Helena,usa,ca,,,,,,
4580,,Huntington,usa,ca,,,,,,
4581,,Huron,usa,ca,,,,,,
4582,,Los Angeles,usa,ca,,,,,,
4583,,Macon,usa,ca,,,,,,
4584,,St Charles,usa,ca,,,,,,
4585,,Minneapolis,usa,ca,,,,,,
4586,,Missoula,usa,ca,,,,,,
4587,,Norfolk,usa,ca,,,,,,
4588,,Northampton,usa,ca,,,,,,
4589,,Olympia,usa,ca,,,,,,
4590,,Oregon,usa,ca,,,,,,
4591,,Pittsburgh,usa,ca,,,,,,
4592,,Pueblo,usa,ca,,,,,,
4593,,Quincy,usa,ca,,,,,,
4594,,Rochester,usa,ca,,,,,,
4595,,Salem,usa,ca,,,,,,
4596,,San Diego,usa,ca,,,,,,
4597,,Saratoga,usa,ca,,,,,,
4598,,Scranton,usa,ca,,,,,,
4599,,Seattle,usa,ca,,,,,,
4600,,St. Louis,usa,ca,,,,,,
4601,,St. Paul,usa,ca,,,,,,
4602,,Toledo,usa,ca,,,,,,
4603,,Tulsa,usa,ca,,,,,,
4604,,Alexandria,usa,ca,,,,,,
4605,,Annapolis,usa,ca,,,,,,
4606,,Cairo,usa,ca,,,,,,
4607,,Chillicothe,usa,ca,,,,,,
4608,,Compton,usa,ca,,,,,,
4609,,Covington,usa,ca,,,,,,
4610,,Eastland,usa,ca,,,,,,
4611,,Eastport,usa,ca,,,,,,
4612,,Glasgow,usa,ca,,,,,,
4613,,Gloucester,usa,ca,,,,,,
4614,,Green Bay,usa,ca,,,,,,
4615,,Vesuvius,usa,ca,,,,,,
4616,,Pensacola ,usa,ca,,,,,,
4617,,Salt Lake City ,usa,ca,,,,,,
4618,,Chester,usa,ca,,,,,,
4619,,Louisville,usa,ca,,,,,,
4620,,Houston,usa,ca,,,,,,
4621,,Augusta,usa,ca,,,,,,
4622,,New Orleans,usa,ca,,,,,,
4623,,Portland,usa,ca,,,,,,
4624,,Astoria,usa,ca,,,,,,
4625,,Indianapolis,usa,ca,,,,,,
4626,,Tuscaloosa,usa,ca,,,,,,
4627,,San Francisco,usa,ca,,,,,,
4628,,Oregon City,usa,ca,,,,,,
4629,,Philadelphia,usa,ca,,,,,,
4630,,Nashville,usa,ca,,,,,,
4631,,Wichita,usa,ca,,,,,,
4632,,Kansas City,usa,ca,,,,,,
4633,,Worcester,usa,ca,,,,,,
4634,,Roanoke,usa,ca,,,,,,
4635,,Vallejo,usa,ca,,,,,,
4636,,Gary,usa,ca,,,,,,
4637,,Newport News,usa,ca,,,,,,
4638,,Long Beach,usa,ca,,,,,,
4639,,Prinz Eugen,usa,ca,,,,,,
4640,,Wright,usa,ca,,,,,,
4641,,Saipan,usa,ca,,,,,,
4642,,Maumelle,usa,ca,,,,,,
4643,,Hartford,usa,cl,,,,,,
4644,,Amsterdam,usa,cl,,,,,,
4645,,Anniston,usa,cl,,,,,,
4646,,Atlanta,usa,cl,,,,,,
4647,,Biloxi,usa,cl,,,,,,
4648,,Birmingham,usa,cl,,,,,,
4649,,Boise,usa,cl,,,,,,
4650,,Buffalo,usa,cl,,,,,,
4651,,Cabot,usa,cl,,,,,,
4652,,Chattanooga,usa,cl,,,,,,
4653,,Cheyenne,usa,cl,,,,,,
4654,,Cincinnati,usa,cl,,,,,,
4655,,Cleveland,usa,cl,,,,,,
4656,,Concord,usa,cl,,,,,,
4657,,Dayton,usa,cl,,,,,,
4658,,Denver,usa,cl,,,,,,
4659,,Detroit,usa,cl,,,,,,
4660,,Duluth,usa,cl,,,,,,
4661,,Fargo,usa,cl,,,,,,
4662,,Flint,usa,cl,,,,,,
4663,,Fresno,usa,cl,,,,,,
4664,,Galveston,usa,cl,,,,,,
4665,,Honolulu,usa,cl,,,,,,
4666,,Juneau,usa,cl,,,,,,
4667,,Little Rock,usa,cl,,,,,,
4668,,Manchester,usa,cl,,,,,,
4669,,Marblehead,usa,cl,,,,,,
4670,,Memphis,usa,cl,,,,,,
4671,,Miami,usa,cl,,,,,,
4672,,Milwaukee,usa,cl,,,,,,
4673,,Mobile,usa,cl,,,,,,
4674,,Monterey,usa,cl,,,,,,
4675,,Montgomery,usa,cl,,,,,,
4676,,Montpelier,usa,cl,,,,,,
4677,,New Haven,usa,cl,,,,,,
4678,,Newark,usa,cl,,,,,,
4679,,Oakland,usa,cl,,,,,,
4680,,Oklahoma,usa,cl,,,,,,
4681,,Omaha,usa,cl,,,,,,
4682,,Pasadena,usa,cl,,,,,,
4683,,Phoenix,usa,cl,,,,,,
4684,,Portsmouth,usa,cl,,,,,,
4685,,Princeton,usa,cl,,,,,,
4686,,Providence,usa,cl,,,,,,
4687,,Raleigh,usa,cl,,,,,,
4688,,Reno,usa,cl,,,,,,
4689,,Richmond,usa,cl,,,,,,
4690,,San Diego,usa,cl,,,,,,
4691,,San Juan,usa,cl,,,,,,
4692,,Santa Fe,usa,cl,,,,,,
4693,,Spokane,usa,cl,,,,,,
4694,,Springfield,usa,cl,,,,,,
4695,,Tacoma,usa,cl,,,,,,
4696,,Tallahassee,usa,cl,,,,,,
4697,,Topeka,usa,cl,,,,,,
4698,,Trenton,usa,cl,,,,,,
4699,,Tucson,usa,cl,,,,,,
4700,,Vicksburg,usa,cl,,,,,,
4701,,Wilkes-Barre,usa,cl,,,,,,
4702,,Wilmington,usa,cl,,,,,,
4703,,Youngstown,usa,cl,,,,,,
4704,,Norwood,usa,ca,,,,,,
4705,,Milford,usa,ca,,,,,,
4706,,Milford,usa,ca,,,,,,
4707,,Frankfurt,usa,ca,,,,,,
4708,,Erie,usa,ca,,,,,,
4709,,Vincennes ,usa,ca,,,,,,
4710,,Metamora,usa,ca,,,,,,
4711,,Vandegrift,usa,ca,,,,,,
4712,,Chosin,usa,ca,,,,,,
4713,,Valley Forge,usa,ca,,,,,,
4714,,Mobile Bay,usa,ca,,,,,,
4715,,Antietam,usa,ca,,,,,,
4716,,Leyte Gulf,usa,ca,,,,,,
4717,,San Jacinto,usa,ca,,,,,,
4718,,Lake Champlain,usa,ca,,,,,,
4719,,Philippine Sea,usa,ca,,,,,,
4720,,Normandy,usa,ca,,,,,,
4721,,Cowpens,usa,ca,,,,,,
4722,,Gettysburg,usa,ca,,,,,,
4723,,Aaron Ward,usa,dd,,,,,,
4724,,Aaron,usa,tb,,,,,,
4725,,Abbot,usa,dd,,,,,,
4726,,Abel P. Upshur,usa,dd,,,,,,
4727,,Abeona,usa,tb,,,,,,
4728,,Abner Read,usa,dd,,,,,,
4729,,Adams,usa,dd,,,,,,
4730,,Adela,usa,tb,,,,,,
4731,,Adolph Hugel,usa,tb,,,,,,
4732,,Advance,usa,tb,,,,,,
4733,,Agassiz,usa,tb,,,,,,
4734,,Agerholm,usa,dd,,,,,,
4735,,Albatross,usa,tb,,,,,,
4736,,Albay,usa,tb,,,,,,
4737,,Albert W. Grant,usa,dd,,,,,,
4738,,Alden,usa,dd,,,,,,
4739,,Alert,usa,tb,,,,,,
4740,,Alfred A. Cunningham,usa,dd,,,,,,
4741,,Alfred Robb,usa,tb,,,,,,
4742,,Allen M. Sumner,usa,dd,,,,,,
4743,,Allen,usa,dd,,,,,,
4744,,Amanda,usa,tb,,,,,,
4745,,Ambush,usa,tb,,,,,,
4746,,Ammen,usa,dd,,,,,,
4747,,Anacostia,usa,tb,,,,,,
4748,,Anderson,usa,dd,,,,,,
4749,,Anemone,usa,tb,,,,,,
4750,,Annie,usa,tb,,,,,,
4751,,Antelope,usa,tb,,,,,,
4752,,Anthony,usa,dd,,,,,,
4753,,Antona,usa,tb,,,,,,
4754,,Argosy,usa,tb,,,,,,
4755,,Ariel,usa,tb,,,,,,
4756,,Aries,usa,tb,,,,,,
4757,,Arleigh Burke,usa,dd,,,,,,
4758,,Arletta,usa,tb,,,,,,
4759,,Arnold J. Isbell,usa,dd,,,,,,
4760,,Arthur W. Radford,usa,dd,,,,,,
4761,,Arthur,usa,tb,,,,,,
4762,,Asheville,usa,tb,,,,,,
4763,,Aster,usa,tb,,,,,,
4764,,Aulick,usa,dd,,,,,,
4765,,Ault,usa,dd,,,,,,
4766,,Avenger,usa,tb,,,,,,
4767,,Aylwin,usa,dd,,,,,,
4768,,Azalea,usa,tb,,,,,,
4769,,Babbitt,usa,dd,,,,,,
4770,,Bache,usa,dd,,,,,,
4771,,Badger,usa,dd,,,,,,
4772,,Bagley,usa,dd,,,,,,
4773,,Bailey,usa,dd,,,,,,
4774,,Bainbridge,usa,dd,,,,,,
4775,,Balch,usa,dd,,,,,,
4776,,Baldwin,usa,dd,,,,,,
4777,,Ballard,usa,dd,,,,,,
4778,,Bancroft,usa,dd,,,,,,
4779,,Banshee,usa,tb,,,,,,
4780,,Barataria,usa,tb,,,,,,
4781,,Barker,usa,dd,,,,,,
4782,,Barney,usa,dd,,,,,,
4783,,Barry,usa,dd,,,,,,
4784,,Barton,usa,dd,,,,,,
4785,,Basilone,usa,dd,,,,,,
4786,,Bat,usa,tb,,,,,,
4787,,Bausell,usa,dd,,,,,,
4788,,Beale,usa,dd,,,,,,
4789,,Bearss,usa,dd,,,,,,
4790,,Beatty,usa,dd,,,,,,
4791,,Belknap,usa,dd,,,,,,
4792,,Bell,usa,dd,,,,,,
4793,,Belle Italia,usa,tb,,,,,,
4794,,Benfold,usa,dd,,,,,,
4795,,Benham,usa,dd,,,,,,
4796,,Benjamin Stoddert,usa,dd,,,,,,
4797,,Benner,usa,dd,,,,,,
4798,,Bennett,usa,dd,,,,,,
4799,,Bennion,usa,dd,,,,,,
4800,,Benson,usa,dd,,,,,,
4801,,Benton,usa,tb,,,,,,
4802,,Berkeley,usa,dd,,,,,,
4803,,Bernadou,usa,dd,,,,,,
4804,,Biddle,usa,dd,,,,,,
4805,,Bienville,usa,tb,,,,,,
4806,,Bigelow,usa,dd,,,,,,
4807,,Billingsley,usa,dd,,,,,,
4808,,Black Hawk,usa,tb,,,,,,
4809,,Black,usa,dd,,,,,,
4810,,Blakeley,usa,dd,,,,,,
4811,,Blakely,usa,tb,,,,,,
4812,,Blandy,usa,dd,,,,,,
4813,,Bloomer,usa,tb,,,,,,
4814,,Blue,usa,dd,,,,,,
4815,,Boggs,usa,dd,,,,,,
4816,,Bordelon,usa,dd,,,,,,
4817,,Borie,usa,dd,,,,,,
4818,,Boyd,usa,dd,,,,,,
4819,,Boyle,usa,dd,,,,,,
4820,,Bradford,usa,dd,,,,,,
4821,,Braine,usa,dd,,,,,,
4822,,Branch,usa,dd,,,,,,
4823,,Braziliera,usa,tb,,,,,,
4824,,Breaker,usa,tb,,,,,,
4825,,Breck,usa,dd,,,,,,
4826,,Breckinridge,usa,dd,,,,,,
4827,,Breese,usa,dd,,,,,,
4828,,Brilliant,usa,tb,,,,,,
4829,,Brinkley Bass,usa,dd,,,,,,
4830,,Briscoe,usa,dd,,,,,,
4831,,Bristol,usa,dd,,,,,,
4832,,Britannia,usa,tb,,,,,,
4833,,Brooks,usa,dd,,,,,,
4834,,Broome,usa,dd,,,,,,
4835,,Brown,usa,dd,,,,,,
4836,,Brownson,usa,dd,,,,,,
4837,,Bruce,usa,dd,,,,,,
4838,,Brush,usa,dd,,,,,,
4839,,Bryant,usa,dd,,,,,,
4840,,Buchanan,usa,dd,,,,,,
4841,,Buck,usa,dd,,,,,,
4842,,Buckingham,usa,tb,,,,,,
4843,,Bulkeley,usa,dd,,,,,,
