#id (do not edit)                ,enabled / disabled,caliber in mm,sub-name,country override (several),ship type override (several),"model, grade N","scaling, grade N","scaling, grade N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@name,enabled,#mm,subName,countries,shipTypes,model_1,scale_1,max_scale_1,weight_modifier_1,caliber_length_modifier_1,model_2,scale_2,max_scale_2,weight_modifier_2,caliber_length_modifier_2,model_3,scale_3,max_scale_3,weight_modifier_3,caliber_length_modifier_3,model_4,scale_4,max_scale_4,weight_modifier_4,caliber_length_modifier_4,model_5,scale_5,max_scale_5,weight_modifier_5,caliber_length_modifier_5,#,#2,#3,#4,#5,#6,#7,#8,#9,#10
gun_7_x3_alt_japan,,178,gun_7_x3_alt,japan,,tsesarevich_gun_152_x3,1.1095,1.244,0.705,45,,,,0.705,,dreadnought_gun_178_x3,1.276,1.402,0.705,50,yamato_gun_155_x3,0.9272,0.9808,0.705,50,yamato_gun_155_x3,0.9272,0.9808,0.705,,,,,,,,,,,
gun_8_x2_alt_japan,,203,gun_8_x2_alt,japan,,friedrich_gun_228_x2,0.8194,0.8976,0.88,45,,,,0.88,,agamemnon_gun_228_x2,1.16,1.242,0.88,50,moga_gun_200_x2,1.056,1.111,0.88,50,moga_gun_200_x2,1.056,1.111,0.88,,,,,,,,,,,
gun_8_x3_alt_japan,,203,gun_8_x3_alt,japan,,friedrich_gun_228_x3,0.8194,0.8976,0.69,45,,,,0.69,,agamemnon_gun_228_x3,1.16,1.242,0.69,50,moga_gun_200_x3,1.056,1.101,0.69,50,moga_gun_200_x3,1.056,1.101,0.69,,,,,,,,,,,
gun_9_x2_alt_japan,,229,gun_9_x2_alt,japan,,friedrich_gun_228_x2,0.9076,0.9858,0.82,,agamemnon_gun_228_x2,1.244,1.326,0.82,,agamemnon_gun_228_x2,1.244,1.326,0.82,,moga_gun_200_x2,1.116,1.181,0.82,50,moga_gun_200_x2,1.116,1.181,0.82,,,,,,,,,,,
gun_9_x3_alt_japan,,229,gun_9_x3_alt,japan,,friedrich_gun_228_x3,0.9076,0.9858,0.64,,agamemnon_gun_228_x3,1.244,1.326,0.64,,agamemnon_gun_228_x3,1.244,1.326,0.64,,moga_gun_200_x3,1.116,1.181,0.64,50,moga_gun_200_x3,1.116,1.181,0.64,,,,,,,,,,,
gun_10_x2_alt_japan,,254,gun_10_x2_alt,japan,,friedrich_gun_228_x2,0.9958,1.074,0.9,,agamemnon_gun_228_x2,1.328,1.41,0.9,,agamemnon_gun_228_x2,1.328,1.41,0.9,,moga_gun_200_x2,1.186,1.261,0.9,50,moga_gun_200_x2,1.186,1.261,0.9,,,,,,,,,,,
gun_10_x3_alt_japan,,254,gun_10_x3_alt,japan,,friedrich_gun_228_x3,0.9958,1.074,0.68,,agamemnon_gun_228_x3,1.328,1.41,0.68,,agamemnon_gun_228_x3,1.328,1.41,0.68,,moga_gun_200_x3,1.186,1.261,0.68,50,moga_gun_200_x3,1.186,1.261,0.68,,,,,,,,,,,
gun_11_x2_alt_japan,,279,gun_11_x2_alt,japan,,friedrich_gun_228_x2,1.084,1.1622,0.82,,fus_gun_356_x2_a,0.909,0.9672,0.82,,fus_gun_356_x2_a,0.909,0.9672,0.82,,yamato_gun_460_x2,0.645,0.69,0.82,50,yamato_gun_b_460_x2,0.645,0.69,0.82,,,,,,,,,,,
gun_11_x3_alt_japan,,279,gun_11_x3_alt,japan,,friedrich_gun_228_x3,1.084,1.1622,0.66,,fus_gun_356_x3_a,0.909,0.9672,0.66,,fus_gun_356_x3_a,0.909,0.9672,0.66,,yamato_gun_460_x3,0.645,0.69,0.66,50,yamato_gun_b_460_x3,0.645,0.69,0.66,,,,,,,,,,,
gun_12_x2_alt_japan,,305,gun_12_x2_alt,japan,,agamemnon_gun_b_305_x2,1.136,1.217,0.82,,fus_gun_356_x2_a,0.9772,1.0354,0.82,,fus_gun_356_x2_a,0.9772,1.0354,0.82,,yamato_gun_460_x2,0.695,0.74,0.82,45,yamato_gun_b_460_x2,0.695,0.74,0.82,,,,,,,,,,,
gun_12_x3_alt_japan,,305,gun_12_x3_alt,japan,,agamemnon_gun_b_305_x3,1.136,1.217,0.66,,fus_gun_356_x3_a,0.9772,1.0354,0.66,,fus_gun_356_x3_a,0.9772,1.0354,0.66,,yamato_gun_460_x3,0.695,0.74,0.66,45,yamato_gun_b_460_x3,0.695,0.74,0.66,,,,,,,,,,,
gun_13_x2_alt_japan,,330,gun_13_x2_alt,japan,,agamemnon_gun_b_305_x2,1.227,1.308,0.88,,fus_gun_356_x2_a,1.0454,1.1036,0.88,,fus_gun_356_x2_a,1.0454,1.1036,0.88,,yamato_gun_460_x2,0.745,0.79,0.88,45,yamato_gun_b_460_x2,0.745,0.79,0.88,,,,,,,,,,,
gun_13_x3_alt_japan,,330,gun_13_x3_alt,japan,,agamemnon_gun_b_305_x3,1.227,1.308,0.705,,fus_gun_356_x3_a,1.0454,1.1036,0.705,,fus_gun_356_x3_a,1.0454,1.1036,0.705,,yamato_gun_460_x3,0.745,0.79,0.705,45,yamato_gun_b_460_x3,0.745,0.79,0.705,,,,,,,,,,,
gun_14_x2_alt_japan,,356,gun_14_x2_alt,japan,,agamemnon_gun_b_305_x2,1.318,1.399,0.88,,fus_gun_356_x2_a,1.1136,1.1718,0.88,,fus_gun_356_x2_a,1.1136,1.1718,0.88,,yamato_gun_460_x2,0.795,0.84,0.88,45,yamato_gun_b_460_x2,0.795,0.84,0.88,,,,,,,,,,,
gun_14_x3_alt_japan,,356,gun_14_x3_alt,japan,,agamemnon_gun_b_305_x3,1.318,1.399,0.705,,fus_gun_356_x3_a,1.1136,1.1718,0.705,,fus_gun_356_x3_a,1.1136,1.1718,0.705,,yamato_gun_460_x3,0.795,0.84,0.705,45,yamato_gun_b_460_x3,0.795,0.84,0.705,,,,,,,,,,,
gun_15_x2_alt_japan,,381,gun_15_x2_alt,japan,,agamemnon_gun_b_305_x2,1.409,1.49,0.9,,fus_gun_356_x2_a,1.1818,1.24,0.9,,fus_gun_356_x2_a,1.1818,1.24,0.9,,yamato_gun_460_x2,0.845,0.89,0.9,45,yamato_gun_b_460_x2,0.845,0.89,0.9,,,,,,,,,,,
gun_15_x3_alt_japan,,381,gun_15_x3_alt,japan,,agamemnon_gun_b_305_x3,1.409,1.49,0.72,,fus_gun_356_x3_a,1.1818,1.24,0.72,,fus_gun_356_x3_a,1.1818,1.24,0.72,,yamato_gun_460_x3,0.845,0.89,0.72,45,yamato_gun_b_460_x3,0.845,0.89,0.72,,,,,,,,,,,
gun_16_x2_alt_japan,,406,gun_16_x2_alt,japan,,agamemnon_gun_b_305_x2,1.5,1.581,0.93,,fus_gun_356_x2_a,1.25,1.3082,0.93,,fus_gun_356_x2_a,1.25,1.3082,0.93,,yamato_gun_460_x2,0.895,0.94,0.93,45,yamato_gun_b_460_x2,0.895,0.94,0.93,,,,,,,,,,,
gun_16_x3_alt_japan,,406,gun_16_x3_alt,japan,,agamemnon_gun_b_305_x3,1.5,1.581,0.75,,fus_gun_356_x3_a,1.25,1.3082,0.75,,fus_gun_356_x3_a,1.25,1.3082,0.75,,yamato_gun_460_x3,0.895,0.94,0.75,45,yamato_gun_b_460_x3,0.895,0.94,0.75,,,,,,,,,,,
gun_17_x2_alt_japan,,432,gun_17_x2_alt,japan,,agamemnon_gun_305_x2,1.591,1.672,0.95,,fus_gun_356_x2_a,1.3182,1.3764,0.95,,yamato_gun_460_x2,0.945,0.99,0.95,,yamato_gun_b_460_x2,0.945,0.99,0.95,45,yamato_gun_b_460_x2,0.945,0.99,0.95,,,,,,,,,,,
gun_17_x3_alt_japan,,432,gun_17_x3_alt,japan,,agamemnon_gun_305_x3,1.591,1.672,0.775,,fus_gun_356_x3_a,1.3182,1.3764,0.775,,yamato_gun_460_x3,0.945,0.99,0.775,,yamato_gun_b_460_x3,0.945,0.99,0.775,45,yamato_gun_b_460_x3,0.945,0.99,0.775,,,,,,,,,,,
gun_18_x2_alt_japan,,457,gun_18_x2_alt,japan,,agamemnon_gun_305_x2,1.682,1.763,0.985,,fus_gun_356_x2_a,1.3864,1.4446,0.985,,yamato_gun_460_x2,0.995,1.04,0.985,,yamato_gun_b_460_x2,0.995,1.04,0.985,45,yamato_gun_b_460_x2,0.995,1.04,0.985,,,,,,,,,,,
gun_18_x3_alt_japan,,457,gun_18_x3_alt,japan,,agamemnon_gun_305_x3,1.682,1.763,0.81,,fus_gun_356_x3_a,1.3864,1.4446,0.81,,yamato_gun_460_x3,0.995,1.04,0.81,,yamato_gun_b_460_x3,0.995,1.04,0.81,45,yamato_gun_b_460_x3,0.995,1.04,0.81,,,,,,,,,,,
gun_19_x2_alt_japan,,483,gun_19_x2_alt,japan,,,,,0.95,,,,,0.95,,,,,0.95,,,,,0.95,,,,,0.95,,,,,,,,,,,
gun_19_x3_alt_japan,,483,gun_19_x3_alt,japan,,,,,0.78,,,,,0.78,,,,,0.78,,,,,0.78,,,,,0.78,,,,,,,,,,,
gun_20_x2_alt_japan,,508,gun_20_x2_alt,japan,,,,,0.85,,,,,0.85,,,,,0.85,,,,,0.85,,,,,0.85,,,,,,,,,,,
gun_20_x3_alt_japan,,508,gun_20_x3_alt,japan,,,,,0.7,,,,,0.7,,,,,0.7,,,,,0.7,,,,,0.7,,,,,,,,,,,
###,,,###,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gun_2_x1_alt_france,,51,gun_2_x1_alt,france,,,,,,50,,,,,50,,,,,55,,,,,55,,,,,60,,,,,,,,,,
gun_2_x2_alt_france,,51,gun_2_x2_alt,france,,,,,,50,,,,,50,,,,,55,richelieu_gun_120_x2,0.596,0.722,0.7,55,richelieu_gun_120_x2,0.596,0.722,0.7,60,,,,,,,,,,
gun_2_x3_alt_france,,51,gun_2_x3_alt,france,,,,,,50,,,,,50,,,,,55,richelieu_gun_120_x3,0.596,0.722,0.55,55,richelieu_gun_120_x3,0.596,0.722,0.55,60,,,,,,,,,,
gun_2_x4_alt_france,,51,gun_2_x4_alt,france,,,,,,50,,,,,50,,,,,55,,,,,55,,,,,60,,,,,,,,,,
gun_3_x1_alt_france,,76,gun_3_x1_alt,france,"cl, ca, bb, bc",,,,,45,,,,,50,,,,,55,,,,,55,,,,,55,,,,,,,,,,
gun_3_x2_alt_france,,76,gun_3_x2_alt,france,"cl, ca, bb, bc",,,,,45,,,,,50,,,,,55,richelieu_gun_120_x2,0.732,0.858,1.08,55,richelieu_gun_120_x2,0.732,0.858,1.08,55,,,,,,,,,,
gun_3_x3_alt_france,,76,gun_3_x3_alt,france,"cl, ca, bb, bc",,,,,45,,,,,50,,,,,55,richelieu_gun_120_x3,0.732,0.858,0.83,55,richelieu_gun_120_x3,0.732,0.858,0.83,55,,,,,,,,,,
gun_3_x1_alt_france_dd,,76,gun_3_x1_alt,france,"dd, tb",,,,,45,,,,,50,,,,,55,moga_gun_127_x1,1.03,1.126,1,55,moga_gun_127_x1,1.03,1.126,1,55,,,,,,,,,,
gun_3_x2_alt_france_dd,,76,gun_3_x2_alt,france,"dd, tb",,,,,45,,,,,50,,,,,55,ussr_gun_100_x2,0.88,0.95,1.08,55,ussr_gun_100_x2,0.88,0.95,1.08,55,,,,,,,,,,
gun_3_x3_alt_france_dd,,76,gun_3_x3_alt,france,"dd, tb",,,,,45,,,,,50,,,,,55,ussr_gun_100_x3,0.88,0.95,0.83,55,ussr_gun_100_x3,0.88,0.95,0.83,55,,,,,,,,,,
gun_3_x4_alt_france,,76,gun_3_x4_alt,france,,,,,,45,,,,,50,,,,,55,,,,,55,,,,,55,,,,,,,,,,
gun_4_x1_alt_france,,102,gun_4_x1_alt,france,,,,,,45,,,,,50,,,,,55,,,,,55,,,,,55,,,,,,,,,,
gun_4_x2_alt_france,,102,gun_4_x2_alt,france,,,,,,45,,,,,50,,,,,55,,,,,55,,,,,55,,,,,,,,,,
gun_4_x3_alt_france,,102,gun_4_x3_alt,france,,,,,,45,,,,,50,,,,,55,,,,,55,,,,,55,,,,,,,,,,
gun_5_x1_alt_france_dd,,127,gun_5_x1_alt,france,"dd, tb",,,,,45,,,,,50,,,,,55,,,,,55,,,,,55,,,,,,,,,,
gun_5_x2_alt_france_dd,,127,gun_5_x2_alt,france,"dd, tb",,,,,45,,,,,50,,,,,55,,,,,55,,,,,55,,,,,,,,,,
gun_5_x3_alt_france_dd,,127,gun_5_x3_alt,france,"dd, tb",,,,,45,,,,,50,,,,,55,,,,,55,,,,,55,,,,,,,,,,
gun_5_x1_alt_france,,127,gun_5_x1_alt,france,"cl, ca, bb, bc",,,,,45,,,,,50,,,,,55,,,,,55,,,,,55,,,,,,,,,,
gun_5_x2_alt_france,,127,gun_5_x2_alt,france,"cl, ca, bb, bc",,,,,45,,,,,50,,,,,55,richelieu_gun_152_x2,0.551,0.651,0.95,55,richelieu_gun_152_x2,0.551,0.651,0.95,55,,,,,,,,,,
gun_5_x3_alt_france,,127,gun_5_x3_alt,france,"cl, ca, bb, bc",,,,,45,,,,,50,,,,,55,richelieu_gun_152_x3,0.551,0.651,0.75,55,richelieu_gun_152_x3,0.551,0.651,0.75,55,,,,,,,,,,
gun_6_x1_alt_france,,151,gun_6_x1_alt,france,,,,,,45,,,,,,,,,,50,,,,,50,,,,,,,,,,,,,,,
gun_6_x2_alt_france,,152,gun_6_x2_alt,france,,,,,,45,,,,,,,,,,50,richelieu_gun_152_x2,0.66,0.76,0.86,50,richelieu_gun_152_x2,0.66,0.76,0.86,50,,,,,,,,,,
gun_6_x3_alt_france,,152,gun_6_x3_alt,france,,,,,,45,,,,,,,,,,50,richelieu_gun_152_x3,0.66,0.76,0.66,50,richelieu_gun_152_x3,0.66,0.76,0.66,50,,,,,,,,,,
gun_7_x2_alt_france,,178,gun_7_x2_alt,france,,,,,,45,,,,,,,,,,50,,,,,50,,,,,,,,,,,,,,,
gun_7_x3_alt_france,,178,gun_7_x3_alt,france,,,,,,45,,,,,,,,,,50,,,,,50,,,,,,,,,,,,,,,
gun_8_x2_alt_france,,203,gun_8_x2_alt,france,,,,,,45,,,,,,,,,,50,,,,,50,,,,,,,,,,,,,,,
gun_8_x3_alt_france,,203,gun_8_x3_alt,france,,,,,,45,,,,,,,,,,50,,,,,50,,,,,,,,,,,,,,,
gun_9_x2_alt_france,,229,gun_9_x2_alt,france,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,
gun_9_x3_alt_france,,229,gun_9_x3_alt,france,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,
gun_10_x2_alt_france,,254,gun_10_x2_alt,france,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,
gun_10_x3_alt_france,,254,gun_10_x3_alt,france,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,
gun_11_x2_alt_france,,279,gun_11_x2_alt,france,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,
gun_11_x3_alt_france,,279,gun_11_x3_alt,france,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,
gun_12_x2_alt_france,,305,gun_12_x2_alt,france,,,,,,,,,,,,,,,,,dant_gun_245_x2,1.136,1.217,0.82,,,,,,,,,,,,,,,,
gun_12_x3_alt_france,,305,gun_12_x3_alt,france,,,,,,,,,,,,,,,,,dant_gun_245_x3,1.136,1.217,0.66,,,,,,,,,,,,,,,,
gun_13_x2_alt_france,,330,gun_13_x2_alt,france,,,,,,,,,,,,,,,,,dant_gun_245_x2,1.227,1.308,0.88,,,,,,,,,,,,,,,,
gun_13_x3_alt_france,,330,gun_13_x3_alt,france,,,,,,,,,,,,,,,,,dant_gun_245_x3,1.227,1.308,0.705,,,,,,,,,,,,,,,,
gun_14_x2_alt_france,,356,gun_14_x2_alt,france,,,,,,,,,,,,,,,,,dant_gun_245_x2,1.318,1.399,0.88,,,,,,,,,,,,,,,,
gun_14_x3_alt_france,,356,gun_14_x3_alt,france,,,,,,,,,,,,,,,,,dant_gun_245_x3,1.318,1.399,0.705,,,,,,,,,,,,,,,,
gun_15_x2_alt_france,,381,gun_15_x2_alt,france,,,,,,,richelieu_gun_380_x2,0.8875,0.94,0.9,,richelieu_gun_380_x2,0.8875,0.94,0.9,,dant_gun_245_x2,1.409,1.49,0.9,,,,,,,,,,,,,,,,
gun_15_x3_alt_france,,381,gun_15_x3_alt,france,,,,,,,richelieu_gun_380_x3,0.8875,0.94,0.72,,richelieu_gun_380_x3,0.8875,0.94,0.72,,dant_gun_245_x3,1.409,1.49,0.72,,,,,,,,,,,,,,,,
gun_16_x2_alt_france,,406,gun_16_x2_alt,france,,,,,,,,,,,,,,,,,dant_gun_245_x2,1.5,1.581,0.93,,,,,,,,,,,,,,,,
gun_16_x3_alt_france,,406,gun_16_x3_alt,france,,,,,,,,,,,,,,,,,dant_gun_245_x3,1.5,1.581,0.75,,,,,,,,,,,,,,,,
gun_17_x2_alt_france,,432,gun_17_x2_alt,france,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gun_17_x3_alt_france,,432,gun_17_x3_alt,france,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gun_18_x2_alt_france,,457,gun_18_x2_alt,france,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gun_18_x3_alt_france,,457,gun_18_x3_alt,france,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gun_19_x2_alt_france,,483,gun_19_x2_alt,france,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gun_19_x3_alt_france,,483,gun_19_x3_alt,france,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gun_20_x2_alt_france,,508,gun_20_x2_alt,france,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gun_20_x3_alt_france,,508,gun_20_x3_alt,france,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
###,,,###,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gun_2_x1_alt_russia,,51,gun_2_x1_alt,russia,,,,,0.92,50,,,,0.92,50,,,,0.92,55,ussr_gun_50_x1,0.337,0.4715,0.92,55,ussr_gun_50_x1,0.337,0.4715,0.92,60,,,,,,,,,,
gun_2_x2_alt_russia,,51,gun_2_x2_alt,russia,,,,,0.7,50,,,,0.7,50,,,,0.7,55,ussr_gun_100_x2,0.337,0.4715,0.7,55,ussr_gun_100_x2,0.337,0.4715,0.7,60,,,,,,,,,,
gun_2_x3_alt_russia,,51,gun_2_x3_alt,russia,,,,,0.55,50,,,,0.55,50,,,,0.55,55,ussr_gun_100_x3,0.337,0.4715,0.55,55,ussr_gun_100_x3,0.337,0.4715,0.55,60,,,,,,,,,,
gun_2_x4_alt_russia,,51,gun_2_x4_alt,russia,,,,,0.5,50,,,,0.5,50,,,,0.5,55,,,,0.5,55,,,,0.5,60,,,,,,,,,,
gun_3_x1_alt_russia,,76,gun_3_x1_alt,russia,,,,,1,45,,,,1,50,,,,1,55,ussr_gun_50_x1,0.4915,0.626,1,55,ussr_gun_50_x1,0.4915,0.626,1,55,,,,,,,,,,
gun_3_x2_alt_russia,,76,gun_3_x2_alt,russia,,,,,1.08,45,,,,1.08,50,,,,1.08,55,akizuki_gun_b_127_x2,0.4915,0.626,1.08,55,akizuki_gun_b_127_x2,0.4915,0.626,1.08,55,,,,,,,,,,
gun_3_x3_alt_russia,,76,gun_3_x3_alt,russia,,,,,0.83,45,,,,0.83,50,,,,0.83,55,akizuki_gun_b_127_x3,0.4915,0.626,0.83,55,akizuki_gun_b_127_x3,0.4915,0.626,0.83,55,,,,,,,,,,
gun_3_x4_alt_russia,,76,gun_3_x4_alt,russia,,,,,0.74,45,,,,0.74,50,,,,0.74,55,,,,0.74,55,,,,0.74,55,,,,,,,,,,
gun_4_x1_alt_russia,,102,gun_4_x1_alt,russia,,,,,1.1,45,small_gun_e_76_x1,1.19,1.305,1.1,50,small_gun_e_76_x1,1.19,1.305,1.1,55,ussr_gun_406_x1,0.295,0.34,1.1,55,ussr_gun_406_x1,0.295,0.34,1.1,55,,,,,,,,,,
gun_4_x2_alt_russia,,102,gun_4_x2_alt,russia,,,,,1.28,45,,,,1.28,50,,,,1.28,55,ussr_gun_50_x2,0.646,0.7805,1.28,55,ussr_gun_50_x2,0.646,0.7805,1.28,55,,,,,,,,,,
gun_4_x3_alt_russia,,102,gun_4_x3_alt,russia,,,,,1,45,,,,1,50,,,,1,55,ussr_gun_50_x3,0.646,0.7805,1,55,ussr_gun_50_x3,0.646,0.7805,1,55,,,,,,,,,,
gun_5_x1_alt_russia,,127,gun_5_x1_alt,russia,,,,,0.85,45,bouvet_gun_138_x1,0.998,1.16,0.85,50,,,,0.85,55,ussr_gun_406_x1,0.345,0.39,0.85,55,ussr_gun_406_x1,0.345,0.39,0.85,55,,,,,,,,,,
gun_5_x2_alt_russia,,127,gun_5_x2_alt,russia,,maine_gun_152_x2,1.146,1.34,0.95,45,bouvet_gun_138_x2,0.998,1.16,0.95,50,,,,0.95,55,bismarck_gun_b_150_x2,0.8005,0.935,0.95,55,bismarck_gun_b_150_x2,0.8005,0.935,0.95,55,,,,,,,,,,
gun_5_x3_alt_russia,,127,gun_5_x3_alt,russia,,maine_gun_152_x3,1.146,1.34,0.75,45,spee_gun_150_x3,1.004,1.13,0.75,50,,,,0.75,55,bismarck_gun_b_150_x3,0.8005,0.935,0.75,55,bismarck_gun_b_150_x3,0.8005,0.935,0.75,55,,,,,,,,,,
gun_6_x1_alt_russia,,151,gun_6_x1_alt,russia,,,,,0.75,45,bouvet_gun_138_x1,1.18,1.342,0.75,,,,,0.75,50,ussr_gun_406_x1,0.396,0.44,0.75,50,ussr_gun_406_x1,0.396,0.44,0.75,,,,,,,,,,,
gun_6_x2_alt_russia,,152,gun_6_x2_alt,russia,,friedrich_gun_228_x2,0.643,0.7212,0.86,45,bouvet_gun_138_x2,1.18,1.342,0.86,,agamemnon_gun_b_228_x2,1.128,1.234,0.86,50,mont_gun_152_x2,1.057,1.167,0.86,50,mont_gun_152_x2,1.057,1.167,0.86,,,,,,,,,,,
gun_6_x3_alt_russia,,152,gun_6_x3_alt,russia,,friedrich_gun_228_x3,0.643,0.7212,0.66,45,spee_gun_150_x3,1.195,1.28,0.66,,agamemnon_gun_b_228_x3,1.128,1.234,0.66,50,ussr_gun_152_x3,0.955,1.0895,0.66,50,ussr_gun_152_x3,0.955,1.0895,0.66,,,,,,,,,,,
gun_7_x2_alt_russia,,178,gun_7_x2_alt,russia,,friedrich_gun_228_x2,0.7312,0.8094,0.9,45,agamemnon_gun_b_228_x2,1.238,1.344,0.9,,agamemnon_gun_b_228_x2,1.238,1.344,0.9,50,mont_gun_152_x2,1.1,1.185,0.9,50,mont_gun_152_x2,1.1,1.185,0.9,,,,,,,,,,,
gun_7_x3_alt_russia,,178,gun_7_x3_alt,russia,,friedrich_gun_228_x3,0.7312,0.8094,0.705,45,agamemnon_gun_b_228_x3,1.238,1.344,0.705,,agamemnon_gun_b_228_x3,1.238,1.344,0.705,50,ussr_gun_152_x3,1.1095,1.244,0.705,50,ussr_gun_152_x3,1.1095,1.244,0.705,,,,,,,,,,,
gun_8_x2_alt_russia,,203,gun_8_x2_alt,russia,,friedrich_gun_228_x2,0.8194,0.8976,0.88,45,agamemnon_gun_b_228_x2,1.348,1.454,0.88,,yamato_gun_b_460_x1,0.525,0.582,0.88,50,yamato_gun_b_460_x1,0.525,0.582,0.88,50,yamato_gun_b_460_x1,0.525,0.582,0.88,,,,,,,,,,,
gun_8_x3_alt_russia,,203,gun_8_x3_alt,russia,,friedrich_gun_228_x3,0.8194,0.8976,0.69,45,agamemnon_gun_b_228_x3,1.348,1.454,0.69,,yamato_gun_b_460_x2,0.525,0.582,0.69,50,yamato_gun_b_460_x2,0.525,0.582,0.69,50,yamato_gun_b_460_x2,0.525,0.582,0.69,,,,,,,,,,,
gun_9_x2_alt_russia,,229,gun_9_x2_alt,russia,,friedrich_gun_228_x2,0.9076,0.9858,0.82,,agamemnon_gun_b_228_x2,1.458,1.544,0.82,,yamato_gun_b_460_x1,0.585,0.641,0.82,,yamato_gun_b_460_x1,0.585,0.641,0.82,50,yamato_gun_b_460_x1,0.585,0.641,0.82,,,,,,,,,,,
gun_9_x3_alt_russia,,229,gun_9_x3_alt,russia,,friedrich_gun_228_x3,0.9076,0.9858,0.64,,agamemnon_gun_b_228_x3,1.458,1.544,0.64,,yamato_gun_b_460_x2,0.585,0.641,0.64,,yamato_gun_b_460_x2,0.585,0.641,0.64,50,yamato_gun_b_460_x2,0.585,0.641,0.64,,,,,,,,,,,
gun_10_x2_alt_russia,,254,gun_10_x2_alt,russia,,bouvet_gun_305_x2,1.192,1.3,0.9,,agamemnon_gun_b_228_x2,1.548,1.624,0.9,,yamato_gun_b_460_x1,0.645,0.7,0.9,,yamato_gun_b_460_x1,0.645,0.7,0.9,50,yamato_gun_b_460_x1,0.645,0.7,0.9,,,,,,,,,,,
gun_10_x3_alt_russia,,254,gun_10_x3_alt,russia,,tsesarevich_gun_305_x3,0.954,1.035,0.68,,agamemnon_gun_b_228_x3,1.548,1.624,0.68,,yamato_gun_b_460_x2,0.645,0.7,0.68,,yamato_gun_b_460_x2,0.645,0.7,0.68,50,yamato_gun_b_460_x2,0.645,0.7,0.68,,,,,,,,,,,
gun_11_x2_alt_russia,,279,gun_11_x2_alt,russia,,bouvet_gun_305_x2,1.31,1.418,0.82,,dreadnought_gun_305_x2,1.045,1.126,0.82,,ussr_gun_406_x2,0.645,0.69,0.82,,ussr_gun_406_x2,0.645,0.69,0.82,50,ussr_gun_406_x2,0.645,0.69,0.82,,,,,,,,,,,
gun_11_x3_alt_russia,,279,gun_11_x3_alt,russia,,tsesarevich_gun_305_x3,1.045,1.126,0.66,,dreadnought_gun_305_x3,1.045,1.126,0.66,,ussr_gun_406_x3,0.645,0.69,0.66,,ussr_gun_406_x3,0.645,0.69,0.66,50,ussr_gun_406_x3,0.645,0.69,0.66,,,,,,,,,,,
gun_12_x2_alt_russia,,305,gun_12_x2_alt,russia,,dante_gun_305_x2,1.136,1.217,0.82,,dreadnought_gun_305_x2,1.136,1.217,0.82,,ussr_gun_406_x2,0.695,0.74,0.82,,ussr_gun_406_x2,0.695,0.74,0.82,45,ussr_gun_406_x2,0.695,0.74,0.82,,,,,,,,,,,
gun_12_x3_alt_russia,,305,gun_12_x3_alt,russia,,tsesarevich_gun_305_x3,1.136,1.217,0.66,,dreadnought_gun_305_x3,1.136,1.217,0.66,,ussr_gun_406_x3,0.695,0.74,0.66,,ussr_gun_406_x3,0.695,0.74,0.66,45,ussr_gun_406_x3,0.695,0.74,0.66,,,,,,,,,,,
gun_13_x2_alt_russia,,330,gun_13_x2_alt,russia,,dante_gun_305_x2,1.227,1.308,0.88,,dreadnought_gun_305_x2,1.227,1.308,0.88,,ussr_gun_406_x2,0.745,0.79,0.88,,ussr_gun_406_x2,0.745,0.79,0.88,45,ussr_gun_406_x2,0.745,0.79,0.88,,,,,,,,,,,
gun_13_x3_alt_russia,,330,gun_13_x3_alt,russia,,tsesarevich_gun_305_x3,1.227,1.308,0.705,,dreadnought_gun_305_x3,1.227,1.308,0.705,,ussr_gun_406_x3,0.745,0.79,0.705,,ussr_gun_406_x3,0.745,0.79,0.705,45,ussr_gun_406_x3,0.745,0.79,0.705,,,,,,,,,,,
gun_14_x2_alt_russia,,330,gun_14_x2_alt,russia,,dante_gun_305_x2,1.318,1.399,0.88,,dreadnought_gun_305_x2,1.318,1.399,0.88,,ussr_gun_406_x2,0.795,0.84,0.88,,spee_gun_280_x2_a,1.1454,1.2127,0.88,45,spee_gun_280_x2_a,1.1454,1.2127,0.88,,,,,,,,,,,
