#id,enabled / disabled,name for ui,area id,who currently controls provice,,,,,,,original claim on province,is home province?,"type of province: home, country, colony (autogenerated)",position,position,url for google maps,economic development / value (0-10),port size (tonnage),population will be used for some military and economic calculations,,,,,,,,,The starting Defense Level of the province which will affect Naval Invasion Defense and Port Defense battles. When empty it is considered zero.,AI Nations that may trigger an attack mission on that province,Nations that may intervent to protect the province,If sea region is not properly supported the region may rebel according to this probability,Probability tha will be used for triggering the start of a battle,Minimum tonnage needed for supporting an attack to this province,If player attacks the province it may have a defending fleet autogenerated from this displacement value (Works only for neutral countries),comment,
@name,enabled,nameUi,area,controller,controller_1890,controller_1900,controller_1910,controller_1920,controller_1930,controller_1940,claim,isHome,type,latitude,longitude,#posLink,development,port,population,oilDiscoveryYear,oilDiscoveryBaseChance,oilCapacity,oilReservesInTurns,revoltChance,provinceArmyPercentage,ProvinceDefenderBonus,neighbour_provinces,#Naval_Defense_Level,#Enemies,#Protectors,#Rebellion_Chance,#Naval_Invasion_Chance,#Min_Naval_Invasion_Displacement,#AverageFleetStrength,#comment,#comment2
orange_free_state,,Orange Free State,indian_west,boer,boer,boer,boer,boer,boer,boer,boer,,country,-28.25827653,25.2526226,Orange Free State,2.9,0,750000,,,,,35,0.005,,"south_africa, basutoland, transvaal",,,,,,,,,
pakistan,,Pakistan,arabian_sea,pakistan,pakistan,pakistan,pakistan,pakistan,pakistan,pakistan,pakistan,,,29.98080086,69.72358551,Pakistan,6.5,80000,39000000,1930,5,400,30,,,,"western_india, northern_india, afghanistan, kashmir, persia",,,,,,,,,
palestine,,Palestine,medit,palestine,palestine,palestine,palestine,palestine,palestine,palestine,palestine,,,30.987871,34.801139,Palestine,4,40000,520000,,,,,12,0.01,3,"north_egypt, transjordania, lebanon, syria",,,,,,,,,
panama,,Panama,caribbean,panama,panama,panama,panama,panama,panama,panama,panama,,,8.520259,-80.155156,Panama,3,30000,263000,,,,,,,,"costa_rica, southern_colombia",,,,,,,,,
paraguay,,Paraguay,s_am_west,paraguay,paraguay,paraguay,paraguay,paraguay,paraguay,paraguay,paraguay,,country,-23.578981,-58.543113,Paraguay,3,0,635600,,,,,7,,,"south_brazil, bolivia, argentina",,,,,,,,,
penghu,,Penghu,east_asia,china,china,japan,japan,japan,japan,japan,china,1,home,24.023279,118.942518,Penghu,3,35000,50000,1925,2,300,100,7,0.025,,,,,,,,,,,
persia,,Persia,persian_gulf,persia,persia,persia,persia,persia,persia,persia,persia,,country,32.140477,54.157615,Persia,10,25000,9860000,1905,15,4600,2000,7,,,"turkmenistan, afghanistan, pakistan, iraq, eastern_turkey, armenia, azerbaijan",,,,,,,,,
peru,,Peru,s_am_west,peru,peru,peru,peru,peru,peru,peru,peru,,country,-10.751953,-76.372951,Peru,6,3000,3000000,1890,100,140,400,7,,,"ecuador, north_brazil, bolivia, chile, southern_colombia",,,,,,,,,
pitcairn_islands,,Pitcairn Islands,s_pacific,pitcairn_islands,pitcairn_islands,pitcairn_islands,pitcairn_islands,pitcairn_islands,pitcairn_islands,pitcairn_islands,pitcairn_islands,,,-24.375928,-128.326096,Pitcairn Islands,1,6000,170,,,,,,,,,,,,,,,,,
poland,,Western Poland,baltic,germany,germany,germany,germany,poland,poland,poland,poland,1,home,52.43782002,16.5669098,Western Poland,14,0,8925780,,,,,,0.03,,"eastern_germany, prussia, bohemia-moravia, eastern_poland",,,,,,,,,
portugal,,Portugal,n_atlantic,portugal,portugal,portugal,portugal,portugal,portugal,portugal,portugal,,country,39.73886693,-8.104342488,Portugal,5,95000,5450000,,,,,15,0.065,3,"northern_spain, western_spain",,,,,,,,,
portuguese_congo,,Portuguese Congo,w_africa,congo,congo,congo,congo,congo,congo,congo,congo,,,-5.064265115,12.32470313,Portuguese Congo,1.2,12000,120000,1930,1,100,100,7,,,"middle_congo, congo_free_state",,,,,,,,,
portuguese_guinea,,Portuguese Guinea,c_atlantic,guinea_bissau,guinea_bissau,guinea_bissau,guinea_bissau,guinea_bissau,guinea_bissau,guinea_bissau,guinea_bissau,,,12.457441,-13.647192,Portuguese Guinea,5,12000,200000,,,,,7,,,"french_guinea, senegal",,,,,,,,,
prussia,,Prussia,baltic,germany,germany,germany,germany,germany,germany,germany,poland,1,home,54.71175945,21.66765405,Prussia,10,180000,3219138,1925,2,400,100,5,0.03,3,"lithuania, poland, eastern_poland",,,,,,,,,
puerto_rico,,Puerto Rico,caribbean,puerto_rico,puerto_rico,puerto_rico,puerto_rico,puerto_rico,puerto_rico,puerto_rico,puerto_rico,,,17.940279,-66.931585,Puerto Rico,6,25000,986000,,,,,,,,,,,,,,,,,
qatar,,Qatar,persian_gulf,qatar,qatar,qatar,qatar,qatar,qatar,qatar,qatar,,,24.86088,51.099001,Qatar,2,2000,11000,1930,5,1700,500,,0.033,,arabia,,,,,,,,,
reunion,,Réunion,indian_west,reunion,reunion,reunion,reunion,reunion,reunion,reunion,reunion,,,-21.731104,55.680568,Réunion,1.35,4500,178000,,,,,,,,,,,,,,,,,
romania,,Romania,b_sea,romania,romania,romania,romania,romania,romania,romania,romania,,country,45.035097,26.987629,Romania,4.4,20000,5000000,1930,1,100,100,7,0.03,,"ukraine, moldova, hungary, serbia, bulgaria",,,,,,,,,
russian_far_east,,Russian Far East,japan_sea,russia,russia,russia,russia,russia,russia,russia,russia,1,home,52.01699,134.11882,Russian Far East,8.5,40000,4981340,1925,2,500,100,7,,,"manchuria, siberian_russia, southern_siberia, northeast_korea",,,,,,,,,
rwanda,,Rwanda,indian_west,rwanda,rwanda,rwanda,rwanda,rwanda,rwanda,rwanda,rwanda,,,-2.012507796,29.82844119,Rwanda,1.2,1000,990000,1930,1,100,70,,,,"uganda, congo_free_state, tanganyika, burundi",,,,,,,,,
sarawak,,Sarawak,se_asia,malaysia,malaysia,malaysia,malaysia,malaysia,malaysia,malaysia,malaysia,,,2.296353,113.740485,Sarawak,3,1000,500000,1908,10,600,500,,,,"borneo, brunei, north_borneo",,,,,,,,,
sardinia,,Sardinia,medit2,italy,italy,italy,italy,italy,italy,italy,italy,1,home,40.195412,9.013224,Sardinia,4,15000,350000,,,,,,,,,,,,,,,,,
scotland,,Scotland,n_sea,britain,britain,britain,britain,britain,britain,britain,scotland,1,home,56.81027777,-3.98376559,Scotland,35,130000,4472103,,,,,7,0.05,,"north_east_england, north_west_england",,,,,,,,,
senegal,,Senegal,c_atlantic,senegal,senegal,senegal,senegal,senegal,senegal,senegal,senegal,,,14.890284,-14.956799,Senegal,5,10000,1200000,,,,,7,,,"gambia, mauritania, french_sudan, french_guinea, portuguese_guinea",,,,,,,,,
serbia,,Serbia,adriatic,serbia,serbia,serbia,serbia,serbia,serbia,serbia,serbia,,country,43.66687,21.131283,Serbia,5,0,2579800,,,,,,0.04,3,"bosnia_&_herzegovina, croatia, montenegro, central_balkans, romania, hungary, kosovo, bulgaria",,,,,,,,,
seychelles,,Seychelles,indian_west,seychelles,seychelles,seychelles,seychelles,seychelles,seychelles,seychelles,seychelles,,,-5.923429,54.208512,Seychelles,0.8,3000,22000,,,,,,,,,,,,,,,,,
sgssi,,SGSSI,s_am_east,argentina,argentina,argentina,argentina,argentina,argentina,argentina,argentina,,,-54.669304,-36.707175,SGSSI,0.1,20000,1000,1920,0.2,200,500,,,,,,,,,,,,,
shetland,,Shetland,n_sea,britain,britain,britain,britain,britain,britain,britain,scotland,1,home,60.30506162,-1.265866398,Shetland,0.15,10000,9000,,,,,0.01,0.03,4,,,,,,,,,,
shikoku,,Shikoku,ne_asia,japan,japan,japan,japan,japan,japan,japan,japan,1,home,33.79264446,133.619077,Shikoku,2.5,145000,975000,,,,,7,,3,,,,,,,,,,
siberian_russia,,Siberian Russia,οkhotsk_sea,russia,russia,russia,russia,russia,russia,russia,russia,1,home,61.725573,92.036889,Siberian Russia,7.5,0,5692960,1925,15,4000,2000,,,5,"central_russia,  mongolia, kazakhstan, russian_far_east, northern_russia, eastern_siberia, southern_siberia, xinjiang, northern_china, manchuria",,,,,,,,,
sierra_leone,,Sierra Leone,c_atlantic,sierra_leone,sierra_leone,sierra_leone,sierra_leone,sierra_leone,sierra_leone,sierra_leone,sierra_leone,,,8.420761,-11.606045,Sierra Leone,4,3000,1027000,,,,,7,,,"french_guinea, liberia",,,,,,,,,
singapore,,Singapore,se_asia,singapore,singapore,singapore,singapore,singapore,singapore,singapore,singapore,,,1.733731,103.695443,Singapore,3.5,25000,75729,,,,,,,,malaya,,,,,,,,,
slovenia,,Slovenia,adriatic,austria,austria,austria,austria,austria,austria,austria,slovenia,1,home,46.07241652,14.65887748,Slovenia,4.5,0,2150000,,,,,7,0.05,,"northeast_italy, austria, hungary, croatia",,,,,,,,,
solomon_islands,,Solomon Islands,oceania_north,solomon_islands,solomon_islands,solomon_islands,solomon_islands,solomon_islands,solomon_islands,solomon_islands,solomon_islands,,,-8.086897,158.441201,Solomon Islands,2.5,25000,135000,,,,,,,,,,,,,,,,,
south_africa,,South Africa,s_atlantic,south_africa,south_africa,south_africa,south_africa,south_africa,south_africa,south_africa,south_africa,,,-30.70356,24.80518,South Africa,6,15000,9100000,,,,,7,,,"southwest_africa, bechuanaland, orange_free_state, transvaal, mozambique, swaziland, basutoland",,,,,,,,,
south_brazil,,Southern Brazil,s_am_east,brazil,brazil,brazil,brazil,brazil,brazil,brazil,brazil,,country,-8.359217,-55.582261,Southern Brazil,9.5,45000,11246000,1930,5,800,300,7,0.03,,"uruguay, paraguay, argentina, bolivia, north_brazil",,,,,,,,,
south_egypt,,Southern Egypt,red_sea,egypt,egypt,egypt,egypt,egypt,egypt,egypt,egypt,,,25.49734318,30.2326833,Southern Egypt,8,25000,6500000,1912,10,450,1000,15,0.03,1.5,"cyrenaica, sudan, north_egypt",,,,,,,,,
south_hokkaido,,South Hokkaido,ne_asia,japan,japan,japan,japan,japan,japan,japan,japan,1,home,42.76637464,142.5063538,South Hokkaido,3,45000,1056000,,,,,7,,3,north_hokkaido,,,,,,,,,
south_honshu,,South Honshu,ne_asia,japan,japan,japan,japan,japan,japan,japan,japan,1,home,36.18601962,139.4594476,South Honshu,13,145000,19000000,,,,,7,,3,"north_honshu, kyushu",,,,,,,,,
south_sakhalin,,South Sakhalin,japan_sea,sakhalin,sakhalin,sakhalin,sakhalin,sakhalin,sakhalin,sakhalin,sakhalin,,,49.36611295,142.647868,South Sakhalin,2.5,40000,75500,1920,2,400,500,3,,,north_sakhalin,,,,,,,,,
south_sudan,,South Sudan,red_sea,sudan,sudan,sudan,sudan,sudan,sudan,sudan,sudan,,country,7.703822446,30.26061804,South Sudan,3,0,1348000,1930,3,600,700,,,,"sudan, central_african_republic, ethiopia, uganda, congo_free_state, british_east_africa",,,,,,,,,
southeast_korea,,Southeast Korea,japan_sea,korean_kingdom,korean_kingdom,korean_kingdom,korean_kingdom,korean_kingdom,korean_kingdom,korean_kingdom,korean_kingdom,,,36.97996212,128.7248613,Southeast Korea,4.5,50000,5253300,,,,,7,0.035,,"northwest_korea, northeast_korea, southwest_korea",,,,,,,,,
southeastern_seaboard,,Southeastern Seaboard,n_am_east,usa,usa,usa,usa,usa,usa,usa,usa,1,home,35.767539,-80.294725,Southeastern Seaboard,13.5,120000,15242440,1890,100,950,500,,,,"eastern_usa, central_usa, gulf_coast",,,,,,,,,
southern_alaska,,Southern Alaska,alaska_gulf,alaska,alaska,alaska,alaska,alaska,alaska,alaska,alaska,,,63.95639458,-149.2294651,Southern Alaska,1,25000,63592,1930,5,950,400,,,,"northern_canada, british_columbia, northern_alaska, eastern_aleutians",,,,,,,,,
southern_algeria,,Southern Algeria,medit2,algeria,algeria,algeria,algeria,algeria,algeria,algeria,algeria,,,27.33594936,1.746912083,Southern Algeria,1.5,4000,1225000,1930,2,300,100,7,,,"northern_algeria, tunisia, tripolitania, niger, french_sudan, mauritania, western_sahara, morocco, fezzan-ghadames",,,,,,,,,
southern_china,,Southern China,se_asia,china,china,china,china,china,china,china,china,1,home,25.29452377,108.7694713,Southern China,15,75000,66500000,1920,5,1750,2000,7,0.015,,"central_china, burma, tonkin, laos, kwang-chou-wan, hong_kong, eastern_china",,,,,,,,,
southern_colombia,,Southern Colombia,s_am_west,colombia,colombia,colombia,colombia,colombia,colombia,colombia,colombia,,country,1.732436,-74.655823,Southern Colombia,6,15000,1247100,1916,5,400,400,7,,,"ecuador, northern_colombia, north_brazil, venezuela, panama, peru",,,,,,,,,
southern_england,,Southern England,english_channel,britain,britain,britain,britain,britain,britain,britain,britain,1,home,51.19286747,-1.564801168,Southern England,40,120000,16539699,1895,100,750,500,7,0.03,,"wales, eastern_england",,,,,,,,,
southern_finland,,Southern Finland,baltic,finland,finland,finland,finland,finland,finland,finland,finland,,,61.897096,26.100266,Southern Finland,4,40000,1756000,1930,3,400,100,7,0.03,3,"northern_russia, northern_finland, central_russia",,,,,,,,,
southern_france,,Southern France,medit2,france,france,france,france,france,france,france,france,1,home,44.762571,4.467499,Southern France,30,75000,12900000,,,,,,0.03,,"southern_spain, northwest_italy, switzerland, western_france, northern_france",,,,,,,,,
southern_germany,,Southern Germany,n_sea,germany,germany,germany,germany,germany,germany,germany,germany,1,home,48.504864,10.782328,Southern Germany,25,0,10146092,,,,,7,0.03,,"switzerland, austria, luxembourg, northern_france, western_germany, eastern_germany, bohemia-moravia",,,,,,,,,
southern_greece,,Southern Greece,aegean,greece,greece,greece,greece,greece,greece,greece,greece,,country,37.103808,22.441516,Southern Greece,10,35000,2250000,1930,1,200,100,33,0.061,5,northern_greece,,,,,,,,,
southern_italy,,Southern Italy,adriatic,italy,italy,italy,italy,italy,italy,italy,italy,1,home,40.33634458,16.06658764,Southern Italy,20,120000,5500000,,,,,7,0.03,,"central_italy, northeast_italy",,,,,,,,,
southern_norway,,Southern Norway,n_sea,norway,norway,norway,norway,norway,norway,norway,norway,,country,61.86287615,9.162050019,Southern Norway,6,60000,1512000,1930,5,200,150,7,0.05,3,"western_sweden, eastern_sweden, northern_norway",,,,,,,,,
southern_rhodesia,,Southern Rhodesia,indian_west,zimbabwe,zimbabwe,zimbabwe,zimbabwe,zimbabwe,zimbabwe,zimbabwe,zimbabwe,,country,-19.016667,30.016667,Southern Rhodesia,3.9,0,692000,,,,,,,,"northern_rhodesia, mozambique, bechuanaland",,,,,,,,,
southern_russia,,Southern Russia,b_sea,russia,russia,russia,russia,russia,russia,russia,russia,1,home,49.94863216,42.6936419,Southern Russia,12,150000,10188050,1890,100,500,1500,7,0.03,,"central_russia, ukraine, kazakhstan, georgia, azerbaijan, crimaia",,,,,,,,,
southern_siberia,,Southern Siberia,οkhotsk_sea,russia,russia,russia,russia,russia,russia,russia,russia,1,home,64.35804842,153.289046,Southern Siberia,0.4,0,45000,1930,1,1000,500,,,5,"kamchatka, eastern_siberia, siberian_russia, russian_far_east",,,,,,,,,
southern_spain,,Southern Spain,medit2,spain,spain,spain,spain,spain,spain,spain,spain,1,home,38.336278,-2.07953,Southern Spain,10,85000,9500000,,,,,,0.03,,"southern_france, western_spain, northern_spain, western_france, gibraltar",,,,,,,,,
southern_turkey,,Southern Turkey,medit,ottoman,ottoman,ottoman,ottoman,ottoman,ottoman,ottoman,ottoman,,country,37.69,33.08,Southern Turkey,6,45000,5500000,,,,,7,0.12,,"syria, eastern_turkey, western_turkey, northern_turkey",,,,,,,,,
southwest_africa,,Southwest Africa,s_atlantic,namibia,namibia,namibia,namibia,namibia,namibia,namibia,namibia,,,-22.339521,16.6603,Southwest Africa,5,20000,210000,,,,,7,,,"bechuanaland, south_africa, angola, northern_rhodesia",,,,,,,,,
southwest_korea,,Southwest Korea,yellow_sea,korean_kingdom,korean_kingdom,korean_kingdom,korean_kingdom,korean_kingdom,korean_kingdom,korean_kingdom,korean_kingdom,,,36.31004031,127.0988852,Southwest Korea,6.5,50000,6105100,,,,,7,0.035,,"northwest_korea, southeast_korea",,,,,,,,,
southwest_mexico,,Southwest Mexico,n_am_west,mexico,mexico,mexico,mexico,mexico,mexico,mexico,mexico,,country,17.50295716,-99.43611928,Southwest Mexico,3.5,15000,3000000,1925,5,900,500,7,,,"british_honduras, western_mexico, eastern_mexico",,,,,,,,,
sudan,,Sudan,red_sea,sudan,sudan,sudan,sudan,sudan,sudan,sudan,sudan,,country,13.930448,30.42873,Sudan,5,5000,5588000,1930,5,400,500,,,,"south_egypt, cyrenaica, chad, central_african_republic, ethiopia, eritrea, south_sudan",,,,,,,,,
sulawesi,,Sulawesi,indonesian_sea,indonesia,indonesia,indonesia,indonesia,indonesia,indonesia,indonesia,indonesia,,,-2.381633,120.483403,Sulawesi,4,30000,1320026,1895,10,400,500,,,,,,,,,,,,,
sumatra,,Sumatra,se_asia,sumatra,sumatra,sumatra,sumatra,sumatra,sumatra,sumatra,sumatra,,,-0.487982,101.533922,Sumatra,6,5000,9454843,1895,10,500,500,4,,,,,,,,,,,,
suriname,,Suriname,caribbean,suriname,suriname,suriname,suriname,suriname,suriname,suriname,suriname,,,4.165116,-55.900766,Suriname,4,1000,86000,,,,,,,,"french_guiana, british_guiana, north_brazil",,,,,,,,,
swaziland,,Swaziland,indian_west,swaziland,swaziland,swaziland,swaziland,swaziland,swaziland,swaziland,swaziland,,,-26.57459725,31.44450753,Swaziland,1.3,0,420000,,,,,15,0.005,,"south_africa, transvaal, mozambique",,,,,,,,,
switzerland,,Switzerland,adriatic,switzerland,switzerland,switzerland,switzerland,switzerland,switzerland,switzerland,switzerland,,country,46.797949,8.33441,Switzerland,15,0,3315400,,,,,,0.03,7,"southern_germany, southern_france, northern_france, austria, northeast_italy, northwest_italy",,,,,,,,,
syria,,Syria,medit,syria,syria,syria,syria,syria,syria,syria,syria,,,34.992578,38.604999,Syria,5,20000,750000,1930,4,400,100,10,0.03,3,"lebanon, transjordania, iraq, southern_turkey, eastern_turkey, palestine",,,,,,,,,
tajikistan,,Tajikistan,arabian_sea,tajikistan,tajikistan,tajikistan,tajikistan,tajikistan,tajikistan,tajikistan,tajikistan,,,38.57974685,71.21609014,Tajikistan,2.5,0,4568256,1930,5,75,35,10,,3,"kyrgyzstan, uzbekistan, afghanistan, xinjiang",,,,,,,,,
tanganyika,,Tanganyika,indian_west,tanganyika,tanganyika,tanganyika,tanganyika,tanganyika,tanganyika,tanganyika,tanganyika,,,-6.571685,35.086366,Tanganyika,5,1000,3500000,1930,4,400,100,,,,"british_east_africa, uganda, congo_free_state, northern_rhodesia, nyasaland, mozambique, rwanda, burundi",,,,,,,,,
tasmania,,Tasmania,oceania_south,tasmania,tasmania,tasmania,tasmania,tasmania,tasmania,tasmania,tasmania,,,-42.192165,146.598695,Tasmania,1.7,15000,76000,1930,1,200,100,,,,,,,,,,,,,
territory_of_papua,,Territory of Papua,oceania_north,papua,papua,papua,papua,papua,papua,papua,papua,,,-8.614482,147.570515,Territory of Papua,3,1000,400000,1912,2,300,,,,,"dutch_new_guinea, german_new_guinea",,,,,,,,,
thailand,,Thailand,se_asia,thailand,thailand,thailand,thailand,thailand,thailand,thailand,thailand,,country,15.280033,100.97176,Thailand,9,15000,11838000,,,,,7,,,"malaya, burma, laos, cambodia",,,,,,,,,
tibet,,Tibet,benghal_sea,china,china,china,china,tibet,tibet,tibet,tibet,1,home,32.03184366,86.84009316,Tibet,5,0,3500000,1920,0.005,750,500,15,0.01,5,"nepal, kashmir, northern_india, xinjiang, central_china, bhutan, north-east_frontier, eastern_india",,,,,,,,,
timor,,Timor,indonesian_sea,timor,timor,timor,timor,timor,timor,timor,timor,,,-8.752065128,125.9196848,Timor,1.75,35000,175000,,,,,,,,java,,,,,,,,,
togoland,,Togoland,w_africa,ghana,ghana,ghana,ghana,ghana,ghana,ghana,ghana,,,7.835483,1.106153,Togoland,5.7,20000,920000,1930,4,125,75,7,,,"dahomey, gold_coast, upper_volta",,,,,,,,,
tonga,,Tonga,s_pacific,tonga,tonga,tonga,tonga,tonga,tonga,tonga,tonga,,country,-20.336262,-174.889933,Tonga,0.8,10000,21000,1925,1,200,100,7,,,,,,,,,,,,
tonkin,,Tonkin,se_asia,north_vietnam,north_vietnam,north_vietnam,north_vietnam,north_vietnam,north_vietnam,north_vietnam,north_vietnam,,,21.53514,105.523465,Tonkin,3.7,10000,6000000,1925,1,200,100,7,,,"laos, annam, southern_china",,,,,,,,,
transjordania,,Transjordania,medit,jordan,jordan,jordan,jordan,jordan,jordan,jordan,jordan,,,30,37.226793,Transjordania,3.6,0,450000,,,,,7,,,"palestine, syria, iraq, arabia, hejaz",,,,,,,,,
transvaal,,Transvaal,indian_west,transvaal,transvaal,transvaal,transvaal,transvaal,transvaal,transvaal,transvaal,,country,-25.35523,28.924594,Transvaal,3.5,0,1400000,,,,,35,0.005,,"south_africa, mozambique, swaziland, orange_free_state, bechuanaland",,,,,,,,,
trinidad,,Trinidad,caribbean,trinidad,trinidad,trinidad,trinidad,trinidad,trinidad,trinidad,trinidad,,,10.07716,-61.111093,Trinidad,3.5,18000,320000,,,,,7,,,,,,,,,,,,
tripolitania,,Tripolitania,medit3,libya,libya,libya,libya,libya,libya,libya,libya,,,31.19324837,13.02271579,Tripolitania,3,25000,325500,1925,5,850,1000,15,0.03,1.5,"tunisia, southern_algeria, cyrenaica, fezzan-ghadames",,,,,,,,,
trucial_states,,Trucial States,persian_gulf,uae,uae,uae,uae,uae,uae,uae,uae,,,24.038894,54.05382,Trucial States,1.2,1000,70000,1930,5,600,500,,,,"arabia, oman",,,,,,,,,
tunisia,,Tunisia,medit3,tunisia,tunisia,tunisia,tunisia,tunisia,tunisia,tunisia,tunisia,,,34.062112,9.558722,Tunisia,3,20000,1900000,1930,5,375,200,7,0.01,,"tripolitania, northern_algeria, southern_algeria",,,,,,,,,
turkmenistan,,Turkmenistan,arabian_sea,turkmenistan,turkmenistan,turkmenistan,turkmenistan,turkmenistan,turkmenistan,turkmenistan,turkmenistan,,,39.0486007,59.30758676,Turkmenistan,3,0,6560126,1900,5,400,250,10,,3,"uzbekistan, afghanistan, persia, kazakhstan",,,,,,,,,
turks_&_caicos_islands,,Turks & Caicos Islands,caribbean,caicos,caicos,caicos,caicos,caicos,caicos,caicos,caicos,,,22.007012,-72.144411,Turks & Caicos Islands,1.75,6000,5500,,,,,,,,,,,,,,,,,
uganda,,Uganda,indian_west,uganda,uganda,uganda,uganda,uganda,uganda,uganda,uganda,,,0.846044,32.020606,Uganda,3,0,1649900,,,,,7,,,"british_east_africa, tanganyika, congo_free_state, south_sudan, rwanda",,,,,,,,,
ukraine,,Ukraine,b_sea,russia,russia,russia,russia,ukraine,russia,russia,ukraine,1,home,49.63208384,29.99928461,Ukraine,12,90000,21798720,1920,5,900,200,7,0.03,,"belarus, eastern_poland, galicia, hungary, romania, moldova, central_russia, southern_russia, crimaia",,,,,,,,,
upper_volta,,Upper Volta,w_africa,upper_volta,upper_volta,upper_volta,upper_volta,upper_volta,upper_volta,upper_volta,upper_volta,,country,11.952705,-1.497963,Upper Volta,3.4,0,2222000,,,,,7,,,"french_sudan, ivory_coast, gold_coast, togoland, dahomey, niger",,,,,,,,,
uruguay,,Uruguay,s_am_east,uruguay,uruguay,uruguay,uruguay,uruguay,uruguay,uruguay,uruguay,,country,-32.803953,-56.039199,Uruguay,6,4000,943000,1925,2,200,100,7,0.03,,"south_brazil, argentina",,,,,,,,,
uzbekistan,,Uzbekistan,arabian_sea,uzbekistan,uzbekistan,uzbekistan,uzbekistan,uzbekistan,uzbekistan,uzbekistan,uzbekistan,,,42.11410513,63.77662166,Uzbekistan,2.75,0,7251060,1930,2,400,2000,10,,3,"kazakhstan, turkmenistan, tajikistan, kyrgyzstan, afghanistan",,,,,,,,,
vanuatu,,Vanuatu,s_pacific,vanuatu,vanuatu,vanuatu,vanuatu,vanuatu,vanuatu,vanuatu,vanuatu,,country,-15.263711,166.861199,Vanuatu,1,13000,45000,,,,,,,,,,,,,,,,,
venezuela,,Venezuela,caribbean,venezuela,venezuela,venezuela,venezuela,venezuela,venezuela,venezuela,venezuela,,country,7.361657,-66.282812,Venezuela,7,40000,2445000,1912,5,4500,500,7,,,"northern_colombia, southern_colombia, north_brazil, british_guiana",,,,,,,,,
virgin_islands,,Virgin Islands,caribbean,virgin_islands,virgin_islands,virgin_islands,virgin_islands,virgin_islands,virgin_islands,virgin_islands,virgin_islands,,,17.420768,-62.252336,Virgin Islands,3,20000,28000,,,,,,,,,,,,,,,,,
wales,,Wales,irish_sea,britain,britain,britain,britain,britain,britain,britain,wales,1,home,52.30077797,-3.323593321,Wales,25,25000,2012876,,,,,7,0.03,,"north_west_england, eastern_england, southern_england",,,,,,,,,
weihaiwei,,Weihaiwei,yellow_sea,china,china,china,china,china,china,china,china,1,home,36.994382,121.827537,Weihaiwei,4,40000,275000,1925,2,300,100,7,,,northeast_china,,,,,,,,,
west_greenland,,West Greenland,labrador_sea,greenland,greenland,greenland,greenland,greenland,greenland,greenland,greenland,,,72.51078187,-48.48990589,West Greenland,0.5,7000,4000,1920,1,900,500,,,,east_greenland,,,,,,,,,
west_phillipinnes,,West Philippines,se_asia,phillipinnes,phillipinnes,phillipinnes,phillipinnes,phillipinnes,phillipinnes,phillipinnes,phillipinnes,,,11.70623876,121.2527084,West Philippines,5,35000,10990030,1895,4,100,100,7,,,,,,,,,,,,
western_australia,,Western Australia,indian_east,australia,australia,australia,australia,australia,australia,australia,australia,1,home,-24.783896,128.709988,Western Australia,4,20000,1129590,1920,5,525,250,,,,"eastern_australia, northern_australia",,,,,,,,,
western_denmark,,Western Denmark,n_sea,denmark,denmark,denmark,denmark,denmark,denmark,denmark,denmark,,country,55.70734674,8.838586618,Western Denmark,4.5,30000,1240000,1925,2,200,100,5,0.03,4,"western_germany, eastern_germany, eastern_denmark",,,,,,,,,
western_france,,Western France,biscaic,france,france,france,france,france,france,france,france,1,home,46.25,1.1,Western France,31,100000,10114000,,,,,7,0.03,,"northern_france, southern_france, northern_spain, southern_spain",,,,,,,,,
western_germany,,Western Germany,n_sea,germany,germany,germany,germany,germany,germany,germany,germany,1,home,51.014777,9.061712,Western Germany,42,100000,18601169,1890,100,800,1500,7,0.03,3,"eastern_germany, netherlands, luxembourg, southern_germany, belgium, western_denmark",,,,,,,,,
western_gilbert_&_ellice_islands,,Western Gilbert & Ellice Islands,s_pacific,kiribati,kiribati,kiribati,kiribati,kiribati,kiribati,kiribati,kiribati,,,0.186725,174.010642,Western Gilbert & Ellice Islands,1,15000,25000,,,,,,,,,,,,,,,,,
western_india,,Western India,arabian_sea,india,india,india,india,india,india,india,india,,,20.97664693,75.64133499,Western India,10,80000,85000000,1890,100,250,1000,15,,,"pakistan, northern_india, eastern_india",,,,,,,,,
western_mexico,,Northwest Mexico,n_am_west,mexico,mexico,mexico,mexico,mexico,mexico,mexico,mexico,,country,21.55847535,-104.3685554,Northwest Mexico,4.5,10000,4607000,1920,4,800,400,,,,"gulf_coast, eastern_mexico, western_usa, northeast_mexico, southwest_mexico",,,,,,,,,
western_sahara,,Western Sahara,n_atlantic,western_sahara,western_sahara,western_sahara,western_sahara,western_sahara,western_sahara,western_sahara,western_sahara,,,24.608908,-13.218668,Western Sahara,2.5,10000,35000,,,,,10,,,"morocco, southern_algeria, mauritania",,,,,,,,,
western_samoa,,Western Samoa,s_pacific,samoa,samoa,samoa,samoa,samoa,samoa,samoa,samoa,,country,-14.307994,-172.848982,Western Samoa,0.3,5000,6000,,,,,,,,,,,,,,,,,
western_sicily,,Western Sicily,medit2,italy,italy,italy,italy,italy,italy,italy,italy,1,home,37.70348384,13.22264824,Western Sicily,5,25000,1100000,,,,,,0.03,,eastern_sicily,,,,,,,,,
western_spain,,Western Spain,n_atlantic,spain,spain,spain,spain,spain,spain,spain,spain,1,home,38.724291,-5.903223,Western Spain,8,65000,2300000,,,,,7,0.03,,"northern_spain, portugal, southern_spain",,,,,,,,,
