#id (do not edit),enabled / disabled,caliber in mm,sub-name,country override (several),ship type override (several),,,"model, grade N","scaling, grade N","scaling, grade N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@name,enabled,#mm,subName,countries,shipTypes,#comment,#BASE,model_1,weight_modifier_1,scale_1,max_scale_1,caliber_length_modifier_1,#model_STD_1,#caliber_EST_1,#weight_EST_1,model_2,weight_modifier_2,scale_2,max_scale_2,caliber_length_modifier_2,#model_STD_2,#caliber_EST_2,#weight_EST_2,model_3,weight_modifier_3,scale_3,max_scale_3,caliber_length_modifier_3,#model_STD_3,#caliber_EST_3,#weight_EST_3,model_4,weight_modifier_4,scale_4,max_scale_4,caliber_length_modifier_4,#model_STD_4,#caliber_EST_4,#weight_EST_4,model_5,weight_modifier_5,scale_5,max_scale_5,caliber_length_modifier_5,#model_STD_5,#caliber_EST_5,#weight_EST_5,#,#,#,#
"gun_5_x4_spain_bb,bc",,127,gun_5_x4,spain,"bb, bc",,0.1636,,,,,,,,,dreadnought_gun_178_x4,1.2,1.025,1.096875,,0.5845,47.1786,1.2577,dreadnought_gun_178_x4,1.22,1.05,1.12125,,0.5918,48.8298,1.2734,iowa_gun_b_127_x4,1.18,1.15,1.31625,,0.9016,50.5574,1.3608,iowa_gun_b_127_x4,1.2,1.164375,1.332703125,,0.9128,52.3269,1.3778,,,,
"gun_6_x1_spain_bb,bc",,152,gun_6_x1,spain,"bb, bc",,0.1859,tsesarevich_gun_152_x1,1.25,1,1.0725,,0.7259,46.4054,1.369,dreadnought_gun_178_x1,1.18,1.125,1.17,,0.5845,46.3384,1.2353,dreadnought_gun_178_x1,1.2,1.15,1.194375,,0.5918,47.9602,1.2508,iowa_gun_b_127_x1,1.18,1.35,1.51125,,0.9016,49.6562,1.3366,iowa_gun_b_127_x1,1.2,1.366875,1.530140625,,0.9128,51.3941,1.3533,,,,
"gun_6_x2_spain_bb,bc",,152,gun_6_x2,spain,"bb, bc",,0.1859,tsesarevich_gun_152_x2,1.25,1,1.0725,,0.7259,46.4054,1.369,dreadnought_gun_178_x2,1.18,1.125,1.17,,0.5845,46.3384,1.2353,dreadnought_gun_178_x2,1.2,1.15,1.194375,,0.5918,47.9602,1.2508,iowa_gun_b_127_x2,1.18,1.35,1.51125,,0.9016,49.6573,1.3366,iowa_gun_b_127_x2,1.2,1.366875,1.530140625,,0.9128,51.3953,1.3533,,,,
"gun_6_x3_spain_bb,bc",,152,gun_6_x3,spain,"bb, bc",,0.1859,tsesarevich_gun_152_x3,1.25,1,1.0725,,0.7259,46.4054,1.369,dreadnought_gun_178_x3,1.18,1.125,1.17,,0.5845,46.3384,1.2353,dreadnought_gun_178_x3,1.2,1.15,1.194375,,0.5918,47.9602,1.2508,iowa_gun_b_127_x3,1.18,1.35,1.51125,,0.9016,49.6573,1.3366,iowa_gun_b_127_x3,1.2,1.366875,1.530140625,,0.9128,51.3953,1.3533,,,,
"gun_6_x4_spain_bb,bc",,152,gun_6_x4,spain,"bb, bc",,0.1859,,,,,,,,,dreadnought_gun_178_x4,1.18,1.125,1.17,,0.5845,46.3384,1.2353,dreadnought_gun_178_x4,1.2,1.15,1.194375,,0.5918,47.9602,1.2508,iowa_gun_b_127_x4,1.18,1.35,1.51125,,0.9016,49.657,1.3366,iowa_gun_b_127_x4,1.2,1.366875,1.530140625,,0.9128,51.395,1.3533,,,,
"gun_7_x1_spain_bb,bc",,178,gun_7_x1,spain,"bb, bc",,0.2118,tsesarevich_gun_152_x1,1.25,1.1,1.17,,0.7259,45.6784,1.3476,dreadnought_gun_178_x1,1.18,1.2,1.243125,,0.5845,45.6124,1.216,dreadnought_gun_178_x1,1.2,1.225,1.2675,,0.5918,47.2089,1.2312,iowa_gun_b_127_x1,1.18,1.55,1.70625,,0.9016,48.8782,1.3156,iowa_gun_b_127_x1,1.2,1.569375,1.727578125,,0.9128,50.589,1.3321,,,,
"gun_7_x2_spain_bb,bc",,178,gun_7_x2,spain,"bb, bc",,0.2118,tsesarevich_gun_152_x2,1.25,1.1,1.17,,0.7259,45.6784,1.3476,dreadnought_gun_178_x2,1.18,1.2,1.243125,,0.5845,45.6124,1.216,dreadnought_gun_178_x2,1.2,1.225,1.2675,,0.5918,47.2089,1.2312,iowa_gun_b_127_x2,1.18,1.55,1.70625,,0.9016,48.8794,1.3157,iowa_gun_b_127_x2,1.2,1.569375,1.727578125,,0.9128,50.5901,1.3321,,,,
"gun_7_x3_spain_bb,bc",,178,gun_7_x3,spain,"bb, bc",,0.2118,tsesarevich_gun_152_x3,1.25,1.1,1.17,,0.7259,45.6784,1.3476,dreadnought_gun_178_x3,1.18,1.2,1.243125,,0.5845,45.6124,1.216,dreadnought_gun_178_x3,1.2,1.225,1.2675,,0.5918,47.2089,1.2312,iowa_gun_b_127_x3,1.18,1.55,1.70625,,0.9016,48.8794,1.3157,iowa_gun_b_127_x3,1.2,1.569375,1.727578125,,0.9128,50.5901,1.3321,,,,
"gun_7_x4_spain_bb,bc",,178,gun_7_x4,spain,"bb, bc",,0.2118,,,,,,,,,dreadnought_gun_178_x4,1.18,1.2,1.243125,,0.5845,45.6124,1.216,dreadnought_gun_178_x4,1.2,1.225,1.2675,,0.5918,47.2089,1.2312,iowa_gun_b_127_x4,1.18,1.55,1.70625,,0.9016,48.8791,1.3157,iowa_gun_b_127_x4,1.2,1.569375,1.727578125,,0.9128,50.5898,1.3321,,,,
"gun_7_x1_spain_ca,cl",,178,gun_7_x1,spain,"ca, cl",,0.2118,,,,,,,,,,,,,,,,,,,,,,,,,kgeorge_gun_380_x1_b,1.18,0.7,0.73125,,0.3211,55.0451,1.4043,kgeorge_gun_380_x1_b,1.2,0.70875,0.740390625,,0.3251,56.9716,1.4219,,,,
"gun_7_x2_spain_ca,cl",,178,gun_7_x2,spain,"ca, cl",,0.2118,,,,,,,,,,,,,,,,,,,,,,,,,kgeorge_gun_380_x2_b,1.18,0.7,0.73125,,0.3211,55.0451,1.4043,kgeorge_gun_380_x2_b,1.2,0.70875,0.740390625,,0.3251,56.9716,1.4219,,,,
"gun_7_x3_spain_ca,cl",,178,gun_7_x3,spain,"ca, cl",,0.2118,,,,,,,,,,,,,,,,,,,,,,,,,kgeorge_gun_380_x3_b,1.18,0.7,0.73125,,0.3211,55.0451,1.4043,kgeorge_gun_380_x3_b,1.2,0.70875,0.740390625,,0.3251,56.9717,1.4219,,,,
"gun_7_x4_spain_ca,cl",,178,gun_7_x4,spain,"ca, cl",,0.2118,,,,,,,,,,,,,,,,,,,,,,,,,kgeorge_gun_380_x4_b,1.18,0.7,0.73125,,0.3211,55.0451,1.4043,kgeorge_gun_380_x4_b,1.2,0.70875,0.740390625,,0.3251,56.9716,1.4219,,,,
"gun_8_x1_spain_bb,bc",,203,gun_8_x1,spain,"bb, bc",,0.235,tsesarevich_gun_152_x1,1.25,1.2,1.275,,0.7259,45.082,1.33,dreadnought_gun_178_x1,1.18,1.275,1.375,,0.5845,45.0169,1.2001,dreadnought_gun_178_x1,1.2,1.3,1.3921875,,0.5918,46.5925,1.2151,iowa_gun_b_127_x1,1.18,1.75,1.95,,0.9016,48.2401,1.2985,iowa_gun_b_127_x1,1.2,1.771875,1.974375,,0.9128,49.9285,1.3147,,,,
"gun_8_x2_spain_bb,bc",,203,gun_8_x2,spain,"bb, bc",,0.235,tsesarevich_gun_152_x2,1.25,1.2,1.275,,0.7259,45.082,1.33,dreadnought_gun_178_x2,1.18,1.275,1.375,,0.5845,45.0169,1.2001,dreadnought_gun_178_x2,1.2,1.3,1.3921875,,0.5918,46.5925,1.2151,iowa_gun_b_127_x2,1.18,1.75,1.95,,0.9016,48.2412,1.2985,iowa_gun_b_127_x2,1.2,1.771875,1.974375,,0.9128,49.9296,1.3147,,,,
"gun_8_x3_spain_bb,bc",,203,gun_8_x3,spain,"bb, bc",,0.235,tsesarevich_gun_152_x3,1.25,1.2,1.275,,0.7259,45.082,1.33,dreadnought_gun_178_x3,1.18,1.275,1.375,,0.5845,45.0169,1.2001,dreadnought_gun_178_x3,1.2,1.3,1.3921875,,0.5918,46.5925,1.2151,iowa_gun_b_127_x3,1.18,1.75,1.95,,0.9016,48.2412,1.2985,iowa_gun_b_127_x3,1.2,1.771875,1.974375,,0.9128,49.9296,1.3147,,,,
"gun_8_x4_spain_bb,bc",,203,gun_8_x4,spain,"bb, bc",,0.235,,,,,,,,,dreadnought_gun_178_x4,1.18,1.275,1.375,,0.5845,45.0169,1.2001,dreadnought_gun_178_x4,1.2,1.3,1.3921875,,0.5918,46.5925,1.2151,iowa_gun_b_127_x4,1.18,1.75,1.95,,0.9016,48.2409,1.2985,iowa_gun_b_127_x4,1.2,1.771875,1.974375,,0.9128,49.9293,1.3147,,,,
"gun_8_x1_spain_ca,cl",,203,gun_8_x1,spain,"ca, cl",,0.235,,,,,,,,,,,,,,,,,,,,,,,,,kgeorge_gun_380_x1_b,1.18,0.75,0.78,,0.3211,54.3264,1.386,kgeorge_gun_380_x1_b,1.2,0.759375,0.78975,,0.3251,56.2278,1.4033,,,,
"gun_8_x2_spain_ca,cl",,203,gun_8_x2,spain,"ca, cl",,0.235,,,,,,,,,,,,,,,,,,,,,,,,,kgeorge_gun_380_x2_b,1.18,0.75,0.78,,0.3211,54.3264,1.386,kgeorge_gun_380_x2_b,1.2,0.759375,0.78975,,0.3251,56.2278,1.4033,,,,
"gun_8_x3_spain_ca,cl",,203,gun_8_x3,spain,"ca, cl",,0.235,,,,,,,,,,,,,,,,,,,,,,,,,kgeorge_gun_380_x3_b,1.18,0.75,0.78,,0.3211,54.3264,1.386,kgeorge_gun_380_x3_b,1.2,0.759375,0.78975,,0.3251,56.2278,1.4033,,,,
"gun_8_x4_spain_ca,cl",,203,gun_8_x4,spain,"ca, cl",,0.235,,,,,,,,,,,,,,,,,,,,,,,,,kgeorge_gun_380_x4_b,1.18,0.75,0.78,,0.3211,54.3264,1.386,kgeorge_gun_380_x4_b,1.2,0.759375,0.78975,,0.3251,56.2278,1.4033,,,,
gun_9_x1_spain,,229,gun_9_x1,spain,,,0.2574,,,,,,,,,,,,,,,,,,,,,,,,,kgeorge_gun_380_x1_b,1.18,0.8,0.82875,,0.3211,53.6756,1.3694,kgeorge_gun_380_x1_b,1.2,0.81,0.839109375,,0.3251,55.5542,1.3865,,,,
gun_9_x2_spain,,229,gun_9_x2,spain,,,0.2574,,,,,,,,,,,,,,,,,,,,,,,,,kgeorge_gun_380_x2_b,1.18,0.8,0.82875,,0.3211,53.6756,1.3694,kgeorge_gun_380_x2_b,1.2,0.81,0.839109375,,0.3251,55.5542,1.3865,,,,
gun_9_x3_spain,,229,gun_9_x3,spain,,,0.2574,,,,,,,,,,,,,,,,,,,,,,,,,kgeorge_gun_380_x3_b,1.18,0.8,0.82875,,0.3211,53.6756,1.3694,kgeorge_gun_380_x3_b,1.2,0.81,0.839109375,,0.3251,55.5543,1.3865,,,,
gun_9_x4_spain,,229,gun_9_x4,spain,,,0.2574,,,,,,,,,,,,,,,,,,,,,,,,,kgeorge_gun_380_x4_b,1.18,0.8,0.82875,,0.3211,53.6756,1.3694,kgeorge_gun_380_x4_b,1.2,0.81,0.839109375,,0.3251,55.5542,1.3865,,,,
gun_10_x1_spain,,254,gun_10_x1,spain,,,0.2773,,,,,,,,,,,,,,,,,,,,,,,,,kgeorge_gun_380_x1_b,1.18,0.85,0.8775,,0.3211,53.1223,1.3553,kgeorge_gun_380_x1_b,1.2,0.860625,0.88846875,,0.3251,54.9816,1.3722,,,,
gun_10_x2_spain,,254,gun_10_x2,spain,,,0.2773,,,,,,,,,,,,,,,,,,,,,,,,,kgeorge_gun_380_x2_b,1.18,0.85,0.8775,,0.3211,53.1223,1.3553,kgeorge_gun_380_x2_b,1.2,0.860625,0.88846875,,0.3251,54.9816,1.3722,,,,
gun_10_x3_spain,,254,gun_10_x3,spain,,,0.2773,,,,,,,,,,,,,,,,,,,,,,,,,kgeorge_gun_380_x3_b,1.18,0.85,0.8775,,0.3211,53.1223,1.3553,kgeorge_gun_380_x3_b,1.2,0.860625,0.88846875,,0.3251,54.9816,1.3722,,,,
gun_10_x4_spain,,254,gun_10_x4,spain,,,0.2773,,,,,,,,,,,,,,,,,,,,,,,,,kgeorge_gun_380_x4_b,1.18,0.85,0.8775,,0.3211,53.1223,1.3553,kgeorge_gun_380_x4_b,1.2,0.860625,0.88846875,,0.3251,54.9816,1.3722,,,,
gun_11_x1_spain,,279,gun_11_x1,spain,,,0.2431,,,,,,,,,,,,,,,,,,,,,,,,,kgeorge_gun_380_x1_b,1.18,0.9,0.92625,,0.3211,52.6259,1.3426,kgeorge_gun_380_x1_b,1.2,0.91125,0.937828125,,0.3251,54.4679,1.3594,,,,
gun_11_x2_spain,,279,gun_11_x2,spain,,,0.2431,,,,,,,,,,,,,,,,,,,,,,,,,kgeorge_gun_380_x2_b,1.18,0.9,0.92625,,0.3211,52.6259,1.3426,kgeorge_gun_380_x2_b,1.2,0.91125,0.937828125,,0.3251,54.4679,1.3594,,,,
gun_11_x3_spain,,279,gun_11_x3,spain,,,0.2431,,,,,,,,,,,,,,,,,,,,,,,,,kgeorge_gun_380_x3_b,1.18,0.9,0.92625,,0.3211,52.626,1.3426,kgeorge_gun_380_x3_b,1.2,0.91125,0.937828125,,0.3251,54.4679,1.3594,,,,
gun_11_x4_spain,,279,gun_11_x4,spain,,,0.2431,,,,,,,,,,,,,,,,,,,,,,,,,kgeorge_gun_380_x4_b,1.18,0.9,0.92625,,0.3211,52.626,1.3426,kgeorge_gun_380_x4_b,1.2,0.91125,0.937828125,,0.3251,54.4679,1.3594,,,,
gun_12_x1_spain,,305,gun_12_x1,spain,,,0.2645,,,,,,,,,,,,,,,,,,,,,,,,,kgeorge_gun_380_x1_b,1.18,0.95,0.975,,0.3211,52.1591,1.3307,kgeorge_gun_380_x1_b,1.2,0.961875,0.9871875,,0.3251,53.9847,1.3473,,,,
gun_12_x2_spain,,305,gun_12_x2,spain,,,0.2645,,,,,,,,,,,,,,,,,,,,,,,,,kgeorge_gun_380_x2_b,1.18,0.95,0.975,,0.3211,52.1591,1.3307,kgeorge_gun_380_x2_b,1.2,0.961875,0.9871875,,0.3251,53.9847,1.3473,,,,
gun_12_x3_spain,,305,gun_12_x3,spain,,,0.2645,,,,,,,,,,,,,,,,,,,,,,,,,kgeorge_gun_380_x3_b,1.18,0.95,0.975,,0.3211,52.1592,1.3307,kgeorge_gun_380_x3_b,1.2,0.961875,0.9871875,,0.3251,53.9847,1.3473,,,,
gun_12_x4_spain,,305,gun_12_x4,spain,,,0.2645,,,,,,,,,,,,,,,,,,,,,,,,,kgeorge_gun_380_x4_b,1.18,0.95,0.975,,0.3211,52.1591,1.3307,kgeorge_gun_380_x4_b,1.2,0.961875,0.9871875,,0.3251,53.9847,1.3473,,,,
gun_13_x1_spain,,330,gun_13_x1,spain,,,0.2848,,,,,,,,,,,,,,,,,,,,,,,,,kgeorge_gun_380_x1_b,1.18,1,1.02375,,0.3211,51.7498,1.3202,kgeorge_gun_380_x1_b,1.2,1.0125,1.036546875,,0.3251,53.5611,1.3368,,,,
gun_13_x2_spain,,330,gun_13_x2,spain,,,0.2848,,,,,,,,,,,,,,,,,,,,,,,,,kgeorge_gun_380_x2_b,1.18,1,1.02375,,0.3211,51.7498,1.3202,kgeorge_gun_380_x2_b,1.2,1.0125,1.036546875,,0.3251,53.5611,1.3368,,,,
gun_13_x3_spain,,330,gun_13_x3,spain,,,0.2848,,,,,,,,,,,,,,,,,,,,,,,,,kgeorge_gun_380_x3_b,1.18,1,1.02375,,0.3211,51.7499,1.3202,kgeorge_gun_380_x3_b,1.2,1.0125,1.036546875,,0.3251,53.5611,1.3368,,,,
gun_13_x4_spain,,330,gun_13_x4,spain,,,0.2848,,,,,,,,,,,,,,,,,,,,,,,,,kgeorge_gun_380_x4_b,1.18,1,1.02375,,0.3211,51.7498,1.3202,kgeorge_gun_380_x4_b,1.2,1.0125,1.036546875,,0.3251,53.5611,1.3368,,,,
gun_14_x1_spain,,356,gun_14_x1,spain,,,0.3057,,,,,,,,,,,,,,,,,,,,,,,,,kgeorge_gun_380_x1_b,1.18,1.05,1.0725,,0.3211,51.3589,1.3103,kgeorge_gun_380_x1_b,1.2,1.063125,1.08590625,,0.3251,53.1564,1.3267,,,,
gun_14_x2_spain,,356,gun_14_x2,spain,,,0.3057,,,,,,,,,,,,,,,,,,,,,,,,,kgeorge_gun_380_x2_b,1.18,1.05,1.0725,,0.3211,51.3589,1.3103,kgeorge_gun_380_x2_b,1.2,1.063125,1.08590625,,0.3251,53.1564,1.3267,,,,
gun_14_x3_spain,,356,gun_14_x3,spain,,,0.3057,,,,,,,,,,,,,,,,,,,,,,,,,kgeorge_gun_380_x3_b,1.18,1.05,1.0725,,0.3211,51.3589,1.3103,kgeorge_gun_380_x3_b,1.2,1.063125,1.08590625,,0.3251,53.1564,1.3267,,,,
gun_14_x4_spain,,356,gun_14_x4,spain,,,0.3057,,,,,,,,,,,,,,,,,,,,,,,,,kgeorge_gun_380_x4_b,1.18,1.05,1.0725,,0.3211,51.3589,1.3103,kgeorge_gun_380_x4_b,1.2,1.063125,1.08590625,,0.3251,53.1564,1.3267,,,,
gun_15_x4_spain,,381,gun_15_x4,spain,,,0.3256,,,,,,,,,,,,,,,,,,,,,,,,,kgeorge_gun_380_x4_b,1.18,1.1,1.145625,,0.3211,51.0115,1.3014,kgeorge_gun_380_x4_b,1.2,1.11375,1.159945313,,0.3251,52.7969,1.3177,,,,
gun_15_x1_spain,,381,gun_15_x1,spain,,,0.3256,,,,,,,,,,,,,,,,,,,,,,,,,kgeorge_gun_380_x1_b,1.18,1.1,1.145625,,0.3211,51.0115,1.3014,kgeorge_gun_380_x1_b,1.2,1.11375,1.159945313,,0.3251,52.7969,1.3177,,,,
gun_15_x2_spain,,381,gun_15_x2,spain,,,0.3256,,,,,,,,,,,,,,,,,,,,,,,,,kgeorge_gun_380_x2_b,1.18,1.1,1.145625,,0.3211,51.0115,1.3014,kgeorge_gun_380_x2_b,1.2,1.11375,1.159945313,,0.3251,52.7969,1.3177,,,,
gun_15_x3_spain,,381,gun_15_x3,spain,,,0.3256,,,,,,,,,,,,,,,,,,,,,,,,,kgeorge_gun_380_x3_b,1.18,1.1,1.145625,,0.3211,51.0115,1.3014,kgeorge_gun_380_x3_b,1.2,1.11375,1.159945313,,0.3251,52.7969,1.3177,,,,
gun_16_x1_spain,,406,gun_16_x1,spain,,,0.3453,kgeorge_gun_380_x1_b,1.12,1.122914159,1.164724793,,0.3093,45.718,1.2459,kgeorge_gun_380_x1_b,1.14,1.140014375,1.182461719,,0.3132,47.3181,1.2614,kgeorge_gun_380_x1_b,1.16,1.157375,1.20046875,,0.3171,48.9742,1.2772,kgeorge_gun_380_x1_b,1.18,1.175,1.21875,,0.3211,50.6883,1.2932,kgeorge_gun_380_x1_b,1.2,1.1896875,1.233984375,,0.3251,52.4624,1.3093,,,,
gun_16_x2_spain,,406,gun_16_x2,spain,,,0.3453,kgeorge_gun_380_x2_b,1.12,1.122914159,1.164724793,,0.3093,45.7179,1.2459,kgeorge_gun_380_x2_b,1.14,1.140014375,1.182461719,,0.3132,47.3181,1.2614,kgeorge_gun_380_x2_b,1.16,1.157375,1.20046875,,0.3171,48.9742,1.2772,kgeorge_gun_380_x2_b,1.18,1.175,1.21875,,0.3211,50.6883,1.2932,kgeorge_gun_380_x2_b,1.2,1.1896875,1.233984375,,0.3251,52.4624,1.3093,,,,
gun_16_x3_spain,,406,gun_16_x3,spain,,,0.3453,kgeorge_gun_380_x3_b,1.12,1.122914159,1.164724793,,0.3093,45.718,1.2459,kgeorge_gun_380_x3_b,1.14,1.140014375,1.182461719,,0.3132,47.3181,1.2614,kgeorge_gun_380_x3_b,1.16,1.157375,1.20046875,,0.3171,48.9742,1.2772,kgeorge_gun_380_x3_b,1.18,1.175,1.21875,,0.3211,50.6883,1.2932,kgeorge_gun_380_x3_b,1.2,1.1896875,1.233984375,,0.3251,52.4624,1.3093,,,,
gun_16_x4_spain,,406,gun_16_x4,spain,,,0.3453,kgeorge_gun_380_x4_b,1.12,1.122914159,1.164724793,,0.3093,45.718,1.2459,kgeorge_gun_380_x4_b,1.14,1.140014375,1.182461719,,0.3132,47.3181,1.2614,kgeorge_gun_380_x4_b,1.16,1.157375,1.20046875,,0.3171,48.9742,1.2772,kgeorge_gun_380_x4_b,1.18,1.175,1.21875,,0.3211,50.6883,1.2932,kgeorge_gun_380_x4_b,1.2,1.1896875,1.233984375,,0.3251,52.4624,1.3093,,,,
gun_17_x1_spain,,432,gun_17_x1,spain,,,0.3656,kgeorge_gun_380_x1_b,1.12,1.194589531,1.234608281,,0.3093,45.435,1.2382,kgeorge_gun_380_x1_b,1.14,1.21278125,1.253409422,,0.3132,47.0253,1.2536,kgeorge_gun_380_x1_b,1.16,1.23125,1.272496875,,0.3171,48.6712,1.2693,kgeorge_gun_380_x1_b,1.18,1.25,1.291875,,0.3211,50.3746,1.2852,kgeorge_gun_380_x1_b,1.2,1.265625,1.308023438,,0.3251,52.1378,1.3012,,,,
gun_17_x2_spain,,432,gun_17_x2,spain,,,0.3656,kgeorge_gun_380_x2_b,1.12,1.194589531,1.234608281,,0.3093,45.435,1.2382,kgeorge_gun_380_x2_b,1.14,1.21278125,1.253409422,,0.3132,47.0253,1.2536,kgeorge_gun_380_x2_b,1.16,1.23125,1.272496875,,0.3171,48.6712,1.2693,kgeorge_gun_380_x2_b,1.18,1.25,1.291875,,0.3211,50.3746,1.2852,kgeorge_gun_380_x2_b,1.2,1.265625,1.308023438,,0.3251,52.1378,1.3012,,,,
gun_17_x3_spain,,432,gun_17_x3,spain,,,0.3656,kgeorge_gun_380_x3_b,1.12,1.194589531,1.234608281,,0.3093,45.4351,1.2382,kgeorge_gun_380_x3_b,1.14,1.21278125,1.253409422,,0.3132,47.0253,1.2536,kgeorge_gun_380_x3_b,1.16,1.23125,1.272496875,,0.3171,48.6712,1.2693,kgeorge_gun_380_x3_b,1.18,1.25,1.291875,,0.3211,50.3747,1.2852,kgeorge_gun_380_x3_b,1.2,1.265625,1.308023438,,0.3251,52.1378,1.3012,,,,
gun_17_x4_spain,,432,gun_17_x4,spain,,,0.3656,kgeorge_gun_380_x4_b,1.12,1.194589531,1.234608281,,0.3093,45.4351,1.2382,kgeorge_gun_380_x4_b,1.14,1.21278125,1.253409422,,0.3132,47.0253,1.2536,kgeorge_gun_380_x4_b,1.16,1.23125,1.272496875,,0.3171,48.6712,1.2693,kgeorge_gun_380_x4_b,1.18,1.25,1.291875,,0.3211,50.3746,1.2852,kgeorge_gun_380_x4_b,1.2,1.265625,1.308023438,,0.3251,52.1378,1.3012,,,,
gun_18_x1_spain,,457,gun_18_x1,spain,,,0.3849,kgeorge_gun_380_x1_b,1.12,1.266264903,1.304491768,,0.3093,45.1802,1.2312,kgeorge_gun_380_x1_b,1.14,1.285548125,1.324357125,,0.3132,46.7615,1.2466,kgeorge_gun_380_x1_b,1.16,1.305125,1.344525,,0.3171,48.3981,1.2622,kgeorge_gun_380_x1_b,1.18,1.325,1.365,,0.3211,50.092,1.278,kgeorge_gun_380_x1_b,1.2,1.3415625,1.3820625,,0.3251,51.8453,1.2939,,,,
gun_18_x2_spain,,457,gun_18_x2,spain,,,0.3849,kgeorge_gun_380_x2_b,1.12,1.266264903,1.304491768,,0.3093,45.1802,1.2312,kgeorge_gun_380_x2_b,1.14,1.285548125,1.324357125,,0.3132,46.7615,1.2466,kgeorge_gun_380_x2_b,1.16,1.305125,1.344525,,0.3171,48.3981,1.2622,kgeorge_gun_380_x2_b,1.18,1.325,1.365,,0.3211,50.092,1.278,kgeorge_gun_380_x2_b,1.2,1.3415625,1.3820625,,0.3251,51.8453,1.2939,,,,
gun_18_x3_spain,,457,gun_18_x3,spain,,,0.3849,kgeorge_gun_380_x3_b,1.12,1.266264903,1.304491768,,0.3093,45.1802,1.2312,kgeorge_gun_380_x3_b,1.14,1.285548125,1.324357125,,0.3132,46.7615,1.2466,kgeorge_gun_380_x3_b,1.16,1.305125,1.344525,,0.3171,48.3981,1.2622,kgeorge_gun_380_x3_b,1.18,1.325,1.365,,0.3211,50.0921,1.278,kgeorge_gun_380_x3_b,1.2,1.3415625,1.3820625,,0.3251,51.8453,1.2939,,,,
gun_18_x4_spain,,457,gun_18_x4,spain,,,0.3849,kgeorge_gun_380_x4_b,1.12,1.266264903,1.304491768,,0.3093,45.1802,1.2312,kgeorge_gun_380_x4_b,1.14,1.285548125,1.324357125,,0.3132,46.7615,1.2466,kgeorge_gun_380_x4_b,1.16,1.305125,1.344525,,0.3171,48.3981,1.2622,kgeorge_gun_380_x4_b,1.18,1.325,1.365,,0.3211,50.092,1.278,kgeorge_gun_380_x4_b,1.2,1.3415625,1.3820625,,0.3251,51.8453,1.2939,,,,
gun_19_x1_spain,,483,gun_19_x1,spain,,,0.4047,kgeorge_gun_380_x1_b,1.12,1.337940275,1.374375256,,0.3093,44.9309,1.2244,kgeorge_gun_380_x1_b,1.14,1.358315,1.395304828,,0.3132,46.5034,1.2397,kgeorge_gun_380_x1_b,1.16,1.379,1.416553125,,0.3171,48.131,1.2552,kgeorge_gun_380_x1_b,1.18,1.4,1.438125,,0.3211,49.8156,1.2709,kgeorge_gun_380_x1_b,1.2,1.4175,1.456101563,,0.3251,51.5592,1.2868,,,,
gun_19_x2_spain,,483,gun_19_x2,spain,,,0.4047,kgeorge_gun_380_x2_b,1.12,1.337940275,1.374375256,,0.3093,44.9309,1.2244,kgeorge_gun_380_x2_b,1.14,1.358315,1.395304828,,0.3132,46.5034,1.2397,kgeorge_gun_380_x2_b,1.16,1.379,1.416553125,,0.3171,48.131,1.2552,kgeorge_gun_380_x2_b,1.18,1.4,1.438125,,0.3211,49.8156,1.2709,kgeorge_gun_380_x2_b,1.2,1.4175,1.456101563,,0.3251,51.5592,1.2868,,,,
gun_19_x3_spain,,483,gun_19_x3,spain,,,0.4047,kgeorge_gun_380_x3_b,1.12,1.337940275,1.374375256,,0.3093,44.9309,1.2244,kgeorge_gun_380_x3_b,1.14,1.358315,1.395304828,,0.3132,46.5035,1.2397,kgeorge_gun_380_x3_b,1.16,1.379,1.416553125,,0.3171,48.1311,1.2552,kgeorge_gun_380_x3_b,1.18,1.4,1.438125,,0.3211,49.8157,1.2709,kgeorge_gun_380_x3_b,1.2,1.4175,1.456101563,,0.3251,51.5592,1.2868,,,,
gun_19_x4_spain,,483,gun_19_x4,spain,,,0.4047,kgeorge_gun_380_x4_b,1.12,1.337940275,1.374375256,,0.3093,44.9309,1.2244,kgeorge_gun_380_x4_b,1.14,1.358315,1.395304828,,0.3132,46.5034,1.2397,kgeorge_gun_380_x4_b,1.16,1.379,1.416553125,,0.3171,48.1311,1.2552,kgeorge_gun_380_x4_b,1.18,1.4,1.438125,,0.3211,49.8156,1.2709,kgeorge_gun_380_x4_b,1.2,1.4175,1.456101563,,0.3251,51.5592,1.2868,,,,
gun_20_x1_spain,,508,gun_20_x1,spain,,,0.4236,kgeorge_gun_380_x1_b,1.12,1.409615647,1.45,,0.3093,44.7047,1.2183,kgeorge_gun_380_x1_b,1.14,1.431081875,1.466252531,,0.3132,46.2693,1.2335,kgeorge_gun_380_x1_b,1.16,1.452875,1.48858125,,0.3171,47.8888,1.2489,kgeorge_gun_380_x1_b,1.18,1.475,1.51125,,0.3211,49.5649,1.2645,kgeorge_gun_380_x1_b,1.2,1.4934375,1.530140625,,0.3251,51.2996,1.2803,,,,
