#id (do not edit)                ,enabled / disabled,caliber in mm,sub-name,country override (several),ship type override (several),"model, grade N","scaling, grade N","scaling, grade N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@name,enabled,#mm,subName,countries,shipTypes,model_1,scale_1,max_scale_1,weight_modifier_1,caliber_length_modifier_1,model_2,scale_2,max_scale_2,weight_modifier_12,caliber_length_modifier_2,model_3,scale_3,max_scale_3,weight_modifier_13,caliber_length_modifier_3,model_4,scale_4,max_scale_4,weight_modifier_14,caliber_length_modifier_4,model_5,scale_5,max_scale_5,weight_modifier_15,caliber_length_modifier_5,#,#,#,#,#,#,#,#,#,#
gun_3_x3_france_cl,,76,gun_3_x3,france,cl,,,,,,,,,,,richelieu_gun_100_x3,0.917,1.088,,2.05,richelieu_gun_100_x3,0.917,1.088,,2.3,richelieu_gun_100_x3,0.917,1.088,,2.3,,,,,,,,,,
gun_3_x4_france_cl,,76,gun_3_x4,france,cl,,,,,,,,,,,richelieu_gun_100_x4,0.917,1.088,,2.05,richelieu_gun_100_x4,0.917,1.088,,2.3,richelieu_gun_100_x4,0.917,1.088,,2.3,,,,,,,,,,
gun_4_x1_france_cl,,102,gun_4_x1,france,cl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gun_4_x2_france_cl,,102,gun_4_x2,france,cl,,,,,,,,,,,richelieu_gun_100_x2,1.108,1.279,,1.875,richelieu_gun_100_x2,1.108,1.279,,2.1,richelieu_gun_100_x2,1.108,1.279,,2.1,,,,,,,,,,
gun_4_x3_france_cl,,102,gun_4_x3,france,cl,,,,,,,,,,,richelieu_gun_100_x3,1.108,1.279,,1.875,richelieu_gun_100_x3,1.108,1.279,,2.1,richelieu_gun_100_x3,1.108,1.279,,2.1,,,,,,,,,,
gun_4_x4_france_cl,,102,gun_4_x4,france,cl,,,,,,,,,,,richelieu_gun_100_x4,1.108,1.279,,1.875,richelieu_gun_100_x4,1.108,1.279,,2.1,richelieu_gun_100_x4,1.108,1.279,,2.1,,,,,,,,,,
gun_5_x1_france_cl,,127,gun_5_x1,france,cl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gun_5_x2_france_cl,,127,gun_5_x2,france,cl,,,,,,,,,,,rich_gun_cal130_x2,1.004,1.13,,1.65,rich_gun_cal130_x2,1.004,1.13,,1.85,rich_gun_cal130_x2,1.004,1.13,,1.85,,,,,,,,,,
gun_5_x3_france_cl,,127,gun_5_x3,france,cl,,,,,,,,,,,rich_gun_cal130_x3,1.004,1.13,,1.65,rich_gun_cal130_x3,1.004,1.13,,1.85,rich_gun_cal130_x3,1.004,1.13,,1.85,,,,,,,,,,
gun_5_x4_france_cl,,127,gun_5_x4,france,cl,,,,,,,,,,,rich_gun_cal130_x4,1.004,1.13,,1.625,rich_gun_cal130_x4,1.004,1.13,,1.8,rich_gun_cal130_x4,1.004,1.13,,1.8,,,,,,,,,,
gun_6_x1_france_cl,,152,gun_6_x1,france,cl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gun_6_x2_france_cl,,152,gun_6_x2,france,cl,,,,,,,,,,,rich_gun_cal130_x2,1.14,1.266,,1.575,rich_gun_cal130_x2,1.14,1.266,,1.75,rich_gun_cal130_x2,1.14,1.266,,1.75,,,,,,,,,,
gun_6_x3_france_cl,,152,gun_6_x3,france,cl,,,,,,,,,,,rich_gun_cal130_x3,1.14,1.266,,1.575,rich_gun_cal130_x3,1.14,1.266,,1.75,rich_gun_cal130_x3,1.14,1.266,,1.75,,,,,,,,,,
gun_6_x4_france_cl,,152,gun_6_x4,france,cl,,,,,,,,,,,rich_gun_cal130_x4,1.14,1.266,,1.55,rich_gun_cal130_x4,1.14,1.266,,1.725,rich_gun_cal130_x4,1.14,1.266,,1.725,,,,,,,,,,
"gun_3_x1_france_ca,bb,bc",,76,gun_3_x1,france,"ca, bb, bc",massena_gun_138_x1,0.634,0.796,1.45,1.85,massena_gun_138_x1,0.634,0.796,1.45,1.85,,,,1.45,,,,,1.45,,,,,1.45,,,,,,,,,,,
"gun_3_x2_france_ca,bb,bc",,76,gun_3_x2,france,"ca, bb, bc",massena_gun_138_x2,0.634,0.796,1.08,1.85,massena_gun_138_x2,0.634,0.796,1.08,1.85,richelieu_gun_100_x2,0.917,1.088,1.08,2.05,richelieu_gun_100_x2,0.917,1.088,1.08,2.3,richelieu_gun_100_x2,0.917,1.088,1.08,2.3,,,,,,,,,,
"gun_3_x3_france_ca,bb,bc",,76,gun_3_x3,france,"ca, bb, bc",,,,,,,,,,,richelieu_gun_100_x3,0.917,1.088,,2.05,richelieu_gun_100_x3,0.917,1.088,,2.3,richelieu_gun_100_x3,0.917,1.088,,2.3,,,,,,,,,,
"gun_3_x4_france_ca,bb,bc",,76,gun_3_x4,france,"ca, bb, bc",,,,,,,,,,,richelieu_gun_100_x4,0.917,1.088,,2.05,richelieu_gun_100_x4,0.917,1.088,,2.3,richelieu_gun_100_x4,0.917,1.088,,2.3,,,,,,,,,,
"gun_4_x1_france_ca,bb,bc",,102,gun_4_x1,france,"ca, bb, bc",massena_gun_138_x1,0.816,0.978,1.7,1.56,massena_gun_138_x1,0.816,0.978,1.7,1.56,,,,1.7,,,,,1.7,,,,,1.7,,,,,,,,,,,
"gun_4_x2_france_ca,bb,bc",,102,gun_4_x2,france,"ca, bb, bc",massena_gun_138_x2,0.816,0.978,1.28,1.56,massena_gun_138_x2,0.816,0.978,1.28,1.56,richelieu_gun_100_x2,1.108,1.279,1.28,1.875,richelieu_gun_100_x2,1.108,1.279,1.28,2.1,richelieu_gun_100_x2,1.108,1.279,1.28,2.1,,,,,,,,,,
"gun_4_x3_france_ca,bb,bc",,102,gun_4_x3,france,"ca, bb, bc",,,,,,,,,,,richelieu_gun_100_x3,1.108,1.279,,1.875,richelieu_gun_100_x3,1.108,1.279,,2.1,richelieu_gun_100_x3,1.108,1.279,,2.1,,,,,,,,,,
"gun_4_x4_france_ca,bb,bc",,102,gun_4_x4,france,"ca, bb, bc",,,,,,,,,,,richelieu_gun_100_x4,1.108,1.279,,1.875,richelieu_gun_100_x4,1.108,1.279,,2.1,richelieu_gun_100_x4,1.108,1.279,,2.1,,,,,,,,,,
"gun_5_x1_france_ca,bb,bc",,127,gun_5_x1,france,"ca, bb, bc",bouvet_gun_138_x1,0.998,1.16,1.25,1.26,bouvet_gun_138_x1,0.998,1.16,1.25,1.26,,,,1.25,,,,,1.25,,,,,1.25,,,,,,,,,,,
"gun_5_x2_france_ca,bb,bc",,127,gun_5_x2,france,"ca, bb, bc",bouvet_gun_138_x2,0.998,1.16,0.95,1.26,bouvet_gun_138_x2,0.998,1.16,0.95,1.26,rich_gun_cal130_x2,1.004,1.13,0.95,1.65,rich_gun_cal130_x2,1.004,1.13,0.95,1.85,rich_gun_cal130_x2,1.004,1.13,0.95,1.85,,,,,,,,,,
"gun_5_x3_france_ca,bb,bc",,127,gun_5_x3,france,"ca, bb, bc",,,,,,,,,,,rich_gun_cal130_x3,1.004,1.13,,1.65,rich_gun_cal130_x3,1.004,1.13,,1.85,rich_gun_cal130_x3,1.004,1.13,,1.85,,,,,,,,,,
"gun_5_x4_france_ca,bb,bc",,127,gun_5_x4,france,"ca, bb, bc",,,,,,,,,,,rich_gun_cal130_x4,1.004,1.13,,1.625,rich_gun_cal130_x4,1.004,1.13,,1.8,rich_gun_cal130_x4,1.004,1.13,,1.8,,,,,,,,,,
"gun_6_x1_france_ca,bb,bc",,152,gun_6_x1,france,"ca, bb, bc",bouvet_gun_138_x1,1.18,1.342,1.185,1.2,bouvet_gun_138_x1,1.18,1.342,1.185,1.2,,,,1.185,,,,,1.185,,,,,1.185,,,,,,,,,,,
"gun_6_x2_france_ca,bb,bc",,152,gun_6_x2,france,"ca, bb, bc",bouvet_gun_138_x2,1.18,1.342,0.86,1.2,bouvet_gun_138_x2,1.18,1.342,0.86,1.2,richelieu_gun_152_x2,0.66,0.76,0.86,1.575,richelieu_gun_152_x2,0.66,0.76,0.86,1.75,richelieu_gun_152_x2,0.66,0.76,0.86,1.75,,,,,,,,,,
"gun_6_x3_france_ca,bb,bc",,152,gun_6_x3,france,"ca, bb, bc",,,,,,,,,,,richelieu_gun_152_x3,0.66,0.76,,1.575,richelieu_gun_152_x3,0.66,0.76,,1.75,richelieu_gun_152_x3,0.66,0.76,,1.75,,,,,,,,,,
"gun_6_x4_france_ca,bb,bc",,152,gun_6_x4,france,"ca, bb, bc",,,,,,,,,,,richelieu_gun_152_x4,0.66,0.76,,1.575,richelieu_gun_152_x4,0.66,0.76,,1.75,richelieu_gun_152_x4,0.66,0.76,,1.75,,,,,,,,,,
"gun_7_x1_france_cl,ca,bb,bc",,178,gun_7_x1,france,"cl, ca, bb, bc",dante_gun_240_x1,0.838,0.946,1.21,0.9,dant_gun_245_x1,0.681,0.762,1.21,0.9,,,,1.21,,,,,1.21,,,,,1.21,,,,,,,,,,,
"gun_7_x2_france_cl,ca,bb,bc",,178,gun_7_x2,france,"cl, ca, bb, bc",dante_gun_240_x2,0.838,0.946,0.9,0.9,dant_gun_245_x2,0.681,0.762,0.9,0.9,richelieu_gun_152_x2,0.769,0.869,0.9,1.55,richelieu_gun_152_x2,0.769,0.869,0.9,1.7,richelieu_gun_152_x2,0.769,0.869,0.9,1.7,,,,,,,,,,
"gun_7_x3_france_cl,ca,bb,bc",,178,gun_7_x3,france,"cl, ca, bb, bc",,,,,,dant_gun_245_x3,0.681,0.762,,0.9,richelieu_gun_152_x3,0.769,0.869,,1.55,richelieu_gun_152_x3,0.769,0.869,,1.7,richelieu_gun_152_x3,0.769,0.869,,1.7,,,,,,,,,,
"gun_7_x4_france_cl,ca,bb,bc",,178,gun_7_x4,france,"cl, ca, bb, bc",,,,,,dant_gun_245_x4,0.681,0.762,,0.9,richelieu_gun_152_x4,0.769,0.869,,1.55,richelieu_gun_152_x4,0.769,0.869,,1.7,richelieu_gun_152_x4,0.769,0.869,,1.7,,,,,,,,,,
"gun_8_x1_france_ca,bb,bc",,203,gun_8_x1,france,"ca, bb, bc",dante_gun_240_x1,0.956,1.064,1.17,0.88,dant_gun_245_x1,0.772,0.853,1.17,0.88,dant_gun_245_x1,0.772,0.853,1.17,0.98,richelieu_gun_380_x1,0.55,0.6025,1.17,1.28,richelieu_gun_380_x1,0.55,0.6025,1.17,1.28,,,,,,,,,,
"gun_8_x2_france_ca,bb,bc",,203,gun_8_x2,france,"ca, bb, bc",dante_gun_240_x2,0.956,1.064,0.88,0.88,dant_gun_245_x2,0.772,0.853,0.88,0.88,dant_gun_245_x2,0.772,0.853,0.88,0.98,richelieu_gun_380_x2,0.55,0.6025,0.88,1.28,richelieu_gun_380_x2,0.55,0.6025,0.88,1.28,,,,,,,,,,
"gun_8_x3_france_ca,bb,bc",,203,gun_8_x3,france,"ca, bb, bc",,,,,,dant_gun_245_x3,0.772,0.853,,0.88,dant_gun_245_x3,0.772,0.853,,0.98,richelieu_gun_380_x3,0.55,0.6025,,1.28,richelieu_gun_380_x3,0.55,0.6025,,1.28,,,,,,,,,,
"gun_8_x4_france_ca,bb,bc",,203,gun_8_x4,france,"ca, bb, bc",,,,,,dant_gun_245_x4,0.772,0.853,,0.88,dant_gun_245_x4,0.772,0.853,,0.98,richelieu_gun_380_x4,0.55,0.6025,,1.28,richelieu_gun_380_x4,0.55,0.6025,,1.28,,,,,,,,,,
"gun_9_x1_france_ca,bb,bc",,229,gun_9_x1,france,"ca, bb, bc",dante_gun_240_x1,1.074,1.182,1.1,0.86,dant_gun_245_x1,0.863,0.944,1.1,0.86,dant_gun_245_x1,0.863,0.944,1.1,0.96,richelieu_gun_380_x1,0.6125,0.665,1.1,1.26,richelieu_gun_380_x1,0.6125,0.665,1.1,1.26,,,,,,,,,,
"gun_9_x2_france_ca,bb,bc",,229,gun_9_x2,france,"ca, bb, bc",dante_gun_240_x2,1.074,1.182,0.82,0.86,dant_gun_245_x2,0.863,0.944,0.82,0.86,dant_gun_245_x2,0.863,0.944,0.82,0.96,richelieu_gun_380_x2,0.6125,0.665,0.82,1.26,richelieu_gun_380_x2,0.6125,0.665,0.82,1.26,,,,,,,,,,
"gun_9_x3_france_ca,bb,bc",,229,gun_9_x3,france,"ca, bb, bc",,,,,,dant_gun_245_x3,0.863,0.944,,0.86,dant_gun_245_x3,0.863,0.944,,0.96,richelieu_gun_380_x3,0.6125,0.665,,1.26,richelieu_gun_380_x3,0.6125,0.665,,1.26,,,,,,,,,,
"gun_9_x4_france_ca,bb,bc",,229,gun_9_x4,france,"ca, bb, bc",,,,,,dant_gun_245_x4,0.863,0.944,,0.86,dant_gun_245_x4,0.863,0.944,,0.96,richelieu_gun_380_x4,0.6125,0.665,,1.26,richelieu_gun_380_x4,0.6125,0.665,,1.26,,,,,,,,,,
"gun_10_x1_france_ca,bb,bc",,254,gun_10_x1,france,"ca, bb, bc",bouvet_gun_305_x1,1.192,1.3,1.2,0.92,dant_gun_245_x1,0.954,1.035,1.2,0.84,dant_gun_245_x1,0.954,1.035,1.2,0.92,richelieu_gun_380_x1,0.675,0.7275,1.2,1.22,richelieu_gun_380_x1,0.675,0.7275,1.2,1.22,,,,,,,,,,
"gun_10_x2_france_ca,bb,bc",,254,gun_10_x2,france,"ca, bb, bc",bouvet_gun_305_x2,1.192,1.3,0.9,0.92,dant_gun_245_x2,0.954,1.035,0.9,0.84,dant_gun_245_x2,0.954,1.035,0.9,0.92,richelieu_gun_380_x2,0.675,0.7275,0.9,1.22,richelieu_gun_380_x2,0.675,0.7275,0.9,1.22,,,,,,,,,,
"gun_10_x3_france_ca,bb,bc",,254,gun_10_x3,france,"ca, bb, bc",,,,,,dant_gun_245_x3,0.954,1.035,,0.84,dant_gun_245_x3,0.954,1.035,,0.92,richelieu_gun_380_x3,0.675,0.7275,,1.22,richelieu_gun_380_x3,0.675,0.7275,,1.22,,,,,,,,,,
"gun_10_x4_france_ca,bb,bc",,254,gun_10_x4,france,"ca, bb, bc",,,,,,dant_gun_245_x4,0.954,1.035,,0.84,dant_gun_245_x4,0.954,1.035,,0.92,richelieu_gun_380_x4,0.675,0.7275,,1.22,richelieu_gun_380_x4,0.675,0.7275,,1.22,,,,,,,,,,
"gun_11_x1_france_ca,bb,bc",,279,gun_11_x1,france,"ca, bb, bc",bouvet_gun_305_x1,1.31,1.418,1.07,0.73,dant_gun_245_x1,1.045,1.126,1.07,0.66,dant_gun_245_x1,1.045,1.126,1.07,0.74,richelieu_gun_380_x1,0.7375,0.79,1.07,0.98,richelieu_gun_380_x1,0.7375,0.79,1.07,0.98,,,,,,,,,,
"gun_11_x2_france_ca,bb,bc",,279,gun_11_x2,france,"ca, bb, bc",bouvet_gun_305_x2,1.31,1.418,0.82,0.73,dant_gun_245_x2,1.045,1.126,0.82,0.66,dant_gun_245_x2,1.045,1.126,0.82,0.74,richelieu_gun_380_x2,0.7375,0.79,0.82,0.98,richelieu_gun_380_x2,0.7375,0.79,0.82,0.98,,,,,,,,,,
"gun_11_x3_france_ca,bb,bc",,279,gun_11_x3,france,"ca, bb, bc",,,,,,dant_gun_245_x3,1.045,1.126,,0.66,dant_gun_245_x3,1.045,1.126,,0.74,richelieu_gun_380_x3,0.7375,0.79,,0.98,richelieu_gun_380_x3,0.7375,0.79,,0.98,,,,,,,,,,
"gun_11_x4_france_ca,bb,bc",,279,gun_11_x4,france,"ca, bb, bc",,,,,,dant_gun_245_x4,1.045,1.126,,0.66,dant_gun_245_x4,1.045,1.126,,0.74,richelieu_gun_380_x4,0.7375,0.79,,0.98,richelieu_gun_380_x4,0.7375,0.79,,0.98,,,,,,,,,,
"gun_12_x1_france_bb,bc",,305,gun_12_x1,france,"bb, bc",dante_gun_305_x1,1.136,1.217,1.07,0.82,dant_gun_245_x1,1.136,1.217,1.07,0.66,dant_gun_245_x1,1.136,1.217,1.07,0.73,richelieu_gun_380_x1,0.8,0.8525,1.07,0.98,richelieu_gun_380_x1,0.8,0.8525,1.07,0.98,,,,,,,,,,
"gun_12_x2_france_bb,bc",,305,gun_12_x2,france,"bb, bc",dante_gun_305_x2,1.136,1.217,0.82,0.82,dant_gun_245_x2,1.136,1.217,0.82,0.66,dant_gun_245_x2,1.136,1.217,0.82,0.73,richelieu_gun_380_x2,0.8,0.8525,0.82,0.98,richelieu_gun_380_x2,0.8,0.8525,0.82,0.98,,,,,,,,,,
"gun_12_x3_france_bb,bc",,305,gun_12_x3,france,"bb, bc",,,,,,dant_gun_245_x3,1.136,1.217,,0.66,dant_gun_245_x3,1.136,1.217,,0.73,richelieu_gun_380_x3,0.8,0.8525,,0.98,richelieu_gun_380_x3,0.8,0.8525,,0.98,,,,,,,,,,
"gun_12_x4_france_bb,bc",,305,gun_12_x4,france,"bb, bc",,,,,,dant_gun_245_x4,1.136,1.217,,0.66,dant_gun_245_x4,1.136,1.217,,0.73,richelieu_gun_380_x4,0.8,0.8525,,0.98,richelieu_gun_380_x4,0.8,0.8525,,0.98,,,,,,,,,,
"gun_13_x1_france_bb,bc",,330,gun_13_x1,france,"bb, bc",dante_gun_305_x1,1.227,1.308,1.13,0.81,dant_gun_245_x1,1.227,1.308,1.13,0.66,dant_gun_245_x1,1.227,1.308,1.13,0.73,richelieu_gun_380_x1,0.8625,0.915,1.13,0.98,richelieu_gun_380_x1,0.8625,0.915,1.13,0.98,,,,,,,,,,
"gun_13_x2_france_bb,bc",,330,gun_13_x2,france,"bb, bc",dante_gun_305_x2,1.227,1.308,0.88,0.81,dant_gun_245_x2,1.227,1.308,0.88,0.66,dant_gun_245_x2,1.227,1.308,0.88,0.73,richelieu_gun_380_x2,0.8625,0.915,0.88,0.98,richelieu_gun_380_x2,0.8625,0.915,0.88,0.98,,,,,,,,,,
"gun_13_x3_france_bb,bc",,330,gun_13_x3,france,"bb, bc",,,,,,dant_gun_245_x3,1.227,1.308,,0.66,dant_gun_245_x3,1.227,1.308,,0.73,richelieu_gun_380_x3,0.8625,0.915,,0.98,richelieu_gun_380_x3,0.8625,0.915,,0.98,,,,,,,,,,
"gun_13_x4_france_bb,bc",,330,gun_13_x4,france,"bb, bc",,,,,,dant_gun_245_x4,1.227,1.308,,0.66,dant_gun_245_x4,1.227,1.308,,0.73,richelieu_gun_380_x4,0.8625,0.915,,0.98,richelieu_gun_380_x4,0.8625,0.915,,0.98,,,,,,,,,,
"gun_14_x1_france_bb,bc",,356,gun_14_x1,france,"bb, bc",dante_gun_305_x1,1.318,1.399,1.13,0.81,dant_gun_245_x1,1.318,1.399,1.13,0.66,dant_gun_245_x1,1.318,1.399,1.13,0.73,richelieu_gun_380_x1,0.925,0.9775,1.13,0.98,richelieu_gun_380_x1,0.925,0.9775,1.13,0.98,,,,,,,,,,
"gun_14_x2_france_bb,bc",,356,gun_14_x2,france,"bb, bc",dante_gun_305_x2,1.318,1.399,0.88,0.81,dant_gun_245_x2,1.318,1.399,0.88,0.66,dant_gun_245_x2,1.318,1.399,0.88,0.73,richelieu_gun_380_x2,0.925,0.9775,0.88,0.98,richelieu_gun_380_x2,0.925,0.9775,0.88,0.98,,,,,,,,,,
"gun_14_x3_france_bb,bc",,356,gun_14_x3,france,"bb, bc",,,,,,dant_gun_245_x3,1.318,1.399,,0.66,dant_gun_245_x3,1.318,1.399,,0.73,richelieu_gun_380_x3,0.925,0.9775,,0.98,richelieu_gun_380_x3,0.925,0.9775,,0.98,,,,,,,,,,
"gun_14_x4_france_bb,bc",,356,gun_14_x4,france,"bb, bc",,,,,,dant_gun_245_x4,1.318,1.399,,0.66,dant_gun_245_x4,1.318,1.399,,0.73,richelieu_gun_380_x4,0.925,0.9775,,0.98,richelieu_gun_380_x4,0.925,0.9775,,0.98,,,,,,,,,,
"gun_15_x1_france_bb,bc",,381,gun_15_x1,france,"bb, bc",dant_gun_245_x1,1.409,1.49,1.14,0.65,dant_gun_245_x1,1.409,1.49,1.14,0.65,dant_gun_245_x1,1.409,1.49,1.14,0.65,richelieu_gun_380_x1,0.9875,1.04,1.14,0.98,richelieu_gun_380_x1,0.9875,1.04,1.14,0.98,,,,,,,,,,
"gun_15_x2_france_bb,bc",,381,gun_15_x2,france,"bb, bc",dant_gun_245_x2,1.409,1.49,0.9,0.65,dant_gun_245_x2,1.409,1.49,0.9,0.65,dant_gun_245_x2,1.409,1.49,0.9,0.65,richelieu_gun_380_x2,0.9875,1.04,0.9,0.98,richelieu_gun_380_x2,0.9875,1.04,0.9,0.98,,,,,,,,,,
"gun_15_x3_france_bb,bc",,381,gun_15_x3,france,"bb, bc",dant_gun_245_x3,1.409,1.49,0.72,0.65,dant_gun_245_x3,1.409,1.49,0.72,0.65,dant_gun_245_x3,1.409,1.49,0.72,0.65,richelieu_gun_380_x3,0.9875,1.04,0.72,0.98,richelieu_gun_380_x3,0.9875,1.04,0.72,0.98,,,,,,,,,,
"gun_15_x4_france_bb,bc",,381,gun_15_x4,france,"bb, bc",dant_gun_245_x4,1.409,1.49,0.675,0.65,dant_gun_245_x4,1.409,1.49,0.675,0.65,dant_gun_245_x4,1.409,1.49,0.675,0.65,richelieu_gun_380_x4,0.9875,1.04,0.675,0.98,richelieu_gun_380_x4,0.9875,1.04,0.675,0.98,,,,,,,,,,
"gun_16_x1_france_bb,bc",,406,gun_16_x1,france,"bb, bc",dant_gun_245_x1,1.5,1.581,1.15,0.65,dant_gun_245_x1,1.5,1.581,1.15,0.65,dant_gun_245_x1,1.5,1.581,1.15,0.65,richelieu_gun_380_x1,1.05,1.1025,1.15,0.88,richelieu_gun_380_x1,1.05,1.1025,1.15,0.98,,,,,,,,,,
"gun_16_x2_france_bb,bc",,406,gun_16_x2,france,"bb, bc",dant_gun_245_x2,1.5,1.581,0.93,0.65,dant_gun_245_x2,1.5,1.581,0.93,0.65,dant_gun_245_x2,1.5,1.581,0.93,0.65,richelieu_gun_380_x2,1.05,1.1025,0.93,0.88,richelieu_gun_380_x2,1.05,1.1025,0.93,0.98,,,,,,,,,,
"gun_16_x3_france_bb,bc",,406,gun_16_x3,france,"bb, bc",dant_gun_245_x3,1.5,1.581,0.75,0.65,dant_gun_245_x3,1.5,1.581,0.75,0.65,dant_gun_245_x3,1.5,1.581,0.75,0.65,richelieu_gun_380_x3,1.05,1.1025,0.75,0.88,richelieu_gun_380_x3,1.05,1.1025,0.75,0.98,,,,,,,,,,
"gun_16_x4_france_bb,bc",,406,gun_16_x4,france,"bb, bc",dant_gun_245_x4,1.5,1.581,0.68,0.65,dant_gun_245_x4,1.5,1.581,0.68,0.65,dant_gun_245_x4,1.5,1.581,0.68,0.65,richelieu_gun_380_x4,1.05,1.1025,0.68,0.88,richelieu_gun_380_x4,1.05,1.1025,0.68,0.98,,,,,,,,,,
"gun_17_x1_france_bb,bc",,432,gun_17_x1,france,"bb, bc",dant_gun_245_x1,1.591,1.672,1.2,0.65,dant_gun_245_x1,1.591,1.672,1.2,0.65,richelieu_gun_380_x1,1.1125,1.165,1.2,0.88,richelieu_gun_380_x1,1.1125,1.165,1.2,0.88,richelieu_gun_380_x1,1.1125,1.165,1.2,0.98,,,,,,,,,,
"gun_17_x2_france_bb,bc",,432,gun_17_x2,france,"bb, bc",dant_gun_245_x2,1.591,1.672,0.95,0.65,dant_gun_245_x2,1.591,1.672,0.95,0.65,richelieu_gun_380_x2,1.1125,1.165,0.95,0.88,richelieu_gun_380_x2,1.1125,1.165,0.95,0.88,richelieu_gun_380_x2,1.1125,1.165,0.95,0.98,,,,,,,,,,
"gun_17_x3_france_bb,bc",,432,gun_17_x3,france,"bb, bc",dant_gun_245_x3,1.591,1.672,0.775,0.65,dant_gun_245_x3,1.591,1.672,0.775,0.65,richelieu_gun_380_x3,1.1125,1.165,0.775,0.88,richelieu_gun_380_x3,1.1125,1.165,0.775,0.88,richelieu_gun_380_x3,1.1125,1.165,0.775,0.98,,,,,,,,,,
"gun_17_x4_france_bb,bc",,432,gun_17_x4,france,"bb, bc",dant_gun_245_x4,1.591,1.672,0.71,0.65,dant_gun_245_x4,1.591,1.672,0.71,0.65,richelieu_gun_380_x4,1.1125,1.165,0.71,0.88,richelieu_gun_380_x4,1.1125,1.165,0.71,0.88,richelieu_gun_380_x4,1.1125,1.165,0.71,0.98,,,,,,,,,,
"gun_18_x1_france_bb,bc",,457,gun_18_x1,france,"bb, bc",dant_gun_245_x1,1.682,1.763,1.23,0.64,dant_gun_245_x1,1.682,1.763,1.23,0.64,richelieu_gun_380_x1,1.175,1.2275,1.23,0.88,richelieu_gun_380_x1,1.175,1.2275,1.23,0.88,richelieu_gun_380_x1,1.175,1.2275,1.23,0.98,,,,,,,,,,
"gun_18_x2_france_bb,bc",,457,gun_18_x2,france,"bb, bc",dant_gun_245_x2,1.682,1.763,0.985,0.64,dant_gun_245_x2,1.682,1.763,0.985,0.64,richelieu_gun_380_x2,1.175,1.2275,0.985,0.88,richelieu_gun_380_x2,1.175,1.2275,0.985,0.88,richelieu_gun_380_x2,1.175,1.2275,0.985,0.98,,,,,,,,,,
"gun_18_x3_france_bb,bc",,457,gun_18_x3,france,"bb, bc",dant_gun_245_x3,1.682,1.763,0.81,0.64,dant_gun_245_x3,1.682,1.763,0.81,0.64,richelieu_gun_380_x3,1.175,1.2275,0.81,0.88,richelieu_gun_380_x3,1.175,1.2275,0.81,0.88,richelieu_gun_380_x3,1.175,1.2275,0.81,0.98,,,,,,,,,,
"gun_18_x4_france_bb,bc",,457,gun_18_x4,france,"bb, bc",dant_gun_245_x4,1.682,1.763,0.735,0.64,dant_gun_245_x4,1.682,1.763,0.735,0.64,richelieu_gun_380_x4,1.175,1.2275,0.735,0.88,richelieu_gun_380_x4,1.175,1.2275,0.735,0.88,richelieu_gun_380_x4,1.175,1.2275,0.735,0.98,,,,,,,,,,
"gun_19_x1_france_bb,bc",,483,gun_19_x1,france,"bb, bc",dant_gun_245_x1,1.773,1.854,1.16,0.64,dant_gun_245_x1,1.773,1.854,1.16,0.64,richelieu_gun_380_x1,1.2375,1.29,1.16,0.88,richelieu_gun_380_x1,1.2375,1.29,1.16,0.88,richelieu_gun_380_x1,1.2375,1.29,1.16,0.98,,,,,,,,,,
"gun_19_x2_france_bb,bc",,483,gun_19_x2,france,"bb, bc",dant_gun_245_x2,1.773,1.854,0.95,0.64,dant_gun_245_x2,1.773,1.854,0.95,0.64,richelieu_gun_380_x2,1.2375,1.29,0.95,0.88,richelieu_gun_380_x2,1.2375,1.29,0.95,0.88,richelieu_gun_380_x2,1.2375,1.29,0.95,0.98,,,,,,,,,,
"gun_19_x3_france_bb,bc",,483,gun_19_x3,france,"bb, bc",dant_gun_245_x3,1.773,1.854,0.78,0.64,dant_gun_245_x3,1.773,1.854,0.78,0.64,richelieu_gun_380_x3,1.2375,1.29,0.78,0.88,richelieu_gun_380_x3,1.2375,1.29,0.78,0.88,richelieu_gun_380_x3,1.2375,1.29,0.78,0.98,,,,,,,,,,
"gun_19_x4_france_bb,bc",,483,gun_19_x4,france,"bb, bc",dant_gun_245_x4,1.773,1.854,0.725,0.64,dant_gun_245_x4,1.773,1.854,0.725,0.64,richelieu_gun_380_x4,1.2375,1.29,0.725,0.88,richelieu_gun_380_x4,1.2375,1.29,0.725,0.88,richelieu_gun_380_x4,1.2375,1.29,0.725,0.98,,,,,,,,,,
"gun_20_x1_france_bb,bc",,508,gun_20_x1,france,"bb, bc",dant_gun_245_x1,1.864,1.945,1.05,0.64,dant_gun_245_x1,1.864,1.945,1.05,0.64,richelieu_gun_380_x1,1.3,1.3525,1.05,0.88,richelieu_gun_380_x1,1.3,1.3525,1.05,0.88,richelieu_gun_380_x1,1.3,1.3525,1.05,0.98,,,,,,,,,,
