name,technology type,"image for ui, if any",name for ui,historical year,"max year randomization, plus-minus",difficulty of reseach modifier,effect: please see table TechEffects,,effect to add,effect description,old effect description,,comment
hull_cruiser_46,hull_cruiser,,$technology_name_hull_cruiser_46,1909,,23,unlock(bc_2_german;bc_2;bc_2_var;bc_2_britain;bc_5_austrian_pocket),,,$technology_desc_hull_cruiser_46,"Enables Battlecruiser (BC Class), a ship of at least 20,000 tons Displacement and 24 Knots speed.",,
hull_cruiser_47,hull_cruiser,,$technology_name_hull_cruiser_47,1913,,23,unlock(bc_3;bc_3_austria;bc_3_britain;bc_3_izmail;bc_3_german;bc_4_britain_nelson),,,$technology_desc_hull_cruiser_46,"Enables Battlecruiser (BC Class), a ship of at least 20,000 tons Displacement and 24 Knots speed.",,
hull_cruiser_48,hull_cruiser,,$technology_name_hull_cruiser_48,1916,,23,"unlock(bc_5_france;bc_4_izmail;bc_3_kongo;bc_3_german_derf;bc_3_britain_adv;bc_large_light_cruiser;bc_5_japan_scout), obsolete(bc_1_Japan;bc_1_german;bc_1_vondertann;bc_1_britain;bc_1_britain_var;bc_1;ca_4_ibuki)",,,$technology_desc_hull_cruiser_46,"Enables Battlecruiser (BC Class), a ship of at least 20,000 tons Displacement and 24 Knots speed.",,
hull_cruiser_49,hull_cruiser,,$technology_name_hull_cruiser_49,1919,,23,"unlock(bc_4_britain_adv;bc_4_britain;bc_4_kongo;bc_4_german_derf;bc_4_generic_small;bc_4_italy;bc_4_france;bc_4_german;bc_4_generic2;bc_4_japan_large;bc_4_austria;bc_4_russia;bc_4_usa), obsolete(bc_2_german;bc_2;bc_2_var;bc_2_britain;bc_5_austrian_pocket)",,,$technology_desc_hull_cruiser_46,"Enables Battlecruiser (BC Class), a ship of at least 20,000 tons Displacement and 24 Knots speed.",,
hull_cruiser_50,hull_cruiser,,$technology_name_hull_cruiser_50,1923,,23,"unlock(bc_5_britain;bc_5_china;bc_4_japan;bc_5_aushun;bc_5_usn;bc_5_italy;bc_4_generic), obsolete(bc_3;bc_3_austria;bc_3_britain;bc_3_izmail;bc_3_german;bc_4_britain_nelson)",,,$technology_desc_hull_cruiser_46,"Enables Battlecruiser (BC Class), a ship of at least 20,000 tons Displacement and 24 Knots speed.",,
hull_cruiser_51,hull_cruiser,,$technology_name_hull_cruiser_51,1929,,23,"unlock(bc_7_france;bc_6_france;bc_6_stalin;bc_5_kongo;bc_6_britain), obsolete(bc_5_france;bc_4_izmail;bc_3_kongo;bc_3_german_derf;bc_3_britain_adv;bc_large_light_cruiser;bc_5_japan_scout)",,,$technology_desc_hull_cruiser_46,"Enables Battlecruiser (BC Class), a ship of at least 20,000 tons Displacement and 24 Knots speed.",,
hull_cruiser_52,hull_cruiser,,$technology_name_hull_cruiser_52,1935,,23,"unlock(bc_5_russia;bc_5_japan;bc_5_germany;bc_5_usa;bc_5_russia2;bc_4_britain_g3), obsolete(bc_4_britain_adv;bc_4_britain;bc_4_kongo;bc_4_german_derf;bc_4_japan)",,,$technology_desc_hull_cruiser_46,"Enables Battlecruiser (BC Class), a ship of at least 20,000 tons Displacement and 24 Knots speed.",,
hull_cruiser_52_2,hull_cruiser,,$technology_name_hull_cruiser_52_2,1938,,23,"unlock(bc_7_britain;bb_usa_north_carolina;bc_6_generic;bc_6_germany;bc_6_japan;bc_6_italy;bc_5_assault_russia), obsolete(bc_5_britain;bc_5_china;bc_4_japan;bc_5_aushun;bc_5_usn;bc_4_generic_small;bc_4_italy)",,,$technology_desc_hull_cruiser_46,,,
# $techEffect_desc_torp_mark,torpedo_tubes,,,,,,,,,,,,
torpedo_tubes_1,torpedo_tubes,,$technology_name_torpedo_tubes_1,1890,,73,"start, torpedo_tubes(0)",,,$technology_desc_torpedo_tubes_1,Submerged Torpedo Tubes can be fitted to capital ships.,,
torpedo_tubes_2,torpedo_tubes,,$technology_name_torpedo_tubes_2,1890,,73,"start, torpedo_tubes(1;tb;dd)",,,$technology_desc_torpedo_tubes_2,"Single Deck Torpedo Tubes can be fitted to Torpedo Boats and Destroyers but not to larger ships as the launch strength is not enough to overcome the height of the hull, plus they are vulnerable to explode from enemy shells.",,
torpedo_tubes_3,torpedo_tubes,,$technology_name_torpedo_tubes_3,1899,1,73,torpedo_tubes(2;tb;dd;cl),,,$technology_desc_torpedo_tubes_3,2x Deck Torpedo Tubes become available for Torpedo Boats and Destroyers.,,
torpedo_tubes_4,torpedo_tubes,,$technology_name_torpedo_tubes_4,1912,1,73,torpedo_tubes(3;tb;dd;cl;ca),,,$technology_desc_torpedo_tubes_4,"3x Deck Torpedo Tubes become available for Torpedo Boats, Destroyers and Light Cruisers.",,
torpedo_tubes_5,torpedo_tubes,,$technology_name_torpedo_tubes_5,1918,1,73,torpedo_tubes(4;tb;dd;cl;ca;bb;bc),,,$technology_desc_torpedo_tubes_5,4x Deck Torpedo Tubes become available for Destroyers and Light Cruisers.,,
torpedo_tubes_6,torpedo_tubes,,$technology_name_torpedo_tubes_6,1925,1,73,torpedo_tubes(5;dd;cl;ca;bb;bc),,,$technology_desc_torpedo_tubes_6,5x Deck Torpedo Tubes become available for Light and Heavy Cruisers as well as Battleships and Battlecruisers.,,
torpedo_tubes_7,torpedo_tubes,,$technology_name_torpedo_tubes_7,1890,,73,"start, torp_mark(1)",,,$technology_desc_torpedo_tubes_7,,,
torpedo_tubes_8,torpedo_tubes,,$technology_name_torpedo_tubes_8,1900,1,73,torp_mark(2),,,$technology_desc_torpedo_tubes_8,,,
torpedo_tubes_9,torpedo_tubes,,$technology_name_torpedo_tubes_9,1915,1,73,torp_mark(3),,,$technology_desc_torpedo_tubes_9,,,
torpedo_tubes_10,torpedo_tubes,,$technology_name_torpedo_tubes_10,1931,1,73,torp_mark(4),,,$technology_desc_torpedo_tubes_10,,,
torpedo_tubes_11,torpedo_tubes,,$technology_name_torpedo_tubes_11,1940,1,73,torp_mark(5),,,$technology_desc_torpedo_tubes_11,,,
torpedo_tubes_12,torpedo_tubes,,$technology_name_torpedo_tubes_12,1895,1,73,"torpedo_reload(2.5), torpedo_rotation(2.5), weight(torpedo;2.5)",,,$technology_desc_torpedo_tubes_12,,,
torpedo_tubes_13,torpedo_tubes,,$technology_name_torpedo_tubes_13,1905,1,73,"torpedo_reload(2.5), torpedo_rotation(2.5), weight(torpedo;2.5)",,,$technology_desc_torpedo_tubes_12,,,
torpedo_tubes_14,torpedo_tubes,,$technology_name_torpedo_tubes_14,1910,1,73,"torpedo_reload(2.5), torpedo_rotation(2.5), weight(torpedo;2.5)",,,$technology_desc_torpedo_tubes_12,,,
torpedo_tubes_15,torpedo_tubes,,$technology_name_torpedo_tubes_15,1920,1,73,"torpedo_reload(2.5), torpedo_rotation(2.5), weight(torpedo;2.5)",,,$technology_desc_torpedo_tubes_12,,,
torpedo_tubes_16,torpedo_tubes,,$technology_name_torpedo_tubes_16,1930,1,73,"torpedo_reload(2.5), torpedo_rotation(2.5), weight(torpedo;2.5)",,,$technology_desc_torpedo_tubes_12,,,
torpedo_tubes_end,torpedo_tubes,,$technology_name_torpedo_tubes_end,1940,1,140,"torpedo_reload(1), torpedo_rotation(1), weight(torpedo;0.5)",,,$technology_desc_torpedo_tubes_end,,,
# $techType_name_torpedo_size,torpedo_size,,,,,,,,,,,,
torpedo_size_1,torpedo_size,,$technology_name_torpedo_size_1,1890,,75,start,torpedo_diameter_0,,$technology_desc_torpedo_size_1,Torpedo sizes vary from 14 inch to 16 inch in diameter and have approximatelly the same damage output.,,
torpedo_size_2,torpedo_size,,$technology_name_torpedo_size_2,1895,1,75,"torpedo_damage(21), torpedo_stealth(-2.5), weight(torpedo;-18), detonation(-2.5), cost(torpedo;-5), torpedo_speed_mod(3), torpedo_range_mod(7), torpedo_reload(-2.5), torpedo_rotation(-2.5), torpedo_dud(-2.5)",torpedo_diameter_1,,$technology_desc_torpedo_size_2,,,
torpedo_size_3,torpedo_size,,$technology_name_torpedo_size_3,1899,1,75,"torpedo_damage(46), torpedo_stealth(-5), weight(torpedo;-37), detonation(-5), cost(torpedo;-10), torpedo_speed_mod(6),  torpedo_range_mod(13), torpedo_reload(-5), torpedo_rotation(-5), torpedo_dud(-3.5)",torpedo_diameter_2,,$technology_desc_torpedo_size_3,,,
torpedo_size_4,torpedo_size,,$technology_name_torpedo_size_4,1903,1,75,"torpedo_damage(73), torpedo_stealth(-7.5), weight(torpedo;-58), detonation(-7.5), cost(torpedo;-15), torpedo_speed_mod(10),  torpedo_range_mod(20), torpedo_reload(-7.5), torpedo_rotation(-7.5), torpedo_dud(-4.5)",torpedo_diameter_3,,$technology_desc_torpedo_size_4,"The new standard 18-inch torpedo warhead inflicts more damage. *Torpedoes damage +12.5%, Reload Speed -10%, Torpedo Weight +15%*",,
torpedo_size_5,torpedo_size,,$technology_name_torpedo_size_5,1907,1,75,"torpedo_damage(103), torpedo_stealth(-10), weight(torpedo;-81), detonation(-10), cost(torpedo;-20), torpedo_speed_mod(13),  torpedo_range_mod(27), torpedo_reload(-10), torpedo_rotation(-10), torpedo_dud(-5.5)",torpedo_diameter_4,,$technology_desc_torpedo_size_5,"The new standard 19-inch torpedo warhead inflicts more damage. *Torpedoes damage +12.5%, Reload Speed -10%, Torpedo Weight +15%.*",,
torpedo_size_6,torpedo_size,,$technology_name_torpedo_size_6,1911,1,75,"torpedo_damage(137), torpedo_stealth(-12.5), weight(torpedo;-105), detonation(-12.5), cost(torpedo;-25), torpedo_speed_mod(15),  torpedo_range_mod(33), torpedo_reload(-12.5), torpedo_rotation(-12.5), torpedo_dud(-6.5)",torpedo_diameter_5,,$technology_desc_torpedo_size_6,"The new standard 20-inch torpedo warhead inflicts more damage. *Torpedoes damage +12.5%, Reload Speed -10%, Torpedo Weight +15%.*",,
torpedo_size_7,torpedo_size,,$technology_name_torpedo_size_7,1912,1,75,"torpedo_damage(174), torpedo_stealth(-15), weight(torpedo;-132), detonation(-15), cost(torpedo;-30), torpedo_speed_mod(18),  torpedo_range_mod(40), torpedo_reload(-15), torpedo_rotation(-15), torpedo_dud(-7.5)",torpedo_diameter_6,,$technology_desc_torpedo_size_7,"The new standard 21-inch torpedo warhead inflicts more damage. *Torpedoes damage +12.5%, Reload Speed -10%, Torpedo Weight +15%.*",,
torpedo_size_8,torpedo_size,,$technology_name_torpedo_size_8,1913,1,75,"torpedo_damage(215), torpedo_stealth(-17.5), weight(torpedo;-161), detonation(-17.5), cost(torpedo;-35), torpedo_speed_mod(21),  torpedo_range_mod(47), torpedo_reload(-17.5), torpedo_rotation(-17.5), torpedo_dud(-8.5)",torpedo_diameter_7,,$technology_desc_torpedo_size_8,,,
torpedo_size_9,torpedo_size,,$technology_name_torpedo_size_9,1914,1,75,"torpedo_damage(261), torpedo_stealth(-20), weight(torpedo;-191), detonation(-20), cost(torpedo;-40), torpedo_speed_mod(24),  torpedo_range_mod(53), torpedo_reload(-20), torpedo_rotation(-20), torpedo_dud(-9.5)",torpedo_diameter_8,,$technology_desc_torpedo_size_9,,,
torpedo_size_10,torpedo_size,,$technology_name_torpedo_size_10,1915,1,75,"torpedo_damage(310), torpedo_stealth(-22.5), weight(torpedo;-224), detonation(-22.5), cost(torpedo;-45), torpedo_speed_mod(26),  torpedo_range_mod(60), torpedo_reload(-22.5), torpedo_rotation(-22.5), torpedo_dud(-10.5)",torpedo_diameter_9,,$technology_desc_torpedo_size_10,,,
torpedo_size_end,torpedo_size,,$technology_name_torpedo_size_end,1940,1,120,"end, torpedo_damage(10), weight(torpedo;-1), cost(torpedo;-5), torpedo_speed_mod(1.5),  torpedo_range_mod(1), torpedo_dud(-0.25)",,,$technology_desc_torpedo_size_end,,,
# $compTypes_name_torpedo_prop,torpedo_prop,,,,,,,,,,,,
torpedo_prop_1,torpedo_prop,,$technology_name_torpedo_prop_1,1890,,64,start,torpedo_prop_normal,,$technology_desc_torpedo_prop_1,,,
torpedo_prop_2,torpedo_prop,,$technology_name_torpedo_prop_2,1893,,64,"torpedo_speed_mod(33), torpedo_stealth(-15), torpedo_accuracy(-7.5), torpedo_range_mod(-60), torpedo_dud(-2.5)",torpedo_prop_fast,,$technology_desc_torpedo_prop_2,,,
torpedo_prop_3,torpedo_prop,,$technology_name_torpedo_prop_3,1920,1,64,"torpedo_stealth(87.5), torpedo_range_mod(-35), torpedo_accuracy(50), torpedo_speed_mod(-15), cost(torpedo;-25), torpedo_dud(-7.5)",torpedo_prop_electric,,$technology_desc_torpedo_prop_3,"Electrical motors can finally fit to torpedoes making them almost undetectable for ships without sonar equipment. *A variant torpedo propulsion which has the following effects: -30% Range, -20% Speed, - 75% Detectability Range*",,
torpedo_prop_4,torpedo_prop,,$technology_name_torpedo_prop_4,1931,1,64,"torpedo_stealth(55), torpedo_speed_mod(25),torpedo_range_mod(40), torpedo_damage(50), cost(torpedo;-50), hull(-0.75), detonation(-30), torpedo_reload(-15), torpedo_dud(5)",torpedo_prop_oxygen,,$technology_desc_torpedo_prop_4,"The usage of pure oxygen versus compressed air is more stable, increasing a lot the torpedo engine performance. *Torpedo range: 14,000m at 40 Knots*",,
torpedo_prop_5,torpedo_prop,,$technology_name_torpedo_prop_5,1890,,64,"start, torpedo_range(850), torpedo_speed(25), torpedo_accuracy(3), torpedo_dud(1)",,,$technology_desc_torpedo_prop_5,"The torpedo motor converts compressed air energy to mechanical work that generates propulsion. *Torpedo range: 1,500m at 25 Knots*",,
torpedo_prop_6,torpedo_prop,,$technology_name_torpedo_prop_6,1895,1,64,"torpedo_range(1600), torpedo_speed(25.2), torpedo_damage(4), torpedo_accuracy(3), torpedo_dud(1)",,,$technology_desc_torpedo_prop_6,"An improved torpedo engine which still uses compressed air as fuel but has one extra cylinder providing more speed and range. *Torpedo range: 2,000m at 26 Knots*",,
torpedo_prop_7,torpedo_prop,,$technology_name_torpedo_prop_7,1900,1,64,"torpedo_range(2900), torpedo_speed(25.4), torpedo_damage(8), torpedo_accuracy(3), torpedo_dud(1)",,,$technology_desc_torpedo_prop_7,"The successor of the two-bladed contra rotating propeller provides more range and speed for the torpedo. *Torpedo range: 2,500m at 26.5 Knots*",,
torpedo_prop_8,torpedo_prop,,$technology_name_torpedo_prop_8,1905,1,64,"torpedo_range(4200), torpedo_speed(25.6), torpedo_damage(12), torpedo_accuracy(75), torpedo_dud(2.5)",,,$technology_desc_torpedo_prop_8,"The gyroscope gives to the torpedo the ability to keep on straight course automatically, no longer depending on manual steering presets. *Torpedoes accuracy +10%, Torpedo range: 3,000m at 27 Knots*",,
torpedo_prop_9,torpedo_prop,,$technology_name_torpedo_prop_9,1910,1,64,"torpedo_range(5500), torpedo_speed(25.8), torpedo_damage(16), torpedo_accuracy(5), torpedo_dud(1)",,,$technology_desc_torpedo_prop_9,"The introduction of the new spiral pneumatic engine boosts torpedo range and speed significantly. *Torpedo range: 5,000m at 27 Knots*",,
torpedo_prop_10,torpedo_prop,,$technology_name_torpedo_prop_10,1915,1,64,"torpedo_range(6700), torpedo_speed(26), torpedo_damage(20), torpedo_accuracy(5), torpedo_dud(1)",,,$technology_desc_torpedo_prop_10,"The latest design of torpedo propellers further enhance their range and speed. *Torpedo range: 6,000m at 28 Knots*",,
torpedo_prop_11,torpedo_prop,,$technology_name_torpedo_prop_11,1920,1,64,"torpedo_range(7600), torpedo_speed(27), torpedo_damage(24), torpedo_accuracy(7.5), torpedo_dud(3)",,,$technology_desc_torpedo_prop_11,"The new propulsion system uses liquid fuel, such as kerosene, as extra fuel which is ignited by the compressed air supply of the engine. The production of heat generates extra steam propulsion, enhancing the torpedo speed performance. *Torpedo range: 6,500m at 30 Knots*",,
torpedo_prop_12,torpedo_prop,,$technology_name_torpedo_prop_12,1925,1,64,"torpedo_range(8500), torpedo_speed(28), torpedo_damage(28), torpedo_accuracy(5), torpedo_dud(1)",,,$technology_desc_torpedo_prop_12,"The wet-heat torpedoes or ""Wet Heaters"" use water to cool down the combustion chamber of the torpedo fuel. This makes fuel burning more efficient but also generates additional power by feeding the resulting steam to augment the engine's air pressure. *Torpedo range: 7,000m at 33 Knots*",,
torpedo_prop_13,torpedo_prop,,$technology_name_torpedo_prop_13,1930,1,64,"torpedo_range(9400), torpedo_speed(29), torpedo_damage(32), torpedo_accuracy(5), torpedo_dud(2)",,,$technology_desc_torpedo_prop_13,"Torpedoes equipped with steam-gas turbine engines excel in performance over previous models. *Torpedo range: 8,000m at 35 Knots*",,
torpedo_prop_14,torpedo_prop,,$technology_name_torpedo_prop_14,1935,1,64,"torpedo_range(10300), torpedo_speed(30), torpedo_damage(36), torpedo_accuracy(75), torpedo_dud(3.5)",,,$technology_desc_torpedo_prop_14,"Replacing the older gyroscopes, the new model uses air pressure to steer the torpedoes more accurately to the target. ""Torpedoes accuracy +20%, Torpedoes range & speed increase *Torpedo range: 10,000m at 37 Knots*",,
torpedo_prop_15,torpedo_prop,,$technology_name_torpedo_prop_15,1940,1,64,"torpedo_range(10600), torpedo_speed(31), torpedo_damage(40), torpedo_accuracy(5), torpedo_dud(1)",,,$technology_desc_torpedo_prop_15,Electric torpedoes gain more propulsion power by using the latest electric batteries. *Electric Torpedo range: +10%,,
torpedo_prop_end,torpedo_prop,,$technology_name_torpedo_prop_end,1950,1,120,"end, torpedo_range_mod(2.5), torpedo_speed_mod(2), torpedo_accuracy(1), torpedo_stealth(1.5), torpedo_dud(0.25)",,,$technology_desc_torpedo_prop_end,Electric torpedoes gain more propulsion power by using the latest electric batteries. *Electric Torpedo range: +10%,,
# $techType_name_projectile_shell,projectile_shell,,,,,,,,,,,,
projectile_shell_1,projectile_shell,,$technology_name_projectile_shell_1,1890,,40,"start, ap_ratio_main(-50)",shell_ratio_main_4,,$technology_desc_projectile_shell_1,,,
projectile_shell_2,projectile_shell,,$technology_name_projectile_shell_2,1890,,40,"start, ap_ratio_main(-25)",shell_ratio_main_3,,$technology_desc_projectile_shell_2,,,
projectile_shell_3,projectile_shell,,$technology_name_projectile_shell_3,1890,,40,start,shell_ratio_main_0,,$technology_desc_projectile_shell_3,,,
projectile_shell_4,projectile_shell,,$technology_name_projectile_shell_5,1890,,40,"start, ap_ratio_main(50)",shell_ratio_main_2,,$technology_desc_projectile_shell_5,,,
projectile_shell_5,projectile_shell,,$technology_name_projectile_shell_4,1890,,40,"start, ap_ratio_main(25)",shell_ratio_main_1,,$technology_desc_projectile_shell_4,,,
projectile_shell_6,projectile_shell,,$technology_name_projectile_shell_6,1890,,40,"start, ap_ratio_sec(-50)",shell_ratio_sec_4,,$technology_desc_projectile_shell_6,,,
projectile_shell_7,projectile_shell,,$technology_name_projectile_shell_7,1890,,40,"start, ap_ratio_sec(-25)",shell_ratio_sec_3,,$technology_desc_projectile_shell_7,,,
projectile_shell_8,projectile_shell,,$technology_name_projectile_shell_8,1890,,40,start,shell_ratio_sec_0,,$technology_desc_projectile_shell_8,,,
projectile_shell_9,projectile_shell,,$technology_name_projectile_shell_10,1890,,40,"start, ap_ratio_sec(50)",shell_ratio_sec_2,,$technology_desc_projectile_shell_10,,,
projectile_shell_10,projectile_shell,,$technology_name_projectile_shell_9,1890,,40,"start, ap_ratio_sec(25)",shell_ratio_sec_1,,$technology_desc_projectile_shell_9,,,
projectile_shell_11,projectile_shell,,$technology_name_projectile_shell_11,1890,,40,"start, shell_damage(-10), he_damage(-10), he_fire(-15), penetration(-5), range(-5), reload(7.5), shell_weight(30), detonation(15), flash(10), flash_explosion(10), flash_spread(15), shell_velocity(12.5), accuracy(5), ap_ricochet_angle_min(5), ap_ricochet_angle_max(5), ap_ricochet_chance(-5), multi_targeting_self(10), cost(gun;15)",shell_light,,$technology_desc_projectile_shell_11,,,
projectile_shell_12,projectile_shell,,$technology_name_projectile_shell_12,1890,,40,"start, default_component",shell_normal,,$technology_desc_projectile_shell_12,,,
projectile_shell_13,projectile_shell,,$technology_name_projectile_shell_13,1890,,40,"start, shell_damage(10), he_damage(10), he_fire(15), penetration(7.5), range(2.5), reload(-5), shell_weight(-30), detonation(-25), flash(-20), flash_explosion(-10), flash_spread(-15), shell_velocity(-7.5), accuracy(-5), accuracy_long(-5), ap_ricochet_angle_min(-5), ap_ricochet_angle_max(-5), ap_ricochet_chance(7.5), multi_targeting_self(-10), cost(gun;-20)",shell_heavy,,$technology_desc_projectile_shell_13,,,
projectile_shell_14,projectile_shell,,$technology_name_projectile_shell_14,1920,,40,"shell_damage(20), he_damage(20), he_fire(22.5), penetration(12.5), range(3.5), reload(-7.5), shell_weight(-45), detonation(-35), flash(-30), flash_explosion(-20), flash_spread(-25), shell_velocity(-10), accuracy(-10), accuracy_long(-10), ap_ricochet_angle_min(-7.5), ap_ricochet_angle_max(-10), ap_ricochet_chance(15), multi_targeting_self(-20), cost(gun;-33)",shell_S.heavy,,$technology_desc_projectile_shell_14,,,
projectile_shell_15,projectile_shell,,$technology_name_projectile_shell_15,1907,1,40,"range(2.5), penetration(4)",,,$technology_desc_projectile_shell_15,"The shape of the shell nose is aerodynamically improved providing greater range and penetration power. *Shells have +2% range, +1% armor penetration*",,
projectile_shell_16,projectile_shell,,$technology_name_projectile_shell_16,1927,1,40,"range(2.5), penetration(6)",,,$technology_desc_projectile_shell_16,"Better designed shells which have more aerodynamic shape offer greater range and penetration power. *Shells +1% armor penetration, +2% range*",,
projectile_shell_17,projectile_shell,,$technology_name_projectile_shell_17,1907,1,40,"he_damage(5), he_fire(10)",,,$technology_desc_projectile_shell_17,"High explosive shells can carry more explosive charge due to the thinner and durable shell cases. *Increases the chance of fire ignition when using high explosive shells (HE) +10%, +3% Damage for High Explosive Shells (HE)*",,
projectile_shell_18,projectile_shell,,$technology_name_projectile_shell_18,1919,1,40,"penetration(6), detonation(8)",,,$technology_desc_projectile_shell_18,"With the new fuse technology the shells will not prematurely detonate so they can penetrate the armor more. Additonally the shells are more stable in storage conditions. *Shells +2% armor penetration, Reduces chance of magazine detonation -2.5%*",,
projectile_shell_19,projectile_shell,,$technology_name_projectile_shell_19,1925,1,40,he_fire(25),,,$technology_desc_projectile_shell_19,The usage of high tensile steel allows the construction of thinner shells which can carry more explosives. *Increases the chance of fire ignition when using high explosive shells (HE) +20%*,,
projectile_shell_20,projectile_shell,,$technology_name_projectile_shell_20,1920,1,40,"he_fire(150), he_damage(117), he_penetration(-85), he_weight(17.5), he_cost(-50), he_range(-5), fuze(-10)",he_5,,$technology_desc_projectile_shell_20,,,
projectile_shell_21,projectile_shell,,$technology_name_projectile_shell_21,1915,1,40,"he_fire(75), he_damage(137), he_penetration(-50), he_weight(15), he_cost(-30), fuze(-8)",he_4,,$technology_desc_projectile_shell_21,,,
projectile_shell_22,projectile_shell,,$technology_name_projectile_shell_22,1891,,40," he_fire(35), he_damage(59), he_penetration(-30), he_weight(10), he_cost(-15), shell_velocity_he(5), he_range(-2), fuze(-6)",he_1,,$technology_desc_projectile_shell_22,,,
projectile_shell_23,projectile_shell,,$technology_name_projectile_shell_23,1890,,40,"start, shell_velocity_he(7.5), he_range(-1), fuze(-4)",he_0,,$technology_desc_projectile_shell_23,,,
projectile_shell_24,projectile_shell,,$technology_name_projectile_shell_24,1893,1,40,"he_fire(-10), he_damage(-10), he_penetration(75), he_weight(-10), he_cost(-25), shell_velocity_he(10), he_range(2), fuze(-2)",he_2,,$technology_desc_projectile_shell_24,,,
projectile_shell_25,projectile_shell,,$technology_name_projectile_shell_25,1903,1,40,"he_fire(-15), he_damage(-30), he_penetration(150), he_weight(-15), he_cost(-45), shell_velocity_he(12.5), he_range(4), fuze(-1)",he_3,,$technology_desc_projectile_shell_25,,,
projectile_shell_26,projectile_shell,,$technology_name_projectile_shell_26,1895,1,40,"ap_fire(15), ap_damage(55), ap_penetration(-34.3), ap_ricochet_chance(10), fuze(-0.5)",ap_3,,$technology_desc_projectile_shell_26,,,
projectile_shell_27,projectile_shell,,$technology_name_projectile_shell_27,1905,1,40,"ap_fire(10), ap_damage(42.5), ap_penetration(-17.5), ap_weight(-15), ap_cost(-25), shell_velocity_ap(1.5), ap_range(2.5), ap_ricochet_angle_min(15), ap_ricochet_angle_max(40), ap_ricochet_chance(-10), fuze(-0.25)",ap_4,,$technology_desc_projectile_shell_27,,,
projectile_shell_28,projectile_shell,,$technology_name_projectile_shell_28,1890,,40,start,ap_0,,$technology_desc_projectile_shell_28,,,
projectile_shell_29,projectile_shell,,$technology_name_projectile_shell_29,1898,1,40,"ap_fire(-5), ap_penetration(25), ap_weight(-15), ap_cost(-15), shell_velocity_ap(1.5), ap_ricochet_angle_min(15), ap_ricochet_angle_max(40) , ap_ricochet_chance(-10), fuze(0.25)",ap_1,,$technology_desc_projectile_shell_29,,,
projectile_shell_30,projectile_shell,,$technology_name_projectile_shell_30,1905,1,40,"ap_fire(-10), ap_penetration(31.5), ap_weight(-16), ap_cost(-25), shell_velocity_ap(2.5), ap_range(5), ap_ricochet_angle_min(35), ap_ricochet_angle_max(60), ap_ricochet_chance(-15), fuze(4)",ap_2,,$technology_desc_projectile_shell_30,,,
projectile_shell_31,projectile_shell,,$technology_name_projectile_shell_31,1915,1,40,"ap_fire(-15), ap_penetration(36), ap_weight(-17.5), ap_cost(-35), shell_velocity_ap(3.5), ap_range(7.5), ap_ricochet_angle_min(50), ap_ricochet_angle_max(80), ap_ricochet_chance(-20), fuze(6)",ap_5,,$technology_desc_projectile_shell_31,,,
projectile_shell_32,projectile_shell,,$technology_name_projectile_shell_32,1930,1,120,"end, ap_fire(1), penetration(0.3), range(0.5), shell_cost(-2), shell_weight(-0.5)",,,$technology_desc_projectile_shell_32,The usage of high tensile steel allows the construction of thinner shells which can carry more explosives. *Increases the chance of fire ignition when using high explosive shells (HE) +20%*,,
# $techType_name_projectile_explosive,projectile_explosive,,,,,,,,,,,,
projectile_explosive_1,projectile_explosive,,$technology_name_projectile_explosive_1,1890,,26,"start, ammo_amount(-35), flash_explosion(10), flash_spread(20)",ammo_shell_less,,$technology_desc_projectile_explosive_1,,,
projectile_explosive_2,projectile_explosive,,$technology_name_projectile_explosive_2,1890,,26,"start, default_component, detonation(-12.5)",ammo_shell_normal,,$technology_desc_projectile_explosive_2,,,
projectile_explosive_3,projectile_explosive,,$technology_name_projectile_explosive_3,1890,,26,"start, ammo_amount(35), detonation(-25), flash_explosion(-10), flash_spread(-20)",ammo_shell_more,,$technology_desc_projectile_explosive_3,,,
projectile_explosive_4,projectile_explosive,,$technology_name_projectile_explosive_4,1890,,26,"start, torpedo_amount(-50), weight(torpedo;35), cost(torpedo;25)",ammo_torp_less,,$technology_desc_projectile_explosive_4,,,
projectile_explosive_5,projectile_explosive,,$technology_name_projectile_explosive_5,1890,,26,"start, default_component, detonation(-12.5)",ammo_torp_normal,,$technology_desc_projectile_explosive_5,,,
projectile_explosive_6,projectile_explosive,,$technology_name_projectile_explosive_6,1890,,26,"start, torpedo_amount(50), weight(torpedo;-70), cost(torpedo;-35), detonation(-30)",ammo_torp_more,,$technology_desc_projectile_explosive_6,,,
projectile_explosive_7,projectile_explosive,,$component_name_short_explosive_0,1890,,26,"start, shell_damage(-50), shell_weight(-7.5), hull(-2), shell_cost(25), detonation(-70), flash_explosion(-50), flash_spread(-50), penetration(-30), anti_fire(-10)",explosive_0,,$technology_desc_projectile_explosive_7,,,
projectile_explosive_8,projectile_explosive,,$component_name_short_explosive_1,1892,1,26,"shell_velocity(2.5), shell_damage(-17), he_fire(6), detonation(-50), flash_explosion(-40), flash_spread(-40), shell_cost(-25), anti_fire(-10)",explosive_1,,$technology_desc_projectile_explosive_8,"""Nitrocellulose"" or ""Gun Cotton"" is the basic explosive material used in warfare and an improved formula increases its blast effect. *Shells, torpedoes, mines inflict +5% damage, Reduces chance of magazine detonation -3%*",,
