#id (do not edit)                ,enabled / disabled,caliber in mm,sub-name,country override (several),ship type override (several),"model, grade N","scaling, grade N","scaling, grade N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@name,enabled,#mm,subName,countries,shipTypes,model_1,scale_1,max_scale_1,weight_modifier_1,caliber_length_modifier_1,model_2,scale_2,max_scale_2,weight_modifier_12,caliber_length_modifier_2,model_3,scale_3,max_scale_3,weight_modifier_13,caliber_length_modifier_3,model_4,scale_4,max_scale_4,weight_modifier_14,caliber_length_modifier_4,model_5,scale_5,max_scale_5,weight_modifier_15,caliber_length_modifier_5,#,#,#,#,#,#,#,#,#,#
gun_14_x2_alt_japan,,356,gun_14_x2_alt,japan,,dreadnought_gun_305_x2,1.1645,1.1963,0.88,,dreadnought_gun_305_x2,1.179,1.2112,0.88,,dreadnought_gun_305_x2,1.1938,1.2264,0.88,,fus_gun_356_x2_a,1.0354,1.0637,0.88,,fus_gun_356_x2_a,1.0483,1.0769,0.88,,,,,,,,,,,
gun_14_x3_alt_japan,,356,gun_14_x3_alt,japan,,dreadnought_gun_305_x3,1.1645,1.1963,0.705,,dreadnought_gun_305_x3,1.179,1.2112,0.705,,dreadnought_gun_305_x3,1.1938,1.2264,0.705,,fus_gun_356_x3_a,1.0354,1.0637,0.705,,fus_gun_356_x3_a,1.0483,1.0769,0.705,,,,,,,,,,,
gun_15_x2_alt_japan,,381,gun_15_x2_alt,japan,,dreadnought_gun_b_305_x2,1.2381,1.2697,0.9,,dreadnought_gun_b_305_x2,1.2535,1.2855,0.9,,dreadnought_gun_b_305_x2,1.2693,1.3017,0.9,,yamato_gun_460_x2,0.7701,0.7898,0.9,,yamato_gun_b_460_x2,0.7796,0.7995,0.9,,,,,,,,,,,
gun_15_x3_alt_japan,,381,gun_15_x3_alt,japan,,dreadnought_gun_b_305_x3,1.2381,1.2697,0.72,,dreadnought_gun_b_305_x3,1.2535,1.2855,0.72,,dreadnought_gun_b_305_x3,1.2693,1.3017,0.72,,yamato_gun_460_x3,0.7701,0.7898,0.72,,yamato_gun_b_460_x3,0.7796,0.7995,0.72,,,,,,,,,,,
gun_16_x2_alt_japan,,406,gun_16_x2_alt,japan,,dreadnought_gun_305_x2,1.3124,1.3439,0.93,,dreadnought_gun_305_x2,1.3287,1.3606,0.93,,nelson_gun_406_x2,1.0097,1.0339,0.93,,bismarck_gun_380_short_x2,1.0928,1.119,0.93,,bismarck_gun_380_x2,1.1066,1.1332,0.93,,,,,,,,,,,
gun_16_x3_alt_japan,,406,gun_16_x3_alt,japan,,dreadnought_gun_305_x3,1.3124,1.3439,0.75,,dreadnought_gun_305_x3,1.3287,1.3606,0.75,,nelson_gun_406_x3,1.0097,1.0339,0.75,,bismarck_gun_380_short_x3,1.0928,1.119,0.75,,bismarck_gun_380_x3,1.1066,1.1332,0.75,,,,,,,,,,,
gun_17_x2_alt_japan,,432,gun_17_x2_alt,japan,,dido_gun_cal200_x2,1.3908,1.4222,0.95,,dido_gun_cal200_x2,1.4081,1.4399,0.95,,dreadnought_gun_c_305_x2,1.45,1.4827,0.95,,litt_gun_381a_x2,1.1943,1.2213,0.95,,litt_gun_381a_x2,1.2093,1.2366,0.95,,,,,,,,,,,
gun_17_x3_alt_japan,,432,gun_17_x3_alt,japan,,dido_gun_cal200_x3,1.3908,1.4222,0.775,,dido_gun_cal200_x3,1.4081,1.4399,0.775,,dreadnought_gun_c_305_x3,1.45,1.4827,0.775,,litt_gun_381a_x3,1.1943,1.2213,0.775,,litt_gun_381a_x3,1.2093,1.2366,0.775,,,,,,,,,,,
gun_18_x2_alt_japan,,457,gun_18_x2_alt,japan,,dreadnought_gun_305_x2,1.4662,1.4975,0.985,,dreadnought_gun_305_x2,1.4845,1.5162,0.985,,yamato_gun_460_x2,0.9006,0.9199,0.985,,yamato_gun_460_x2,0.912,0.9315,0.985,,yamato_gun_b_460_x2,0.9233,0.943,0.985,,,,,,,,,,,
gun_18_x3_alt_japan,,457,gun_18_x3_alt,japan,,dreadnought_gun_305_x3,1.4662,1.4975,0.81,,dreadnought_gun_305_x3,1.4845,1.5162,0.81,,yamato_gun_460_x3,0.9006,0.9199,0.81,,yamato_gun_460_x3,0.912,0.9315,0.81,,yamato_gun_b_460_x3,0.9233,0.943,0.81,,,,,,,,,,,
###,,,###,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gun_2_x1_usa,,51,gun_2_x1,usa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gun_2_x2_usa,,51,gun_2_x2,usa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gun_2_x3_usa,,51,gun_2_x3,usa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gun_2_x4_usa,,51,gun_2_x4,usa,,,,,,,,,,,,,,,,,richelieu_gun_120_x4,0.596,0.722,,,richelieu_gun_120_x4,0.596,0.722,,,,,,,,,,,,
gun_3_x1_usa_dd,,76,gun_3_x1,usa,"dd, tb",,,,,,,,,,,,,,,,akizuki_gun_b_127_x1,0.4915,0.626,,,akizuki_gun_b_127_x1,0.4915,0.626,,,,,,,,,,,,
gun_3_x2_usa_dd,,76,gun_3_x2,usa,"dd, tb",,,,,,,,,,,,,,,,iowa_gun_b_127_x2,0.6,0.78,,,iowa_gun_b_127_x2,0.6,0.78,,,,,,,,,,,,
gun_3_x3_usa_dd,,76,gun_3_x3,usa,"dd, tb",,,,,,,,,,,,,,,,iowa_gun_b_127_x3,0.6,0.78,,,iowa_gun_b_127_x3,0.6,0.78,,,,,,,,,,,,
gun_3_x4_usa_dd,,76,gun_3_x4,usa,"dd, tb",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gun_4_x1_usa_dd,,102,gun_4_x1,usa,"dd, tb",,,,,,,,,,,,,,,,akizuki_gun_b_127_x1,0.646,0.7805,,,akizuki_gun_b_127_x1,0.646,0.7805,,,,,,,,,,,,
gun_4_x2_usa_dd,,102,gun_4_x2,usa,"dd, tb",,,,,,,,,,,,,,,,iowa_gun_b_127_x2,0.8,0.98,,,iowa_gun_b_127_x2,0.8,0.98,,,,,,,,,,,,
gun_4_x3_usa_dd,,102,gun_4_x3,usa,"dd, tb",,,,,,,,,,,,,,,,iowa_gun_b_127_x3,0.8,0.98,,,iowa_gun_b_127_x3,0.8,0.98,,,,,,,,,,,,
gun_4_x4_usa_dd,,102,gun_4_x4,usa,"dd, tb",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gun_5_x1_usa_dd,,127,gun_5_x1,usa,"dd, tb",,,,,,,,,,,,,,,,akizuki_gun_b_127_x1,0.8005,0.935,,,akizuki_gun_b_127_x1,0.8005,0.935,,,,,,,,,,,,
gun_5_x2_usa_dd,,127,gun_5_x2,usa,"dd, tb",,,,,,,,,,,,,,,,iowa_gun_b_127_x2,1,1.18,,,iowa_gun_b_127_x2,1,1.18,,,,,,,,,,,,
gun_5_x3_usa_dd,,127,gun_5_x3,usa,"dd, tb",,,,,,,,,,,,,,,,iowa_gun_b_127_x3,1,1.18,,,iowa_gun_b_127_x3,1,1.18,,,,,,,,,,,,
gun_5_x4_usa_dd,,127,gun_5_x4,usa,"dd, tb",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gun_3_x1_usa_cl,,76,gun_3_x1,usa,cl,,,,,,,,,,,,,,,,iowa_gun_127_x1,0.7,0.88,,,iowa_gun_127_x1,0.7,0.88,,,,,,,,,,,,
gun_3_x2_usa_cl,,76,gun_3_x2,usa,cl,,,,,,maine_gun_230_x2,0.596,0.722,,,maine_gun_230_x2,0.596,0.722,,,iowa_gun_127_x2,0.7,0.88,,,iowa_gun_127_x2,0.7,0.88,,,,,,,,,,,,
gun_3_x3_usa_cl,,76,gun_3_x3,usa,cl,,,,,,maine_gun_230_x3,0.596,0.722,,,maine_gun_230_x3,0.596,0.722,,,iowa_gun_127_x3,0.7,0.88,,,iowa_gun_127_x3,0.7,0.88,,,,,,,,,,,,
gun_3_x4_usa_cl,,76,gun_3_x4,usa,cl,,,,,,,,,,,,,,,,iowa_gun_127_x4,0.7,0.88,,,iowa_gun_127_x4,0.7,0.88,,,,,,,,,,,,
gun_4_x1_usa_cl,,102,gun_4_x1,usa,cl,,,,,,,,,,,,,,,,iowa_gun_127_x1,0.9,1.08,,,iowa_gun_127_x1,0.9,1.08,,,,,,,,,,,,
gun_4_x2_usa_cl,,102,gun_4_x2,usa,cl,,,,,,maine_gun_230_x2,0.732,0.858,,,maine_gun_230_x2,0.732,0.858,,,atl_gun_125_x2,0.868,0.994,,,atl_gun_125_x2,0.868,0.994,,,,,,,,,,,,
gun_4_x3_usa_cl,,102,gun_4_x3,usa,cl,,,,,,maine_gun_230_x3,0.732,0.858,,,maine_gun_230_x3,0.732,0.858,,,atl_gun_125_x3,0.868,0.994,,,atl_gun_125_x3,0.868,0.994,,,,,,,,,,,,
gun_4_x4_usa_cl,,102,gun_4_x4,usa,cl,,,,,,,,,,,,,,,,atl_gun_125_x4,0.868,0.994,,,atl_gun_125_x4,0.868,0.994,,,,,,,,,,,,
gun_5_x1_usa_cl,,127,gun_5_x1,usa,cl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gun_5_x2_usa_cl,,127,gun_5_x2,usa,cl,,,,,,maine_gun_230_x2,0.868,0.994,,,maine_gun_230_x2,0.868,0.994,,,atl_gun_125_x2,1.004,1.13,,,atl_gun_125_x2,1.004,1.13,,,,,,,,,,,,
gun_5_x3_usa_cl,,127,gun_5_x3,usa,cl,,,,,,maine_gun_230_x3,0.868,0.994,,,maine_gun_230_x3,0.868,0.994,,,atl_gun_125_x3,1.004,1.13,,,atl_gun_125_x3,1.004,1.13,,,,,,,,,,,,
gun_5_x4_usa_cl,,127,gun_5_x4,usa,cl,,,,,,,,,,,,,,,,atl_gun_125_x4,1.004,1.13,,,atl_gun_125_x4,1.004,1.13,,,,,,,,,,,,
gun_6_x1_usa_cl,,152,gun_6_x1,usa,cl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gun_6_x2_usa_cl,,152,gun_6_x2,usa,cl,,,,,,maine_gun_230_x2,1.004,1.13,,,maine_gun_230_x2,1.004,1.13,,,brooklyn_gun_152_x2,0.73,0.847,,,brooklyn_gun_b_152_x2,0.73,0.847,,,,,,,,,,,,
gun_6_x3_usa_cl,,152,gun_6_x3,usa,cl,,,,,,maine_gun_230_x3,1.004,1.13,,,maine_gun_230_x3,1.004,1.13,,,brooklyn_gun_152_x3,0.73,0.847,,,brooklyn_gun_b_152_x3,0.73,0.847,,,,,,,,,,,,
gun_6_x4_usa_cl,,152,gun_6_x4,usa,cl,,,,,,,,,,,,,,,,brooklyn_gun_152_x4,0.73,0.847,,,brooklyn_gun_b_152_x4,0.73,0.847,,,,,,,,,,,,
"gun_3_x1_usa_ca,bb,bc",,76,gun_3_x1,usa,"ca, bb, bc",maine_gun_152_x1,0.718,0.912,1.45,,,,,1.45,,,,,1.45,,iowa_gun_127_x1,0.7,0.88,1.45,,iowa_gun_127_x1,0.7,0.88,1.45,,,,,,,,,,,
"gun_3_x2_usa_ca,bb,bc",,76,gun_3_x2,usa,"ca, bb, bc",maine_gun_152_x2,0.718,0.912,1.08,,pen_gun_127_x2,0.815,1.04,1.08,,maine_gun_230_x2,0.596,0.722,1.08,,iowa_gun_127_x2,0.7,0.88,1.08,,iowa_gun_127_x2,0.7,0.88,1.08,,,,,,,,,,,
"gun_3_x3_usa_ca,bb,bc",,76,gun_3_x3,usa,"ca, bb, bc",maine_gun_152_x3,0.718,0.912,0.83,,pen_gun_127_x3,0.815,1.04,0.83,,maine_gun_230_x3,0.596,0.722,0.83,,iowa_gun_127_x3,0.7,0.88,0.83,,iowa_gun_127_x3,0.7,0.88,0.83,,,,,,,,,,,
"gun_3_x4_usa_ca,bb,bc",,76,gun_3_x4,usa,"ca, bb, bc",,,,,,,,,,,,,,,,iowa_gun_127_x4,0.7,0.88,,,iowa_gun_127_x4,0.7,0.88,,,,,,,,,,,,
"gun_4_x1_usa_ca,bb,bc",,102,gun_4_x1,usa,"ca, bb, bc",maine_gun_152_x1,0.932,1.126,1.7,,pen_gun_127_x1,1.06,1.285,1.7,,,,,1.7,,iowa_gun_b_127_x1,0.8,0.98,1.7,,iowa_gun_b_127_x1,0.8,0.98,1.7,,,,,,,,,,,
"gun_4_x2_usa_ca,bb,bc",,102,gun_4_x2,usa,"ca, bb, bc",maine_gun_152_x2,0.932,1.126,1.28,,pen_gun_127_x2,1.06,1.285,1.28,,maine_gun_230_x2,0.732,0.858,1.28,,iowa_gun_b_127_x2,0.8,0.98,1.28,,iowa_gun_b_127_x2,0.8,0.98,1.28,,,,,,,,,,,
"gun_4_x3_usa_ca,bb,bc",,102,gun_4_x3,usa,"ca, bb, bc",maine_gun_152_x3,0.932,1.126,1,,pen_gun_127_x3,1.06,1.285,1,,maine_gun_230_x3,0.732,0.858,1,,iowa_gun_b_127_x3,0.8,0.98,1,,iowa_gun_b_127_x3,0.8,0.98,1,,,,,,,,,,,
"gun_4_x4_usa_ca,bb,bc",,102,gun_4_x4,usa,"ca, bb, bc",,,,,,,,,,,,,,,,iowa_gun_b_127_x4,0.8,0.98,,,iowa_gun_b_127_x4,0.8,0.98,,,,,,,,,,,,
"gun_5_x1_usa_ca,bb,bc",,127,gun_5_x1,usa,"ca, bb, bc",maine_gun_152_x1,1.146,1.34,1.25,,pen_gun_127_x1,1.305,1.53,1.25,,,,,1.25,,iowa_gun_b_127_x1,1,1.18,1.25,,iowa_gun_b_127_x1,1,1.18,1.25,,,,,,,,,,,
"gun_5_x2_usa_ca,bb,bc",,127,gun_5_x2,usa,"ca, bb, bc",maine_gun_152_x2,1.146,1.34,0.95,,pen_gun_127_x2,1.305,1.53,0.95,,maine_gun_230_x2,0.868,0.994,0.95,,iowa_gun_b_127_x2,1,1.18,0.95,,iowa_gun_b_127_x2,1,1.18,0.95,,,,,,,,,,,
"gun_5_x3_usa_ca,bb,bc",,127,gun_5_x3,usa,"ca, bb, bc",maine_gun_152_x3,1.146,1.34,0.75,,pen_gun_127_x3,1.305,1.53,0.75,,maine_gun_230_x3,0.868,0.994,0.75,,iowa_gun_b_127_x3,1,1.18,0.75,,iowa_gun_b_127_x3,1,1.18,0.75,,,,,,,,,,,
"gun_5_x4_usa_ca,bb,bc",,127,gun_5_x4,usa,"ca, bb, bc",,,,,,,,,,,,,,,,iowa_gun_b_127_x4,1,1.18,,,iowa_gun_b_127_x4,1,1.18,,,,,,,,,,,,
"gun_6_x1_usa_ca,bb,bc",,152,gun_6_x1,usa,"ca, bb, bc",maine_gun_152_x1,1.36,1.554,1.185,,pen_gun_127_x1,1.55,1.775,1.185,,,,,1.185,,brooklyn_gun_152_x1,0.73,0.847,1.185,,brooklyn_gun_b_152_x1,0.73,0.847,1.185,,,,,,,,,,,
"gun_6_x2_usa_ca,bb,bc",,152,gun_6_x2,usa,"ca, bb, bc",maine_gun_152_x2,1.36,1.554,0.86,,pen_gun_127_x2,1.55,1.775,0.86,,maine_gun_230_x2,1.004,1.13,0.86,,brooklyn_gun_152_x2,0.73,0.847,0.86,,brooklyn_gun_b_152_x2,0.73,0.847,0.86,,,,,,,,,,,
"gun_6_x3_usa_ca,bb,bc",,152,gun_6_x3,usa,"ca, bb, bc",maine_gun_152_x3,1.36,1.554,0.66,,pen_gun_127_x3,1.55,1.775,0.66,,maine_gun_230_x3,1.004,1.13,0.66,,brooklyn_gun_152_x3,0.73,0.847,0.66,,brooklyn_gun_b_152_x3,0.73,0.847,0.66,,,,,,,,,,,
"gun_6_x4_usa_ca,bb,bc",,152,gun_6_x4,usa,"ca, bb, bc",,,,,,,,,,,,,,,,brooklyn_gun_152_x4,0.73,0.847,,,brooklyn_gun_b_152_x4,0.73,0.847,,,,,,,,,,,,
"gun_7_x1_usa_cl,ca,bb,bc",,178,gun_7_x1,usa,"cl, ca, bb, bc",maine_gun_254_x1_a,0.755,0.85,1.21,,ny_gun_210_x1,1.1095,1.244,1.21,,ny_gun_210_x1,1.1095,1.244,1.21,,brooklyn_gun_152_x1,0.857,0.974,1.21,,brooklyn_gun_b_152_x1,0.857,0.974,1.21,,,,,,,,,,,
"gun_7_x2_usa_cl,ca,bb,bc",,178,gun_7_x2,usa,"cl, ca, bb, bc",maine_gun_254_x2_a,0.755,0.85,0.9,,ny_gun_210_x2,1.1095,1.244,0.9,,ny_gun_210_x2,1.1095,1.244,0.9,,brooklyn_gun_152_x2,0.857,0.974,0.9,,brooklyn_gun_b_152_x2,0.857,0.974,0.9,,,,,,,,,,,
"gun_7_x3_usa_cl,ca,bb,bc",,178,gun_7_x3,usa,"cl, ca, bb, bc",maine_gun_254_x3_a,0.755,0.85,0.705,,ny_gun_210_x3,1.1095,1.244,0.705,,ny_gun_210_x3,1.1095,1.244,0.705,,brooklyn_gun_152_x3,0.857,0.974,0.705,,brooklyn_gun_b_152_x3,0.857,0.974,0.705,,,,,,,,,,,
"gun_7_x4_usa_cl,ca,bb,bc",,178,gun_7_x4,usa,"cl, ca, bb, bc",,,,,,,,,,,,,,,,brooklyn_gun_152_x4,0.857,0.974,,,brooklyn_gun_b_152_x4,0.857,0.974,,,,,,,,,,,,
"gun_8_x1_usa_ca,bb,bc",,203,gun_8_x1,usa,"ca, bb, bc",maine_gun_254_x1_a,0.86,0.955,1.17,,ny_gun_210_x1,1.264,1.3985,1.17,,ny_gun_210_x1,1.264,1.3985,1.17,,brooklyn_gun_152_x1,0.984,1.101,1.17,,brooklyn_gun_b_152_x1,0.984,1.101,1.17,,,,,,,,,,,
"gun_8_x2_usa_ca,bb,bc",,203,gun_8_x2,usa,"ca, bb, bc",maine_gun_254_x2_a,0.86,0.955,0.88,,ny_gun_210_x2,1.264,1.3985,0.88,,ny_gun_210_x2,1.264,1.3985,0.88,,brooklyn_gun_152_x2,0.984,1.101,0.88,,brooklyn_gun_b_152_x2,0.984,1.101,0.88,,,,,,,,,,,
"gun_8_x3_usa_ca,bb,bc",,203,gun_8_x3,usa,"ca, bb, bc",maine_gun_254_x3_a,0.86,0.955,0.69,,ny_gun_210_x3,1.264,1.3985,0.69,,ny_gun_210_x3,1.264,1.3985,0.69,,brooklyn_gun_152_x3,0.984,1.101,0.69,,brooklyn_gun_b_152_x3,0.984,1.101,0.69,,,,,,,,,,,
"gun_8_x4_usa_ca,bb,bc",,203,gun_8_x4,usa,"ca, bb, bc",,,,,,,,,,,,,,,,brooklyn_gun_152_x4,0.984,1.101,,,brooklyn_gun_b_152_x4,0.984,1.101,,,,,,,,,,,,
"gun_9_x1_usa_ca,bb,bc",,229,gun_9_x1,usa,"ca, bb, bc",maine_gun_254_x1_a,0.965,1.06,1.1,,ny_gun_210_x1,1.4185,1.553,1.1,,ny_gun_210_x1,1.4185,1.553,1.1,,brooklyn_gun_152_x1,1.111,1.228,1.1,,brooklyn_gun_b_152_x1,1.111,1.228,1.1,,,,,,,,,,,
"gun_9_x2_usa_ca,bb,bc",,229,gun_9_x2,usa,"ca, bb, bc",maine_gun_254_x2_a,0.965,1.06,0.82,,ny_gun_210_x2,1.4185,1.553,0.82,,ny_gun_210_x2,1.4185,1.553,0.82,,brooklyn_gun_152_x2,1.111,1.228,0.82,,brooklyn_gun_b_152_x2,1.111,1.228,0.82,,,,,,,,,,,
"gun_9_x3_usa_ca,bb,bc",,229,gun_9_x3,usa,"ca, bb, bc",maine_gun_254_x3_a,0.965,1.06,0.64,,ny_gun_210_x3,1.4185,1.553,0.64,,ny_gun_210_x3,1.4185,1.553,0.64,,brooklyn_gun_152_x3,1.111,1.228,0.64,,brooklyn_gun_b_152_x3,1.111,1.228,0.64,,,,,,,,,,,
"gun_9_x4_usa_ca,bb,bc",,229,gun_9_x4,usa,"ca, bb, bc",,,,,,,,,,,,,,,,brooklyn_gun_152_x4,1.111,1.228,,,brooklyn_gun_b_152_x4,1.111,1.228,,,,,,,,,,,,
"gun_10_x1_usa_ca,bb,bc",,254,gun_10_x1,usa,"ca, bb, bc",maine_gun_254_x1_a,1.07,1.165,1.2,,ny_gun_356_x1,0.954,1.035,1.2,,arizona_gun_356_x1,0.954,1.035,1.2,,iowa_gun_406_x1,0.595,0.64,1.2,,iowa_gun_406_x1,0.595,0.64,1.2,,,,,,,,,,,
"gun_10_x2_usa_ca,bb,bc",,254,gun_10_x2,usa,"ca, bb, bc",maine_gun_254_x2_a,1.07,1.165,0.9,,ny_gun_356_x2,0.954,1.035,0.9,,arizona_gun_356_x2,0.954,1.035,0.9,,iowa_gun_406_x2,0.595,0.64,0.9,,iowa_gun_406_x2,0.595,0.64,0.9,,,,,,,,,,,
"gun_10_x3_usa_ca,bb,bc",,254,gun_10_x3,usa,"ca, bb, bc",maine_gun_254_x3_a,1.07,1.165,0.68,,ny_gun_356_x3,0.954,1.035,0.68,,arizona_gun_356_x3,0.954,1.035,0.68,,iowa_gun_406_x3,0.595,0.64,0.68,,iowa_gun_406_x3,0.595,0.64,0.68,,,,,,,,,,,
"gun_10_x4_usa_ca,bb,bc",,254,gun_10_x4,usa,"ca, bb, bc",,,,,,ny_gun_356_x4,0.954,1.035,,,arizona_gun_356_x4,0.954,1.035,,,iowa_gun_406_x4,0.595,0.64,,,iowa_gun_406_x4,0.595,0.64,,,,,,,,,,,,
"gun_11_x1_usa_ca,bb,bc",,279,gun_11_x1,usa,"ca, bb, bc",maine_gun_254_x1_a,1.175,1.27,1.07,,ny_gun_356_x1,1.045,1.126,1.07,,arizona_gun_356_x1,1.045,1.126,1.07,,iowa_gun_406_x1,0.645,0.69,1.07,,iowa_gun_406_x1,0.645,0.69,1.07,,,,,,,,,,,
"gun_11_x2_usa_ca,bb,bc",,279,gun_11_x2,usa,"ca, bb, bc",maine_gun_254_x2_a,1.175,1.27,0.82,,ny_gun_356_x2,1.045,1.126,0.82,,arizona_gun_356_x2,1.045,1.126,0.82,,iowa_gun_406_x2,0.645,0.69,0.82,,iowa_gun_406_x2,0.645,0.69,0.82,,,,,,,,,,,
"gun_11_x3_usa_ca,bb,bc",,279,gun_11_x3,usa,"ca, bb, bc",maine_gun_254_x3_a,1.175,1.27,0.66,,ny_gun_356_x3,1.045,1.126,0.66,,arizona_gun_356_x3,1.045,1.126,0.66,,iowa_gun_406_x3,0.645,0.69,0.66,,iowa_gun_406_x3,0.645,0.69,0.66,,,,,,,,,,,
"gun_11_x4_usa_ca,bb,bc",,279,gun_11_x4,usa,"ca, bb, bc",,,,,,ny_gun_356_x4,1.045,1.126,,,arizona_gun_356_x4,1.045,1.126,,,iowa_gun_406_x4,0.645,0.69,,,iowa_gun_406_x4,0.645,0.69,,,,,,,,,,,,
"gun_12_x1_usa_bb,bc",,305,gun_12_x1,usa,"bb, bc",maine_gun_254_x1_a,1.28,1.375,1.07,,ny_gun_356_x1,1.136,1.217,1.07,,arizona_gun_356_x1,1.136,1.217,1.07,,iowa_gun_406_x1,0.695,0.74,1.07,,iowa_gun_406_x1,0.695,0.74,1.07,,,,,,,,,,,
"gun_12_x2_usa_bb,bc",,305,gun_12_x2,usa,"bb, bc",maine_gun_254_x2_a,1.28,1.375,0.82,,ny_gun_356_x2,1.136,1.217,0.82,,arizona_gun_356_x2,1.136,1.217,0.82,,iowa_gun_406_x2,0.695,0.74,0.82,,iowa_gun_406_x2,0.695,0.74,0.82,,,,,,,,,,,
"gun_12_x3_usa_bb,bc",,305,gun_12_x3,usa,"bb, bc",maine_gun_254_x3_a,1.28,1.375,0.66,,ny_gun_356_x3,1.136,1.217,0.66,,arizona_gun_356_x3,1.136,1.217,0.66,,iowa_gun_406_x3,0.695,0.74,0.66,,iowa_gun_406_x3,0.695,0.74,0.66,,,,,,,,,,,
"gun_12_x4_usa_bb,bc",,305,gun_12_x4,usa,"bb, bc",,,,,,ny_gun_356_x4,1.136,1.217,,,arizona_gun_356_x4,1.136,1.217,,,iowa_gun_406_x4,0.695,0.74,,,iowa_gun_406_x4,0.695,0.74,,,,,,,,,,,,
"gun_13_x1_usa_bb,bc",,330,gun_13_x1,usa,"bb, bc",maine_gun_254_x1_a,1.385,1.48,1.13,,ny_gun_356_x1,1.227,1.308,1.13,,arizona_gun_356_x1,1.227,1.308,1.13,,iowa_gun_406_x1,0.745,0.79,1.13,,iowa_gun_406_x1,0.745,0.79,1.13,,,,,,,,,,,
"gun_13_x2_usa_bb,bc",,330,gun_13_x2,usa,"bb, bc",maine_gun_254_x2_a,1.385,1.48,0.88,,ny_gun_356_x2,1.227,1.308,0.88,,arizona_gun_356_x2,1.227,1.308,0.88,,iowa_gun_406_x2,0.745,0.79,0.88,,iowa_gun_406_x2,0.745,0.79,0.88,,,,,,,,,,,
"gun_13_x3_usa_bb,bc",,330,gun_13_x3,usa,"bb, bc",maine_gun_254_x3_a,1.385,1.48,0.705,,ny_gun_356_x3,1.227,1.308,0.705,,arizona_gun_356_x3,1.227,1.308,0.705,,iowa_gun_406_x3,0.745,0.79,0.705,,iowa_gun_406_x3,0.745,0.79,0.705,,,,,,,,,,,
"gun_13_x4_usa_bb,bc",,330,gun_13_x4,usa,"bb, bc",,,,,,ny_gun_356_x4,1.227,1.308,,,arizona_gun_356_x4,1.227,1.308,,,iowa_gun_406_x4,0.745,0.79,,,iowa_gun_406_x4,0.745,0.79,,,,,,,,,,,,
"gun_14_x1_usa_bb,bc",,356,gun_14_x1,usa,"bb, bc",maine_gun_254_x1_a,1.49,1.585,1.13,,ny_gun_356_x1,1.318,1.399,1.13,,arizona_gun_356_x1,1.318,1.399,1.13,,iowa_gun_406_x1,0.795,0.84,1.13,,iowa_gun_406_x1,0.795,0.84,1.13,,,,,,,,,,,
"gun_14_x2_usa_bb,bc",,356,gun_14_x2,usa,"bb, bc",maine_gun_254_x2_a,1.49,1.585,0.88,,ny_gun_356_x2,1.318,1.399,0.88,,arizona_gun_356_x2,1.318,1.399,0.88,,iowa_gun_406_x2,0.795,0.84,0.88,,iowa_gun_406_x2,0.795,0.84,0.88,,,,,,,,,,,
"gun_14_x3_usa_bb,bc",,356,gun_14_x3,usa,"bb, bc",maine_gun_254_x3_a,1.49,1.585,0.705,,ny_gun_356_x3,1.318,1.399,0.705,,arizona_gun_356_x3,1.318,1.399,0.705,,iowa_gun_406_x3,0.795,0.84,0.705,,iowa_gun_406_x3,0.795,0.84,0.705,,,,,,,,,,,
"gun_14_x4_usa_bb,bc",,356,gun_14_x4,usa,"bb, bc",,,,,,ny_gun_356_x4,1.318,1.399,,,arizona_gun_356_x4,1.318,1.399,,,iowa_gun_406_x4,0.795,0.84,,,iowa_gun_406_x4,0.795,0.84,,,,,,,,,,,,
"gun_15_x1_usa_bb,bc",,381,gun_15_x1,usa,"bb, bc",maine_gun_254_x1,1.595,1.69,1.14,,ny_gun_356_x1,1.409,1.49,1.14,,arizona_gun_356_x1,1.409,1.49,1.14,,iowa_gun_406_x1,0.845,0.89,1.14,,iowa_gun_406_x1,0.845,0.89,1.14,,,,,,,,,,,
"gun_15_x2_usa_bb,bc",,381,gun_15_x2,usa,"bb, bc",maine_gun_254_x2,1.595,1.69,0.9,,ny_gun_356_x2,1.409,1.49,0.9,,arizona_gun_356_x2,1.409,1.49,0.9,,iowa_gun_406_x2,0.845,0.89,0.9,,iowa_gun_406_x2,0.845,0.89,0.9,,,,,,,,,,,
"gun_15_x3_usa_bb,bc",,381,gun_15_x3,usa,"bb, bc",maine_gun_254_x3,1.595,1.69,0.72,,ny_gun_356_x3,1.409,1.49,0.72,,arizona_gun_356_x3,1.409,1.49,0.72,,iowa_gun_406_x3,0.845,0.89,0.72,,iowa_gun_406_x3,0.845,0.89,0.72,,,,,,,,,,,
